index 3
DMU 50
input 2
output 2
instance 3
DMU   i1   i2   o1   o2   eff  err
  1   35   41   39   40    95    4
  2   34   12   26   22    86    3
  3   33   16   32   29    75   11
  4   38   26   44   41    99   10
  5   41   34   41   40    88    7
  6   30   43   49   51    98   15
  7   27   39   47   49    89   19
  8   42   42   41   41    96    1
  9   40   20   47   43    83   19
 10   35   19   30   27    99    1
 11   39   49   45   47    69   16
 12   36   36   35   35    88    3
 13   34   42   43   44    82   13
 14   14   47   25   32    97    1
 15   16   40   26   31    93    4
 16   12   36   16   20    79    0
 17   41   39   32   32    74    2
 18   38   31   28   27    74    2
 19   24   46   46   50    87   19
 20   16   15   15   15    95    0
 21   25   18   28   27    93    7
 22   15   46   34   39    72   16
 23   37   30   39   38    63   17
 24   47   25   40   36    86    6
 25   49   35   47   44    92    6
 26   12   49   23   28    63    8
 27   24   19   29   28    77   12
 28   27   24   21   21    71    3
 29   34   49   50   53    86   17
 30   32   12   36   32    77   16
 31   50   15   42   36    81   11
 32   40   19   44   41    79   18
 33   17   29   18   20    86    0
 34   40   41   43   43    89    7
 35   42   46   37   38    77    4
 36   13   18   18   19    62    9
 37   36   15   35   31    97    7
 38   38   45   34   35    80    2
 39   44   17   46   40    93   13
 40   12   43   35   42    99   13
 41   20   41   32   36   100    5
 42   15   20   14   15    87    0
 43   17   23   31   32    65   19
 44   41   33   40   39    71   13
 45   41   24   32   30    63   10
 46   22   20   26   25    92    6
 47   23   18   31   30    93   11
 48   33   17   33   31    60   16
 49   11   37   24   28    80    8
 50   11   28   29   32    89   14
