index 155
DMU 100
input 3
output 3
instance 5
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   39   30   18   33   32   33    95    6
  2   29   14   17   28   26   26    70   13
  3   15   18   45   39   38   36    90   13
  4   45   23   19   27   25   25    60    9
  5   20   47   48   49   52   53    90   16
  6   38   43   40   36   37   37    78    5
  7   13   48   42   31   34   35    63   11
  8   31   44   39   45   47   48    91   12
  9   25   35   15   23   25   26    72    7
 10   36   29   30   47   46   46   100   15
 11   39   28   40   39   37   36    84    7
 12   36   47   46   36   37   37    60   11
 13   45   26   21   28   26   26    70    6
 14   16   26   35   34   35   35    74   15
 15   48   13   29   41   37   35    84   13
 16   39   37   24   49   49   50    94   19
 17   34   49   47   52   54   55    98   11
 18   44   42   28   46   46   47    94   11
 19   33   10   29   39   36   34    93   14
 20   38   25   26   39   38   37    86   13
 21   43   16   20   26   23   22    85    2
 22   38   47   15   35   37   40    94    7
 23   21   34   28   36   37   38    65   19
 24   43   25   12   28   26   27    75    8
 25   41   32   22   35   35   35    62   16
 26   24   12   21   25   24   23    65   12
 27   40   27   17   34   33   34    65   16
 28   15   32   18   28   30   31    65   16
 29   47   18   47   48   44   42    77   16
 30   35   43   39   37   38   38    78    7
 31   21   44   33   31   34   36    93    3
 32   20   39   23   39   41   43    84   18
 33   45   45   33   42   42   43    72   13
 34   18   34   16   24   26   27    64   11
 35   20   43   11   20   24   27    82    4
 36   46   41   16   21   21   22    65    0
 37   17   47   38   39   43   45    96    9
 38   38   44   25   36   38   39    76   11
 39   23   24   36   21   21   20    70    1
 40   34   30   39   27   27   26    66    4
 41   18   16   38   33   32   30    87   10
 42   33   36   24   37   37   38    80   13
 43   34   29   46   46   45   43    91   11
 44   18   26   38   23   23   23    64    5
 45   14   35   15   33   36   38    79   19
 46   44   28   47   49   46   45    77   16
 47   39   48   29   44   46   47    86   13
 48   47   25   41   41   38   36    96    2
 49   21   46   28   32   35   37    80    9
 50   28   41   28   33   35   36    84    8
 51   45   49   32   39   40   41    92    2
 52   27   15   15   26   24   24    90    8
 53   42   30   28   49   48   48    95   17
 54   32   46   26   32   34   36    82    6
 55   29   31   47   50   49   48    91   16
 56   45   40   17   27   27   28    77    2
 57   21   24   14   30   30   31    90   13
 58   22   36   36   32   34   34    96    3
 59   20   16   11   18   18   18    63    8
 60   18   39   29   43   46   47    90   19
 61   37   21   46   48   45   44    75   19
 62   46   12   30   24   20   19    66    2
 63   44   45   23   33   34   36    84    4
 64   37   39   26   30   31   32    72    7
 65   40   45   26   24   25   26    65    1
 66   23   30   39   38   38   38    83   12
 67   11   37   23   27   30   32    90    8
 68   20   43   43   30   33   33    72    6
 69   12   37   33   42   46   47   100   17
 70   12   41   31   27   30   31    75    8
 71   49   43   47   44   43   43    65   13
 72   35   27   15   36   35   36   100   11
 73   11   32   40   22   24   24    71    3
 74   33   27   31   33   32   32    67   12
 75   35   40   45   48   49   49    98    9
 76   15   37   20   23   26   27    73    8
 77   42   28   30   42   41   41    71   18
 78   17   31   10   25   28   29    76   13
 79   35   28   45   39   37   36    91    4
 80   48   24   27   46   44   43    78   19
 81   47   33   26   41   40   40    73   15
 82   15   12   25   15   15   14    61    4
 83   14   43   15   25   30   32    93    7
 84   15   23   47   40   40   39    83   15
 85   31   10   20   30   27   26    87   10
 86   21   46   39   39   41   42    69   16
 87   23   36   13   27   29   31    78   11
 88   45   19   14   34   31   31    69   15
 89   41   30   13   36   35   36    69   17
 90   36   47   10   38   40   42    67   20
 91   31   26   22   31   31   31    65   14
 92   46   27   23   40   38   38    75   15
 93   14   39   50   44   47   47    93   13
 94   50   36   36   51   49   49    88   14
 95   40   18   12   19   17   17    72    2
 96   15   33   39   27   30   29    93    1
 97   41   43   39   45   45   45    81   12
 98   34   16   33   45   43   41    90   18
 99   15   24   42   28   29   28    62   11
100   30   25   11   18   17   18    84    0
