index 272
DMU 150
input 3
output 3
instance 2
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   28   41   25   32   30   28    61   11
  2   11   13   29   20   22   26    96    5
  3   13   24   19   27   26   26    65   14
  4   17   36   33   44   41   43    97   14
  5   30   18   33   39   43   45    90   18
  6   36   45   49   43   42   44    70   12
  7   10   22   33   34   34   38    90   15
  8   42   38   21   49   48   43    94   16
  9   50   50   41   52   50   48    99    4
 10   22   14   22   29   30   31    67   17
 11   16   22   14   24   21   20    97    5
 12   16   45   13   39   33   30    62   19
 13   18   37   10   36   30   26    86   12
 14   48   31   22   35   37   32    92    5
 15   14   19   40   32   33   38    75   15
 16   33   37   35   43   42   42    81   14
 17   30   41   38   29   27   28    65    4
 18   44   11   43   22   30   34    84    1
 19   31   31   26   37   36   35    72   15
 20   36   35   11   37   34   30    71   15
 21   12   20   23   33   32   33    73   19
 22   10   22   39   29   29   34    83   10
 23   30   41   38   43   42   42    64   19
 24   21   40   37   40   37   38    85   10
 25   20   18   33   16   17   20    68    1
 26   13   17   45   39   42   49    92   19
 27   19   34   44   37   36   40    85    9
 28   11   44   23   38   31   30    86   10
 29   49   16   34   41   48   48    82   19
 30   18   32   25   29   26   26    80    7
 31   25   36   20   32   28   26    92    4
 32   28   40   24   37   34   31    82    9
 33   31   48   24   37   33   30    72    9
 34   34   36   36   40   39   40    92    7
 35   26   17   45   24   29   34    83    4
 36   18   28   45   30   31   36    87    5
 37   17   11   34   20   24   28    88    5
 38   11   14   22   18   18   21    98    3
 39   25   28   44   34   35   38    61   15
 40   23   17   33   19   22   25    81    2
 41   25   38   41   48   47   49    85   18
 42   26   38   26   40   36   35    87   11
 43   37   19   42   44   50   53    97   17
 44   18   47   46   50   46   49    78   18
 45   48   20   15   27   30   27    61   12
 46   37   18   13   26   29   25    95    6
 47   16   13   17   16   17   17    95    2
 48   22   34   27   28   26   26    61   10
 49   42   23   22   30   32   30    64   13
 50   48   24   12   39   41   35    86   16
 51   23   11   12   26   28   27    82   15
 52   47   45   48   42   43   44    90    1
 53   35   40   28   29   27   25    70    3
 54   17   19   17   19   18   18    80    4
 55   13   49   34   53   45   46    93   17
 56   13   21   37   31   32   37    90   11
 57   17   26   13   32   29   27    78   15
 58   30   40   23   29   27   24    71    5
 59   46   48   37   36   35   33    68    5
 60   25   36   37   43   42   43    72   19
 61   25   50   38   43   37   37    89    5
 62   48   42   23   32   31   27    67    6
 63   49   15   40   28   34   36    72    8
 64   49   46   14   35   32   24    79    3
 65   42   48   24   45   41   36    86    9
 66   35   12   46   28   35   39    79    9
 67   17   36   29   25   21   22    74    2
 68   13   34   42   24   22   26    70    2
 69   19   46   47   45   42   45    78   14
 70   42   31   20   27   27   24    61    8
 71   36   44   25   36   33   30    70    9
