index 543
DMU 250
input 4
output 4
instance 3
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   33   37   20   30   28   25   27   27    72    5
  2   19   11   28   43   41   41   41   41    97   17
  3   23   10   34   35   19   22   21   20    61    5
  4   10   50   39   44   42   36   32   39    77   10
  5   35   17   24   38   27   28   31   28    89    3
  6   14   20   34   23   29   31   27   29    93    8
  7   45   26   48   19   35   42   41   38    72   14
  8   30   40   41   19   46   48   45   46    83   19
  9   17   13   23   22   26   28   27   27    70   14
 10   35   14   38   39   30   34   34   32    76    9
 11   13   44   21   24   33   28   27   31    61   14
 12   30   38   45   26   53   55   51   53    98   19
 13   43   13   45   30   39   49   48   43    92   15
 14   32   46   27   42   38   32   34   36    93    1
 15   43   17   38   13   34   41   41   37    69   19
 16   16   18   41   25   32   36   32   33    79   14
 17   23   39   24   33   34   30   30   33    83    7
 18   22   30   28   35   33   31   30   32    89    6
 19   37   35   40   33   34   36   35   35    72    9
 20   23   27   17   20   17   15   16   16    69    1
 21   46   47   38   29   44   45   45   45    96    6
 22   15   36   12   47   29   21   23   26    68    6
 23   38   36   43   40   30   31   30   30    78    0
 24   32   20   36   36   41   44   44   42    93   14
 25   48   44   33   21   39   40   41   40    73   13
 26   38   28   46   45   32   35   34   33    84    1
 27   36   34   26   37   34   32   34   33    90    3
 28   42   23   11   20   32   33   38   33    95   11
 29   20   34   13   29   25   19   21   23    79    3
 30   40   18   30   36   45   48   50   47    89   20
 31   19   35   48   22   38   39   35   38    60   19
 32   38   48   27   19   39   37   38   39    82   11
 33   13   36   19   25   33   29   28   31    65   15
 34   47   34   42   41   40   42   42   41    61   16
 35   46   22   24   43   27   28   31   28    64    7
 36   48   22   31   36   27   30   33   29    84    1
 37   23   44   26   49   47   40   40   44    81   14
 38   16   24   38   28   43   45   41   43    92   19
 39   21   29   27   27   22   21   20   21    66    4
 40   12   12   25   42   33   32   32   33    66   18
 41   31   28   27   11   33   35   35   34    90   12
 42   24   24   15   28   40   37   39   39    91   18
 43   28   36   13   39   46   39   43   44    96   15
 44   36   13   21   11   25   31   33   28    95   10
 45   43   42   29   35   29   27   29   29    68    3
 46   13   48   44   27   30   28   24   29    66    6
 47   25   35   41   48   40   38   36   39    94    4
 48   27   38   29   31   30   28   27   29    68    7
 49   14   50   49   33   37   35   30   36    65   11
 50   27   24   32   36   39   39   39   39    98   10
 51   11   47   36   25   32   28   25   30    63   10
 52   14   20   46   12   17   21   16   18    61    4
 53   39   19   15   35   23   22   26   23    65    6
 54   48   33   19   50   36   34   39   36    75    8
 55   13   34   47   16   40   43   35   40    90   15
 56   39   42   23   23   46   44   46   45    94   15
 57   15   47   18   37   41   31   31   37    95    7
 58   13   47   45   10   21   21   16   20    64    1
 59   40   39   38   12   45   49   48   46    98   15
 60   24   10   36   39   21   25   23   22    82    1
 61   32   17   13   12   30   31   34   31    66   19
 62   29   19   21   24   15   16   17   16    61    2
 63   24   14   29   14   25   30   28   27    86   10
 64   14   50   26   45   41   32   32   37    76   10
 65   10   29   12   40   31   25   26   29    69   12
 66   17   27   29   27   32   31   29   32    97    7
 67   42   25   27   39   29   29   32   29    78    4
 68   36   40   35   38   41   40   40   41    74   13
 69   24   13   46   13   26   35   30   29    84   10
 70   12   31   47   37   31   31   26   30    66    9
 71   32   11   24   33   28   31   33   30    82   10
 72   22   27   42   47   36   36   34   36    75   10
 73   14   11   46   11   26   34   27   28    94   10
 74   24   41   32   17   40   39   38   40    74   18
 75   20   23   43   14   23   27   23   24    70    7
 76   34   35   14   12   20   19   21   20    65    4
 77   40   39   41   46   55   54   55   55    86   19
 78   28   40   21   43   33   28   30   31    71    7
 79   34   19   39   22   31   37   35   34    75   13
 80   18   12   25   12   18   21   20   19    71    8
 81   19   44   43   50   41   38   35   39    71   11
 82   47   14   10   35   40   41   48   41    95   17
 83   12   44   45   34   45   42   36   43    95   10
 84   26   19   27   31   29   31   31   30    91    7
 85   21   26   49   23   39   43   38   40    72   19
 86   32   31   17   17   24   23   26   24    91    2
 87   46   14   29   33   31   36   40   34    92    7
 88   32   48   13   22   43   36   39   40    97   11
 89   18   38   16   14   26   21   21   24    93    3
 90   25   43   28   26   32   30   29   31    61   12
 91   32   30   12   23   37   34   37   36    93   13
 92   10   20   43   45   43   43   38   42    90   16
 93   33   19   13   14   22   23   26   23    73    9
 94   21   12   15   15   22   23   24   22    80   10
 95   40   34   32   41   33   33   34   33    88    1
 96   27   13   47   33   35   42   38   37    85   13
 97   20   38   15   38   40   33   35   37    76   15
 98   11   47   18   33   39   30   29   35    82   11
 99   14   43   17   15   32   27   26   30    69   13
100   12   16   12   14   23   22   22   22    76   12
101   11   34   32   43   39   33   30   36    97    6
102   35   23   14   45   46   42   48   45    90   19
103   14   24   28   10   19   20   17   19    88    2
104   26   15   14   38   36   34   37   36    90   15
105   13   16   28   11   14   16   13   14    73    2
106   40   42   30   35   27   25   26   26    68    1
107   28   13   10   17   26   27   29   27    71   15
108   34   19   18   41   33   32   36   33    94    7
109   10   45   23   19   35   30   28   33    68   15
110   26   24   28   33   47   47   47   47    98   20
111   22   17   36   39   24   26   24   25    63    7
112   38   39   34   21   46   48   47   47    93   16
113   21   15   32   31   33   35   34   34    66   18
114   29   30   32   16   27   29   28   27    84    5
115   20   16   48   26   34   39   34   35    72   16
116   48   34   41   34   48   51   51   49    78   19
117   36   38   19   15   31   29   31   30    78    9
118   10   28   31   25   39   38   35   38    76   20
119   44   13   28   11   17   24   25   20    73    4
120   15   42   30   45   39   34   32   37    69   13
121   43   27   39   16   37   43   43   40    75   17
122   25   45   38   16   40   39   36   39    79   14
123   34   36   38   18   33   35   33   33    74   10
124   24   17   34   48   29   30   29   29    74    7
125   49   49   34   29   34   34   36   34    80    2
126   13   23   47   18   34   38   32   35    76   16
127   12   18   38   34   31   33   29   31    69   14
128   14   29   44   34   42   43   37   42    94   13
129   36   32   20   41   34   31   34   33    75    9
130   32   20   45   28   32   38   36   34    81   10
131   45   20   37   32   44   50   51   46    95   16
132   49   46   10   10   35   33   37   34    62   16
133   10   46   11   44   32   22   23   28    66    8
134   16   17   19   40   20   17   18   19    78    1
135   46   46   22   44   32   28   31   30    71    2
136   16   15   42   35   29   32   28   30    82    8
137   28   28   21   31   47   44   46   46    99   19
138   37   45   25   16   29   28   29   29    63    9
139   47   48   25   20   39   38   40   38    66   15
140   16   32   42   30   46   47   42   46    88   19
141   29   21   14   45   25   22   26   24    90    0
142   24   12   40   35   31   34   33   32    64   15
143   24   37   44   31   37   38   35   37    70   13
144   23   39   42   44   54   51   48   52    94   17
145   11   26   47   36   32   33   26   31    94    3
146   44   43   22   26   45   43   46   45    87   15
147   40   29   20   24   25   25   28   25    83    2
148   47   32   43   25   38   43   43   40    86    9
149   33   28   26   28   30   30   31   30    87    5
150   48   43   33   20   43   45   47   44    98    9
151   25   32   38   40   47   46   44   46    95   14
152   23   31   42   47   34   33   30   33    92    0
153   37   24   46   14   17   23   21   19    62    1
154   25   10   27   26   31   34   34   32    69   18
155   42   40   38   46   47   46   47   47    94    8
156   34   38   40   21   35   37   35   36    62   15
157   22   46   29   23   23   20   19   21    65    1
158   20   43   38   26   50   47   44   48    92   18
159   31   40   36   34   50   48   47   49    98   14
160   34   18   11   11   15   16   20   16    78    2
161   46   48   27   43   52   48   51   51    79   18
162   46   20   17   27   26   28   31   27    61   11
163   12   15   18   30   26   24   24   25    82   10
