index 277
DMU 150
input 3
output 3
instance 7
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   14   41   33   31   31   31    88    5
  2   28   39   49   42   44   44    89    9
  3   26   47   11   32   28   28    76    8
  4   12   41   47   40   42   42    97    9
  5   46   30   12   22   20   20    61    3
  6   43   10   24   39   40   40    85   18
  7   37   41   23   30   28   27    81    1
  8   23   39   39   38   38   38    81   11
  9   15   12   47   32   37   38    95   12
 10   49   32   29   37   37   37    90    4
 11   17   37   16   34   32   31    69   16
 12   18   48   43   44   44   43    81   14
 13   33   33   37   33   33   33    65   11
 14   26   16   43   23   25   26    62    7
 15   48   15   47   42   45   46    83   14
 16   22   27   19   26   26   26    61   12
 17   17   36   23   39   38   37    83   17
 18   11   34   46   22   24   24    67    3
 19   44   28   20   45   43   43    94   15
 20   37   43   34   27   26   26    62    3
 21   41   37   39   33   33   33    77    3
 22   35   23   37   26   27   28    79    2
 23   31   14   14   25   25   25    71   11
 24   22   24   26   27   27   27    64   12
 25   32   49   19   48   45   44    83   18
 26   30   25   48   31   34   34    79    6
 27   39   41   27   38   36   35    93    3
 28   39   28   27   27   26   26    65    6
 29   19   34   38   27   28   28    62    9
 30   19   32   49   32   35   35    98    1
 31   13   38   42   45   46   46    98   15
 32   41   31   15   35   33   33    82   10
 33   10   45   14   24   20   20    83    2
 34   42   11   29   24   26   26    63    8
 35   29   32   38   47   48   48    93   17
 36   46   20   32   40   41   41    84   13
 37   11   16   29   29   31   31    91   13
 38   17   34   12   38   36   35    82   19
 39   19   12   47   32   36   37    77   15
 40   38   17   18   24   23   23    84    3
 41   26   10   35   36   39   39    81   19
 42   39   49   16   36   32   31    78    6
 43   38   36   27   39   38   38    60   18
 44   42   20   14   32   31   31    67   14
 45   10   35   48   31   34   34    90    5
 46   46   50   23   37   34   34    76    5
 47   22   38   48   36   37   37    80    8
 48   38   24   39   40   42   42    87   12
 49   35   34   21   37   35   35    95    7
 50   40   13   37   44   47   47    94   18
 51   36   30   19   38   36   36    91   11
 52   16   11   49   32   37   38    97   11
 53   18   20   20   32   32   32    87   15
 54   32   29   37   27   27   28    74    3
 55   18   17   39   27   30   30    80    9
 56   40   24   44   45   48   48    95   13
 57   16   13   29   29   31   31    70   17
 58   26   42   47   56   58   58    97   20
 59   14   26   18   30   29   29    83   13
 60   12   42   50   33   35   35    81    6
 61   30   36   45   47   48   48    81   18
 62   30   14   28   34   36   36    93   13
 63   41   44   21   47   44   43    90   13
 64   29   19   30   26   27   27    87    4
 65   11   43   46   44   45   45    76   19
 66   45   16   31   28   29   29    71    7
 67   40   22   45   39   41   41    65   17
 68   18   11   13   23   23   24    82   12
 69   13   45   43   34   35   34    93    3
 70   46   12   10   33   32   32    82   14
 71   49   29   18   33   31   31    78    7
 72   39   25   47   37   40   40    76   11
 73   29   22   15   29   27   27    99    6
 74   44   20   46   49   52   52    87   19
 75   32   38   17   28   26   26    78    4
 76   14   48   25   30   28   27    83    4
 77   13   22   41   24   27   27    82    5
 78   28   43   36   43   43   42    72   17
 79   32   16   39   27   29   29    62   10
 80   21   17   48   22   25   26    74    3
 81   36   45   27   54   51   51    92   19
 82   30   49   46   51   51   51    94   12
 83   30   30   46   36   37   37    67   13
 84   39   37   49   33   35   35    80    1
 85   47   23   32   36   37   37    85    8
 86   50   42   35   50   49   49    86   13
 87   18   43   12   38   35   34    64   20
 88   35   35   11   42   39   38    99   13
