index 397
DMU 200
input 3
output 3
instance 7
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   26   10   35   34   31   34    76   14
  2   39   49   16   33   39   34    84    8
  3   38   36   27   49   51   50    91   20
  4   42   20   14   31   34   32    60   18
  5   10   35   48   47   41   44    79   18
  6   46   50   23   27   32   29    72    2
  7   22   38   48   42   37   40    98    3
  8   38   24   39   49   47   49    92   17
  9   35   34   21   45   49   46    96   19
 10   40   13   37   38   35   38    89   10
 11   36   30   19   43   46   44    92   19
 12   16   11   49   42   34   40    81   16
 13   18   20   20   18   18   18    73    4
 14   32   29   37   34   33   34    80    7
 15   18   17   39   38   33   37    92   12
 16   40   24   44   46   43   46    76   17
 17   16   13   29   21   18   20    88    2
 18   26   42   47   52   49   50    84   17
 19   14   26   18   35   36   35    91   18
 20   12   42   50   44   39   41    70   16
 21   30   36   45   43   41   42    64   18
 22   30   14   28   27   26   27    65   11
 23   41   44   21   28   33   30    84    2
 24   29   19   30   41   39   41    93   16
 25   11   43   46   40   37   38    67   15
 26   45   16   31   25   24   25    65    5
 27   40   22   45   43   40   42    81   12
 28   18   11   13   17   17   17    71    7
 29   13   45   43   35   33   33    74    8
 30   46   12   10   37   42   40    96   19
 31   49   29   18   30   35   32    87    6
 32   39   25   47   48   44   47    96   10
 33   29   22   15   17   19   18    74    2
 34   44   20   46   38   34   38    92    2
 35   32   38   17   35   39   36    89   12
 36   14   48   25   38   39   37   100    9
 37   13   22   41   38   34   36    63   19
 38   28   43   36   32   32   32    61   10
 39   32   16   39   27   24   26    66    6
 40   21   17   48   43   38   42    71   19
 41   36   45   27   25   27   25    73    0
 42   30   49   46   41   40   40    81    6
 43   30   30   46   58   54   57    99   20
 44   39   37   49   49   46   49    97    7
 45   47   23   32   32   32   33    66   10
 46   50   42   35   41   43   42    67   14
 47   18   43   12   37   42   38    95   17
 48   35   35   11   29   34   31    69   14
 49   19   29   46   42   38   41    71   17
 50   49   17   47   43   40   43    67   16
 51   21   49   48   47   44   45    68   18
 52   45   25   40   27   26   28    71    1
 53   14   32   21   21   22   21    77    4
 54   37   23   14   15   18   16    61    2
 55   41   16   22   32   33   33    70   15
 56   11   33   26   31   30   29    96    7
 57   45   27   17   26   30   28    72    8
 58   12   33   17   37   38   36    89   19
 59   18   30   26   17   17   17    65    1
 60   35   38   25   39   42   40    91   11
 61   43   15   45   44   40   44    82   14
 62   15   11   12   12   12   12    65    4
 63   42   34   43   38   37   38    84    4
 64   46   41   46   48   48   48    81   12
 65   43   47   13   31   36   32    62   13
 66   36   15   33   33   32   34    81   10
 67   32   38   42   36   34   35    61   12
 68   49   30   43   51   50   51    92   13
 69   49   41   14   47   55   50    98   19
 70   45   45   22   45   50   47    80   19
 71   13   47   23   22   23   21    62    5
 72   48   13   43   48   44   48    96   13
 73   47   24   47   44   41   44    98    4
 74   19   11   46   32   26   30    67   11
 75   23   23   21   31   32   31    69   16
 76   34   14   20   30   31   31    62   17
 77   21   18   33   30   27   29    71   11
 78   14   36   42   40   37   38    60   19
 79   29   48   14   30   36   31    98    4
 80   43   21   29   37   38   38    67   17
 81   19   43   40   41   39   40    92    8
 82   41   35   27   36   39   37    91    7
 83   14   44   36   40   39   39    67   18
 84   43   10   14   17   20   20    85    1
 85   43   46   28   34   37   35    85    3
 86   17   38   40   39   36   37    93    7
 87   36   12   26   30   29   30    68   13
 88   39   31   20   29   33   31    94    4
 89   32   19   26   21   21   22    72    3
 90   17   19   32   39   36   38    91   16
 91   28   45   48   33   31   32    68    4
 92   23   47   15   28   33   29    85    7
 93   26   27   47   35   32   34    65   11
 94   46   42   11   21   26   22    62    4
 95   14   15   31   25   21   24    77    7
 96   48   13   21   40   42   42    91   17
 97   12   49   17   30   32   29    61   15
 98   34   16   36   30   28   30    62   11
 99   34   32   48   40   37   39    61   15
100   16   44   40   48   45   46    89   16
101   34   22   15   22   24   23    79    5
102   47   18   33   38   38   39    94    8
103   24   23   49   45   39   43    72   18
104   15   11   42   28   23   27    65   10
105   35   13   15   19   21   21    96    1
106   43   47   21   51   58   53    99   19
107   43   42   48   58   56   57    85   19
108   47   47   11   22   29   24    71    2
109   16   31   48   37   32   35    74   10
110   50   29   22   30   33   32    73    8
111   38   39   26   28   30   28    65    7
112   47   11   35   22   21   23    71    0
113   31   31   45   37   35   37    66   12
114   40   19   31   43   42   43    96   14
115   15   12   33   31   27   30    91   10
116   11   33   17   22   23   21    69    8
117   44   12   27   37   37   39    94   12
118   29   21   14   19   20   19    61    7
119   33   29   43   48   45   47   100   11
120   15   12   48   30   22   28    83    4
121   48   32   33   30   31   31    69    5
122   13   43   34   34   32   32    87    6
123   41   32   27   28   30   29    83    2
124   34   31   28   39   40   40    71   18
125   10   17   40   29   22   26    94    3
126   26   30   37   40   38   39    85   12
127   45   44   41   31   31   31    65    3
128   47   37   24   33   37   35    81    7
129   30   45   20   31   35   32    80    8
130   47   33   31   37   40   39    87    7
131   31   43   40   42   41   41    64   17
132   37   26   21   34   36   35    80   13
133   15   32   43   54   48   51    99   20
134   32   28   26   33   33   33    81   10
135   49   37   28   30   34   32    81    2
136   33   32   22   26   28   27    75    6
137   12   24   42   31   25   29    98    1
138   44   17   30   24   24   25    62    6
139   35   36   14   37   42   38    89   15
140   49   30   39   34   34   34    66    8
141   28   20   23   16   16   16    64    1
142   36   35   11   39   45   41    90   19
143   32   44   33   45   47   45    77   18
144   39   34   21   41   45   43    83   18
145   42   17   48   36   32   36    73    8
146   31   25   20   28   29   28    79    9
147   24   25   18   33   34   33    70   18
148   34   22   19   17   19   18    67    2
149   49   17   49   29   26   29    67    2
150   36   46   27   37   41   38    97    4
151   14   35   18   24   26   24    76    8
152   40   21   20   26   28   27    80    6
153   22   13   28   37   35   37    81   19
154   38   39   46   42   40   41    82    7
155   34   48   47   51   50   50    88   12
156   24   48   29   38   40   38    62   18
157   44   34   37   44   45   45    88   11
158   12   48   36   36   34   34    84    7
159   48   28   14   30   35   32    86    8
160   27   26   17   34   36   34    87   15
161   20   28   27   40   39   39    76   20
162   28   16   45   40   35   39    71   16
163   12   32   34   43   40   41    86   18
164   17   43   39   38   36   36    67   14
165   32   24   37   34   33   34    65   13
166   33   45   16   31   35   32    65   13
167   39   17   16   24   26   25    79    7
168   14   32   33   29   26   27    86    4
169   47   23   15   30   34   32    73   12
170   22   28   12   26   29   26    91    9
171   40   30   14   35   39   37    75   17
172   27   43   35   48   48   47    90   16
173   37   48   40   35   36   35    82    1
174   15   47   23   31   32   30    72   11
175   45   38   20   47   53   49    96   18
176   20   27   33   41   38   40    93   14
177   25   46   31   24   25   23    68    1
178   33   40   16   42   47   43    95   17
179   28   36   43   40   37   39    90    6
180   49   35   22   37   42   39    95    7
181   45   36   35   39   40   39    71   12
182   19   48   24   29   31   29    86    4
183   43   34   16   25   29   26    64    8
184   39   25   32   43   43   44    76   19
185   21   48   19   26   29   26    71    7
186   19   20   44   38   33   37    68   16
187   30   15   48   40   35   39    76   13
188   34   37   12   23   28   25    66    8
189   26   35   49   43   38   41    89    7
190   36   35   38   47   46   47    87   15
191   15   38   48   51   46   49    84   19
192   34   46   32   41   43   41    78   13
