index 393
DMU 200
input 3
output 3
instance 3
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   41   20   17   25   23   28    82    4
  2   14   39   46   37   39   33    81   10
  3   24   42   21   42   44   41    79   18
  4   25   43   34   44   45   42    80   16
  5   36   18   43   43   42   44    82   18
  6   49   31   47   34   33   36    66    7
  7   27   37   38   36   37   35    70   12
  8   14   10   45   22   22   21    66    8
  9   27   27   34   36   36   36    98    8
 10   16   31   20   18   19   16    76    0
 11   43   20   35   35   32   38    98    4
 12   26   38   16   33   34   32    84    9
 13   34   30   13   33   33   35    91    9
 14   16   21   40   37   37   35    84   16
 15   12   34   21   27   29   25    86    7
 16   41   20   20   39   37   43    88   16
 17   42   40   28   38   38   39    69   12
 18   40   29   37   40   39   40    65   17
 19   43   18   16   20   18   23    60    5
 20   15   46   21   42   45   39    78   19
 21   26   14   37   25   25   26    81    6
 22   19   33   27   31   32   30    75   11
 23   39   18   47   45   44   47    94   15
 24   25   13   31   27   26   27    63   13
 25   41   47   30   42   42   42    78   10
 26   27   42   13   37   38   36    61   19
 27   12   45   24   37   39   34    65   18
 28   50   23   47   41   38   44    92    6
 29   24   44   27   27   29   25    80    1
 30   23   31   48   44   46   42    95   13
 31   23   37   43   39   40   36    93    7
 32   25   39   50   46   47   44    77   17
 33   38   27   14   32   31   34    89    8
 34   28   28   43   27   27   27    66    6
 35   39   19   17   27   25   29    75    8
 36   28   19   27   31   30   32    95    8
 37   36   17   45   36   34   37    88    9
 38   13   16   21   20   20   19    66    9
 39   15   38   18   27   29   25    84    6
 40   33   16   13   21   19   23    86    3
 41   27   20   44   29   29   29    88    4
 42   22   29   43   29   29   27    68    8
 43   10   41   28   38   40   34    74   17
 44   31   13   45   35   34   36    67   17
 45   34   23   12   20   19   22    84    0
 46   40   23   11   37   34   40    98   12
 47   46   13   33   41   38   46    99   13
 48   28   11   23   35   34   38    99   16
 49   41   26   46   43   42   45    84   13
 50   28   49   43   51   53   49    79   19
 51   33   37   20   26   26   26    63    6
 52   30   19   11   24   23   26    73    9
 53   28   43   23   36   37   34    97    4
 54   10   34   35   28   30   25    68   10
 55   10   50   39   33   36   29    62   12
 56   44   35   17   25   25   27    68    3
 57   24   38   14   34   35   33    88   10
 58   20   34   23   40   42   39    84   18
 59   45   26   48   44   43   46    64   20
 60   19   30   40   23   24   21    79    0
 61   41   19   17   39   36   43    94   15
 62   13   23   22   20   21   19    84    4
 63   35   14   38   37   36   39    86   14
 64   39   13   44   42   40   45    82   18
 65   21   24   30   35   36   35    70   18
 66   38   45   26   48   49   48    91   14
 67   43   13   45   31   29   34    82    6
 68   30   32   46   36   36   35    70   11
 69   27   42   43   47   48   44    95   11
 70   17   38   13   28   30   26    78    9
 71   16   18   41   31   32   30    95    9
 72   25   23   39   36   36   35    70   16
 73   24   33   22   25   25   24    87    1
 74   30   28   35   37   37   37    82   12
 75   37   35   40   57   56   57    99   20
 76   33   23   27   30   29   32    96    4
 77   17   20   46   25   25   23    60    9
 78   47   38   29   32   31   33    60    9
 79   15   36   12   27   28   25    60   13
 80   47   38   36   52   51   53    96   13
 81   43   40   32   29   28   29    61    5
 82   20   36   36   46   48   43    94   17
 83   48   44   33   47   46   48    66   19
 84   21   38   28   33   34   31    67   13
 85   46   45   36   46   45   46    69   16
 86   34   26   37   29   29   30    90    1
 87   42   23   11   39   36   43    96   14
 88   20   20   34   32   32   31    96    9
 89   13   29   40   33   35   31    72   14
 90   18   30   36   34   36   32    94    8
 91   19   35   48   41   42   39    66   19
 92   22   38   48   29   31   27    65    6
 93   27   19   13   33   32   35    92   15
 94   36   19   25   41   39   43    85   19
 95   47   34   42   40   39   42    78    9
 96   41   46   22   41   41   41    78   11
 97   24   43   48   29   31   27    71    2
 98   22   31   36   24   25   22    81    0
 99   23   44   26   37   39   35    87    9
100   49   16   24   37   34   42    95   10
101   38   28   21   25   24   27    75    3
102   29   27   27   33   33   33    66   15
103   12   12   25   25   25   24    97   10
104   42   31   28   53   52   55    98   20
105   27   11   24   23   21   24    75    8
106   24   15   28   16   15   17    70    1
107   28   36   13   32   32   32    66   14
108   39   36   13   39   39   41    82   14
109   21   11   43   23   22   23    92    2
110   42   29   35   38   37   39    80   10
111   13   48   44   30   34   26    79    2
112   27   25   35   34   34   34    71   14
113   41   48   27   27   27   27    64    1
114   38   29   31   48   47   49    95   17
115   14   50   49   41   45   37    74   13
116   33   27   24   35   35   36    62   18
117   32   36   11   40   40   41    90   15
118   47   36   25   48   47   50    85   17
119   14   20   46   23   23   21    74    4
