index 67
DMU 50
input 4
output 4
instance 7
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   33   50   49   20   31   26   31   30    73    3
  2   29   50   30   15   41   37   43   39    76   17
  3   34   13   22   47   47   54   46   49   100   19
  4   20   11   22   43   23   26   21   23    78    3
  5   13   14   29   47   38   38   36   37    65   19
  6   46   21   20   42   28   34   29   30    75    6
  7   38   26   12   14   27   30   30   28    93    9
  8   19   28   21   18   25   24   26   25    93    5
  9   25   32   44   21   32   27   30   31    89    4
 10   25   41   25   42   39   40   41   39    76   13
 11   15   19   19   10   16   15   16   16    64    6
 12   18   12   48   12   23   17   16   22    91    1
 13   35   19   15   21   29   32   30   30    83   12
 14   36   46   30   33   46   46   48   46    78   18
 15   24   39   37   25   46   42   46   45    89   17
 16   16   29   33   19   35   30   33   33    99    9
 17   50   44   16   13   25   27   30   26    76    5
 18   26   12   43   29   40   39   35   40    97   13
 19   36   21   12   44   33   38   35   35    61   17
 20   47   33   15   20   27   30   30   29    62   12
 21   43   28   44   41   51   52   49   52    91   16
 22   14   31   39   33   44   40   42   42    97   13
 23   14   19   32   48   45   45   42   44    96   15
 24   29   27   40   22   36   33   34   35    80   12
 25   21   46   24   39   27   26   29   26    62    6
 26   43   36   47   20   47   44   45   47    93   14
 27   24   27   30   41   30   31   30   30    60   11
 28   24   43   49   23   29   23   28   27    74    2
 29   15   50   28   27   30   25   33   28    87    2
 30   25   30   18   29   29   30   31   29    91    6
 31   36   15   13   32   23   28   24   25    73    7
 32   14   29   26   35   29   28   29   28    73    8
 33   28   26   38   25   37   35   35   37    89   11
 34   17   19   15   46   43   47   44   43    89   20
 35   42   28   19   24   20   23   22   22    65    4
 36   12   29   41   32   30   26   28   28    62   10
 37   36   24   18   26   30   34   32   32    97    7
 38   20   27   19   25   42   42   43   42    99   19
 39   32   27   30   43   42   44   42   43    82   15
 40   26   32   30   27   38   37   38   38    79   15
 41   48   12   41   41   31   35   29   33    67    9
 42   12   30   47   35   45   39   41   42    87   14
 43   45   26   34   16   27   28   27   28    66    9
 44   50   37   34   12   28   28   29   29    68    8
 45   11   41   44   30   39   31   37   36    98    4
 46   16   23   34   48   43   43   41   42    93   12
 47   26   15   12   40   33   38   34   34    83   14
 48   44   25   41   11   27   26   25   28    83    4
 49   32   42   26   24   38   37   40   37    87   11
 50   45   45   27   42   48   51   51   49    76   19
