index 181
DMU 100
input 4
output 4
instance 1
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   34   34   23   10   31   31   33   31    73   13
  2   37   31   23   16   24   24   26   24    67    7
  3   12   45   13   11   20   23   23   22    91    3
  4   48   34   27   33   43   41   43   41    99    8
  5   44   14   16   23   29   25   27   25    96    5
  6   33   43   42   14   29   31   32   31    65    8
  7   37   23   23   29   25   23   24   23    73    4
  8   45   13   24   34   42   39   40   39    85   17
  9   41   20   14   29   26   22   24   22    90    2
 10   23   36   47   41   47   48   47   49    75   19
 11   50   49   35   24   44   44   47   44    93    8
 12   45   42   49   21   34   35   37   36    61   11
 13   46   50   44   36   30   31   32   31    63    3
 14   26   23   25   17   24   24   25   24    85    5
 15   12   47   40   41   31   34   31   33    66    8
 16   37   29   11   33   39   36   37   35    93   13
 17   15   31   29   30   36   37   36   37    90   12
 18   49   30   29   44   37   34   35   34    82    5
 19   19   24   29   22   32   33   33   33    74   15
 20   36   37   23   36   36   35   35   34    99    3
 21   24   42   36   24   32   34   34   34    71   10
 22   40   32   49   13   36   37   39   38    71   13
 23   20   25   17   44   27   26   24   25    68    8
 24   16   11   36   21   22   23   22   24    75    6
 25   47   44   36   40   47   46   47   46    87   11
 26   31   15   39   20   43   42   44   44    90   19
 27   17   12   44   17   24   25   25   26    67    9
 28   29   28   42   31   37   37   37   38    61   17
 29   43   36   48   31   37   37   39   38    82    5
 30   47   29   18   44   36   33   33   33    77    9
 31   49   16   30   44   38   33   34   34    96    3
 32   35   14   49   33   43   43   43   44    76   18
 33   28   39   20   21   18   18   19   18    63    1
 34   37   20   36   10   16   16   18   16    63    0
 35   22   45   23   31   37   38   37   37    69   16
 36   35   42   44   30   34   36   36   36    86    2
 37   40   15   34   27   46   43   45   45    94   18
 38   26   44   38   35   42   44   43   43    92    9
 39   30   48   31   44   52   53   51   52    99   14
 40   25   23   34   35   27   27   26   28    75    5
 41   37   36   15   39   32   30   30   29    97    1
 42   38   46   43   23   32   34   35   34    79    3
 43   46   34   39   20   35   35   37   35    85    6
 44   34   31   22   39   39   38   37   37    75   15
 45   26   42   24   42   36   37   35   36    93    5
 46   40   22   16   41   32   29   29   29    86    6
 47   26   29   28   27   40   40   40   40    79   18
 48   40   39   17   50   37   35   34   34    77    8
 49   36   48   40   40   54   55   54   55    95   15
 50   26   27   15   10   19   19   21   19    86    3
 51   32   33   24   18   23   23   25   23    89    0
 52   25   19   46   21   25   27   27   28    81    3
 53   45   24   45   37   35   34   35   35    68    9
 54   14   31   12   32   19   19   18   18    70    3
 55   29   17   34   12   20   21   22   21    64    6
 56   24   35   41   23   34   36   36   36    85    8
 57   40   16   49   48   37   35   34   36    77    6
 58   42   11   42   45   48   45   45   46   100   12
 59   10   28   45   26   37   40   38   40    70   18
 60   27   10   35   11   19   19   21   20    65    6
 61   15   49   29   31   42   46   44   45    93   14
 62   36   50   36   42   49   49   49   49    75   18
 63   11   26   45   15   37   41   40   41    81   18
 64   41   46   29   43   36   36   36   35    84    3
 65   21   17   21   39   31   30   28   30    86    9
 66   22   25   36   14   25   27   28   28    78    7
 67   17   37   10   21   25   26   25   24    90    6
 68   17   35   39   20   21   23   23   23    76    0
 69   23   46   17   31   40   41   40   40    76   18
 70   45   28   32   31   49   47   49   48    85   20
 71   20   19   48   44   37   38   36   38    63   16
 72   18   27   11   18   15   15   15   15    71    2
 73   42   19   46   33   46   45   45   46    87   15
 74   20   34   21   32   23   24   23   23    75    3
 75   34   39   22   16   35   35   37   35    71   16
 76   32   39   47   29   51   53   53   53    98   15
 77   45   37   47   32   41   41   43   42    86    7
 78   47   11   10   21   30   25   29   25    99    8
 79   44   47   47   21   29   31   32   31    61    6
 80   17   23   23   42   33   33   30   33    97    7
 81   23   36   22   35   47   47   46   46    92   20
 82   36   45   44   19   34   36   38   36    86    4
 83   44   11   33   16   23   21   23   22    72    4
 84   11   26   38   48   26   27   24   27    67    5
 85   49   47   39   38   51   51   52   51    99    9
 86   48   25   27   48   30   27   27   27    62    6
 87   23   50   11   26   30   32   32   30    99    4
 88   23   44   41   31   33   35   34   35    73    8
 89   30   29   18   47   29   27   26   27    62    9
 90   43   13   45   25   35   34   36   35    83    9
 91   40   24   38   48   43   41   41   42    73   15
 92   49   11   39   18   28   26   29   27    65    9
 93   23   26   21   11   25   26   27   26    87    8
 94   47   32   42   50   33   31   31   31    68    3
 95   36   10   41   16   36   35   37   37    94   12
 96   40   14   31   49   39   35   34   36   100    4
 97   10   14   31   22   34   35   34   36    86   17
 98   10   32   46   20   28   31   30   31    67   10
 99   19   22   44   36   37   37   36   38    60   18
100   31   46   47   25   46   49   49   49    96   11
