index 395
DMU 200
input 3
output 3
instance 5
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   47   33   26   34   38   36    66   13
  2   15   12   25   31   28   28    82   15
  3   14   43   15   17   20   20    68    2
  4   15   23   47   36   27   30    92    5
  5   31   10   20   38   38   37    95   19
  6   21   46   39   46   44   46    92   12
  7   23   36   13   35   40   40    86   17
  8   45   19   14   35   39   37    67   20
  9   41   30   13   37   43   41    83   17
 10   36   47   10   39   49   47    89   17
 11   31   26   22   33   34   34    67   16
 12   46   27   23   34   39   37    97    6
 13   14   39   50   31   24   27    79    0
 14   50   36   36   29   31   30    69    2
 15   40   18   12   32   36   34    67   19
 16   15   33   39   42   38   40    79   17
 17   41   43   39   48   49   49    80   16
 18   34   16   33   41   40   39    74   20
 19   15   24   42   31   24   26    85    4
 20   30   25   11   27   31   30    70   14
 21   45   20   40   47   45   44    79   18
 22   10   40   28   23   22   24    82    1
 23   13   41   22   23   24   26    81    3
 24   50   34   10   17   24   22    60    2
 25   20   24   34   33   30   31    74   12
 26   44   48   44   49   49   50    69   18
 27   43   36   35   36   38   37    84    5
 28   44   15   25   24   26   24    72    5
 29   12   15   15   17   16   17    61    8
 30   15   27   28   26   24   25    88    4
 31   43   34   22   30   34   32    70    9
 32   14   32   15   19   20   21    67    6
 33   46   26   20   31   36   34    71   12
 34   16   37   30   32   31   33    61   15
 35   41   14   29   36   36   35    91   11
 36   27   36   46   43   39   40    84   10
 37   30   34   42   35   33   34    68   10
 38   40   45   32   48   51   51    96   12
 39   41   27   40   35   33   33    69    9
 40   46   13   40   45   42   40    92   13
 41   25   16   34   33   30   30    81   11
 42   22   15   33   36   32   32    80   15
 43   40   22   50   58   51   52    97   18
 44   25   15   50   46   36   38    99   11
 45   21   17   48   44   36   37    78   17
 46   23   21   26   34   32   33    77   15
 47   41   28   23   37   41   39    85   13
 48   11   43   33   24   23   25    70    3
 49   37   19   28   45   46   44    95   19
 50   19   19   17   32   33   32    78   18
 51   15   25   43   35   27   29    95    4
 52   38   22   43   40   37   36    79   11
 53   31   40   12   25   31   30    78    7
 54   34   22   36   38   36   35    87   10
 55   35   29   43   52   49   49    93   17
 56   19   33   34   33   31   33    74   11
 57   24   39   24   28   30   30    72    8
 58   33   23   41   34   31   31    63   12
 59   37   48   33   39   42   42    85    7
 60   32   38   37   49   49   49    84   19
 61   13   24   47   37   27   30    95    5
 62   26   42   34   35   35   36    99    1
 63   42   41   42   32   32   32    77    0
 64   25   16   46   38   29   31    97    5
 65   36   32   18   27   32   30    92    3
 66   10   27   32   37   32   34   100   11
 67   12   19   31   18   14   15    70    1
 68   36   33   20   31   35   34    86    8
 69   48   41   36   41   43   42    63   16
 70   14   27   26   25   23   25    81    6
 71   14   26   44   37   29   32    99    5
 72   21   42   14   17   21   22    72    1
 73   37   17   26   42   42   41    86   19
 74   48   48   15   46   57   54    97   16
 75   17   24   12   24   26   26    79   11
 76   35   26   23   33   35   34    65   16
 77   45   26   36   29   29   28    81    0
 78   32   16   33   33   31   30    76   11
 79   28   25   45   43   38   39    75   16
 80   35   19   49   31   25   26    78    1
 81   40   18   24   29   31   29    82    8
 82   40   29   43   47   45   45    81   16
 83   31   40   44   47   45   46    67   20
 84   50   38   40   49   50   49    86   13
 85   36   38   14   33   38   37    62   18
 86   12   33   46   32   27   29    64   10
 87   32   10   45   45   37   37    98   12
 88   19   49   24   36   39   40    99    7
 89   32   36   25   42   45   45    97   14
 90   47   33   35   28   30   29    71    2
 91   34   26   40   43   40   40    88   12
 92   26   20   39   39   35   36    75   16
 93   43   22   29   27   28   26    84    1
 94   10   23   15   31   31   32   100   15
 95   35   33   41   41   40   40    62   18
 96   45   40   41   40   41   41    90    3
 97   16   50   23   22   25   26    76    1
 98   35   18   38   35   32   32    75   11
 99   42   28   49   51   47   47    78   18
100   23   18   30   27   24   24    99    2
101   12   35   21   40   40   42    93   19
102   33   30   19   25   28   27    69    8
103   27   48   37   26   26   27    62    3
104   15   25   33   43   39   40    89   19
105   36   22   31   28   28   27    92    1
106   37   33   12   30   38   36    96    8
107   44   42   23   51   58   56    98   19
108   39   37   10   36   45   43    94   14
109   11   26   33   34   30   32    93   10
110   15   13   42   20   13   15    71    0
111   35   26   28   27   28   28    67    8
112   32   48   19   31   36   36    70   11
113   32   40   46   40   37   38    62   14
114   27   14   21   35   35   34    92   16
