index 303
DMU 30
input 4
output 4
instance 3
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   37   24   16   25   35   37   35   37    68   19
  2   33   49   18   17   37   34   34   37    79   13
  3   45   32   45   14   24   26   22   26    67    2
  4   22   23   36   42   41   40   42   40    72   18
  5   20   16   39   36   21   22   22   20    61    4
  6   23   38   49   30   28   26   27   26    69    2
  7   21   47   31   36   52   47   51   49    94   18
  8   48   36   22   36   36   38   37   39    94    5
  9   17   20   14   36   31   30   32   30    62   17
 10   37   33   20   48   36   36   38   37    81    9
 11   34   24   33   28   39   41   39   40    94   12
 12   42   24   19   20   20   23   20   23    81    1
 13   36   47   21   18   27   26   25   27    71    5
 14   23   38   25   37   31   28   31   29    87    3
 15   40   31   42   31   33   35   33   34    88    2
 16   44   33   48   16   37   39   35   38    60   16
 17   28   20   27   22   31   32   31   32    68   15
 18   17   22   28   48   40   38   42   37    89   13
 19   20   21   43   39   23   22   24   21    68    1
 20   11   46   50   43   44   38   44   39    87    7
 21   13   22   35   29   29   27   30   27    98    3
 22   13   47   49   41   43   39   43   40    60   18
 23   37   11   24   20   28   33   29   31    99    8
 24   23   29   16   42   41   39   42   40    92   15
 25   32   22   15   13   17   19   16   20    92    0
 26   11   49   42   26   39   33   37   35    87    7
 27   48   32   47   19   43   47   42   46    93   11
 28   41   44   39   20   35   36   33   36    79    7
 29   16   28   18   23   28   26   28   27    95    7
 30   38   29   45   43   45   46   46   45    67   19
