index 280
DMU 150
input 3
output 3
instance 10
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   24   45   36   32   34   33    87    2
  2   27   37   42   38   38   40    70   13
  3   37   31   15   22   22   19    76    2
  4   12   17   19   14   14   15    86    0
  5   30   23   28   36   35   36    73   16
  6   46   36   27   27   27   25    71    2
  7   27   16   50   37   36   42    68   15
  8   36   39   15   46   46   41    96   18
  9   11   20   25   29   30   31    91   12
 10   23   27   11   25   25   22    80    9
 11   35   21   39   47   46   49    92   17
 12   38   26   25   34   33   32    90    7
 13   32   18   17   29   28   27    85   10
 14   37   35   35   40   40   40    74   14
 15   37   47   27   30   31   28    69    5
 16   24   33   17   24   25   21    99    0
 17   31   36   19   32   33   29   100    4
 18   14   46   32   31   33   32    83    6
 19   37   29   43   36   35   38    83    5
 20   39   49   37   28   29   27    68    0
 21   37   38   27   33   33   31    83    5
 22   24   13   48   42   41   48    93   14
 23   11   14   20   32   32   34    85   19
 24   42   42   34   55   55   53    95   18
 25   17   29   43   36   37   40    92    8
 26   35   36   42   54   54   55    89   20
 27   20   48   16   25   26   22    63    8
 28   45   25   14   35   34   31    69   16
 29   16   48   11   25   26   22    62   10
 30   30   14   21   25   24   24    95    4
 31   34   14   39   34   33   37    84    9
 32   43   36   16   32   32   29    66   12
 33   19   24   44   34   34   38    68   14
 34   50   44   24   45   45   40    92   10
 35   40   39   21   34   35   30    94    4
 36   24   35   38   28   28   29    85    0
 37   36   21   43   34   33   36    63   12
 38   48   16   20   33   31   31    95    7
 39   33   48   11   33   35   27    91    7
 40   37   10   23   38   36   38    85   18
 41   21   36   38   48   49   50    94   18
 42   50   48   35   42   42   39    97    0
 43   17   13   39   26   26   31    79    7
 44   46   23   50   56   55   60    92   19
 45   38   28   14   32   32   29    62   16
 46   49   39   40   31   31   31    71    1
 47   32   13   27   38   36   38    84   17
 48   42   32   30   34   34   33    64   12
 49   12   44   31   37   39   37    82   13
 50   49   28   28   41   40   39    65   18
 51   13   19   44   25   25   31    90    1
 52   20   13   28   24   24   27    87    6
 53   25   34   19   25   26   23    84    4
 54   11   30   35   26   27   29    74    7
 55   47   28   48   49   48   51    96    9
 56   49   36   30   31   30   29    68    5
