index 572
DMU 50
input 5
output 5
instance 2
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   19   48   37   26   18   45   42   48   43   43    84   19
  2   18   17   26   41   44   35   38   35   37   37    93   10
  3   32   24   23   24   38   25   25   22   25   23    75    3
  4   45   30   17   48   23   32   33   32   30   35    91    3
  5   39   40   38   33   38   39   38   38   38   37    93    3
  6   40   30   20   31   16   25   24   24   23   25    76    3
  7   28   41   16   10   25   40   35   37   37   34    90   15
  8   27   38   43   29   29   42   41   44   42   42    99    9
  9   49   29   35   39   34   34   35   33   34   36    87    2
 10   31   21   26   47   15   27   30   31   27   33    96    3
 11   17   29   36   39   48   47   49   48   49   48    94   17
 12   43   46   33   30   34   44   41   42   42   41    78   13
 13   12   25   18   30   22   22   22   23   22   22    78    6
 14   45   38   25   47   49   47   47   44   45   46    94    8
 15   18   26   22   28   26   26   26   26   26   26    71    9
 16   11   14   25   33   13   26   28   29   27   29    67   15
 17   23   23   39   42   45   28   31   29   30   30    78    3
 18   34   40   43   36   20   31   30   34   31   33    88    1
 19   25   33   22   49   41   32   33   33   32   33    68   10
 20   32   33   15   41   37   46   46   45   44   45    92   17
 21   43   43   23   32   39   46   44   43   44   43    81   15
 22   39   44   37   14   33   33   30   32   32   30    66    9
 23   16   37   39   17   46   24   22   23   25   21    71    1
 24   29   40   48   32   23   44   43   48   44   45    97   11
 25   39   22   37   10   37   38   38   35   39   36    71   16
 26   34   45   20   41   24   32   30   32   29   31    82    4
 27   19   23   49   47   23   27   31   33   30   34    87    3
 28   39   39   32   28   32   39   38   38   38   37    82   10
 29   14   50   49   10   38   35   32   36   35   31    64   13
 30   19   20   15   40   49   28   31   26   29   28    89    4
 31   35   25   37   39   27   30   32   31   31   33    74    7
 32   30   47   28   27   13   49   45   51   46   47    98   19
 33   33   19   43   48   45   23   27   24   26   27    63    2
 34   48   30   11   45   11   38   38   38   35   41    93   11
 35   32   35   31   48   45   46   47   46   46   46    72   19
 36   37   34   42   32   24   34   34   35   34   35    92    3
 37   17   17   15   15   10   31   31   31   31   31    87   18
 38   45   44   33   35   35   56   55   55   55   54    91   20
 39   23   49   11   31   27   28   23   27   23   23    86    1
 40   24   41   13   21   22   31   28   30   29   28    64   14
 41   32   40   39   16   43   26   24   24   26   23    72    0
 42   44   41   10   35   15   32   29   31   28   30    90    4
 43   11   13   11   40   32   35   38   35   35   37    94   17
 44   32   19   45   43   41   40   43   41   42   44    72   16
 45   42   37   35   25   37   27   26   25   27   25    71    1
 46   29   49   38   43   33   38   37   40   37   38    65   13
 47   40   50   17   18   15   31   26   29   27   26    87    3
 48   42   48   30   49   31   54   53   55   51   54    91   17
 49   26   31   12   23   36   28   26   25   26   24    86    4
 50   10   38   10   23   47   40   37   37   38   34    91   15
