index 574
DMU 250
input 5
output 5
instance 4
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   37   10   42   42   47   35   37   32   31   35    72    9
  2   49   19   40   32   37   44   40   38   38   42    79   12
  3   12   50   45   18   41   37   44   42   42   41    70   19
  4   34   20   46   30   26   32   30   30   30   32    64   11
  5   36   28   26   22   29   33   31   31   31   31    74   10
  6   12   45   19   44   25   26   32   36   36   29    97    4
  7   19   20   12   50   24   28   30   31   31   29    63   14
  8   37   29   23   18   34   33   31   30   30   31    63   13
  9   40   50   20   21   28   42   39   41   42   40    72   17
 10   41   11   43   24   49   26   26   21   21   25    60    4
 11   16   45   25   18   18   19   21   23   24   21    68    5
 12   34   40   13   27   35   38   37   37   38   35    85   11
 13   40   37   21   36   30   43   40   42   42   40    90   11
 14   48   50   36   16   33   50   45   47   47   47    99   10
 15   48   25   42   13   50   54   52   45   45   51    93   16
 16   13   33   37   49   44   30   38   35   35   34    72   10
 17   34   47   22   36   29   44   43   46   47   43    89   14
 18   15   20   39   30   47   34   43   36   35   38    95   10
 19   41   45   44   42   50   35   37   36   36   36    72    4
 20   26   18   49   44   34   25   27   26   25   27    64    5
 21   46   16   49   41   25   47   42   43   43   47    80   16
 22   28   36   39   12   44   30   33   29   29   30    74    7
 23   34   46   30   36   33   37   37   39   40   37    97    3
 24   24   42   27   28   16   25   25   30   30   26    95    1
 25   25   30   35   36   14   34   33   38   38   37   100    8
 26   48   22   37   23   36   46   42   40   39   43    80   15
 27   32   11   41   48   24   36   35   36   35   37    62   17
 28   37   24   19   11   36   24   22   20   20   22    60    6
 29   11   46   12   23   38   33   39   38   38   34    71   18
 30   29   22   30   50   22   32   31   34   33   33    94    4
 31   32   45   25   32   40   38   40   40   40   38    66   16
 32   13   14   25   33   22   24   26   25   25   25    62   12
 33   43   48   50   47   34   44   43   45   45   45    66   15
 34   10   42   23   18   21   13   17   18   19   15    74    0
 35   21   28   28   11   47   36   42   35   35   36    87   14
 36   23   49   36   38   49   31   39   36   36   34    92    0
 37   34   26   21   19   33   41   39   37   37   38    87   15
 38   41   36   21   13   28   35   31   31   32   32    87    7
 39   25   19   49   44   41   30   33   30   30   32    64    9
 40   13   50   38   10   38   29   34   33   33   31    70   12
 41   40   33   45   27   30   28   26   27   27   28    72    2
 42   50   34   21   33   41   32   28   27   27   28    77    0
 43   27   19   43   20   15   39   36   38   37   40    86   17
 44   19   29   15   31   20   33   34   36   36   33    97   12
 45   20   45   35   27   49   39   46   42   43   41    82   14
 46   14   48   46   28   34   38   45   45   45   43    86   15
 47   17   35   36   36   26   39   42   44   44   42    89   16
 48   45   29   40   39   30   52   48   49   49   51    97   14
 49   33   24   43   17   46   36   38   32   31   36    92    5
 50   22   31   30   17   29   23   25   24   24   24    79    4
 51   10   48   16   36   21   36   41   45   46   39    89   18
 52   27   33   17   36   44   37   41   38   38   37    77   14
 53   30   25   43   31   37   43   44   42   42   44    89   14
 54   45   42   32   32   10   34   27   33   33   32    66   10
 55   49   11   21   32   16   35   27   29   29   32    75   10
 56   45   38   43   14   17   26   20   24   24   25    74    0
 57   40   31   43   40   44   30   31   29   29   30    63    5
 58   31   48   42   17   24   39   38   41   41   40    98    8
 59   29   17   19   28   42   27   29   24   23   25    91    1
 60   10   29   43   34   40   25   33   30   30   30    83    5
