index 151
DMU 20
input 3
output 3
instance 1
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   29   45   18   40   40   44    85   13
  2   48   13   20   23   18   20    62    4
  3   46   35   28   33   30   32    67    7
  4   39   10   26   41   36   36    97   15
  5   46   32   37   37   35   35    60   13
  6   30   35   48   51   54   51    91   19
  7   42   38   11   44   40   46    85   15
  8   35   40   43   47   48   47    83   15
  9   48   13   19   39   32   34    91   11
 10   12   45   23   24   28   29    69    7
 11   12   36   37   26   31   29    84    5
 12   26   12   45   26   27   22    87    4
 13   40   30   15   25   22   24    62    5
 14   39   34   48   37   38   36    83    5
 15   37   31   31   35   34   34    79    8
 16   13   24   25   20   22   21    82    4
 17   43   45   11   54   49   56    98   17
 18   41   25   50   47   47   44    76   19
 19   10   46   11   31   34   38    88   11
 20   28   30   46   39   42   38    96    8
