index 158
DMU 100
input 3
output 3
instance 8
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   26   26   20   32   32   32    81   12
  2   27   32   46   23   23   24    62    3
  3   49   48   39   53   53   53    98    7
  4   23   21   17   20   20   20    70    5
  5   49   16   20   25   26   24    62    6
  6   12   20   31   26   26   27    83   11
  7   42   37   23   40   40   39    81   10
  8   28   26   10   34   34   34    97   11
  9   50   47   40   40   40   39    80    2
 10   17   43   12   21   21   22    67    4
 11   22   28   47   30   30   31    67   11
 12   46   25   29   30   30   29    78    3
 13   14   41   35   24   24   25    76    3
 14   36   17   35   31   31   31    88    6
 15   36   23   36   49   49   48    96   19
 16   39   22   25   45   45   44    97   16
 17   44   47   41   38   38   38    66    9
 18   44   48   11   53   53   52    98   14
 19   28   15   42   25   25   26    76    6
 20   42   15   49   39   39   39    98    7
 21   22   30   33   38   38   39    86   15
 22   11   46   13   34   34   35    92   11
 23   28   41   47   37   37   38    64   14
 24   27   43   13   29   29   29    72    7
 25   11   46   27   32   31   33    94    6
 26   48   29   32   52   52   51    95   16
 27   19   37   31   24   23   24    73    3
 28   18   42   22   41   41   41    78   19
 29   18   28   24   25   25   25    96    3
 30   35   46   20   31   31   31    71    5
 31   27   31   19   31   31   31    73   11
 32   14   15   34   25   24   25    70   12
 33   27   44   46   42   42   43    92    8
 34   40   21   20   28   28   27    86    3
 35   24   28   27   26   26   26    97    1
 36   16   45   44   47   47   49    94   17
 37   48   23   18   44   44   43    91   14
 38   13   40   38   38   38   39    76   17
 39   50   28   38   30   31   30    77    0
 40   19   40   12   24   24   25    91    1
 41   24   27   38   41   41   41    97   14
 42   43   41   45   44   44   44    73   13
 43   12   13   23   27   27   28    78   16
 44   14   21   46   39   39   40    99   17
 45   14   26   32   18   18   18    72    2
 46   45   13   21   32   32   30    91    6
 47   26   13   32   35   35   34    75   18
 48   19   27   39   37   36   37    88   14
 49   48   23   29   49   49   47    99   14
 50   14   44   11   30   30   31    61   15
 51   33   15   32   27   27   27    89    4
 52   17   35   22   38   37   38    75   19
 53   29   35   16   41   41   41    96   13
 54   32   23   16   36   36   35    85   14
 55   20   25   44   29   29   30    65   12
 56   26   24   15   30   30   30    77   12
 57   25   44   14   31   31   31    86    5
 58   14   26   12   29   29   29    62   18
 59   26   13   24   27   27   27    78   11
 60   26   44   39   26   26   27    63    4
 61   12   38   42   44   43   45    90   19
 62   24   27   21   38   38   38    95   15
 63   44   20   33   40   40   39    69   17
 64   27   26   22   29   29   29    79    9
 65   40   44   19   28   28   27    68    2
 66   45   32   20   37   37   36    70   12
 67   25   41   40   41   41   42    78   15
 68   46   49   17   36   36   36    70    7
 69   16   28   41   29   29   30    87    7
 70   21   40   19   42   42   43    80   20
 71   20   10   41   34   34   34    80   18
 72   29   44   16   38   38   38    64   17
 73   25   35   22   42   42   43    97   15
 74   17   30   21   24   24   25    81    6
 75   21   50   36   41   40   42    82   12
 76   22   37   31   33   33   34    86    8
 77   31   40   11   29   29   28    90    1
 78   39   30   19   39   39   38    74   15
 79   14   19   23   24   24   24    62   13
 80   39   14   39   24   24   23    78    1
 81   15   17   34   32   32   32    72   18
 82   46   44   23   41   41   40    98    1
 83   32   35   34   34   34   35    61   14
 84   34   35   12   39   39   38    92   11
 85   24   20   50   41   41   42    89   17
 86   22   40   29   21   21   21    69    0
 87   30   19   29   31   31   31    63   15
 88   46   41   36   33   33   33    69    4
 89   34   14   18   39   39   38    81   20
 90   16   20   47   35   34   35    88   14
 91   27   42   30   48   48   48    96   16
 92   36   47   17   43   43   43    98    7
 93   17   42   43   31   31   33    81    6
 94   34   20   43   45   45   45    95   16
 95   48   27   29   43   43   42    99    7
 96   35   50   14   39   39   39    67   14
 97   31   49   32   48   48   49    77   19
 98   40   39   27   48   48   48    86   16
 99   38   43   13   40   40   39    85   10
100   47   24   40   46   46   45    84   15
