index 310
DMU 150
input 4
output 4
instance 10
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   35   21   39   38   36   38   39   38    78   13
  2   26   25   32   18   23   24   23   23    85    2
  3   17   37   35   35   40   38   40   40    89   11
  4   37   47   27   24   49   49   46   47    81   19
  5   33   17   31   36   32   33   34   33    68   14
  6   19   14   46   32   19   19   21   20    60    4
  7   37   29   43   39   44   45   46   45    83   15
  8   49   37   37   38   41   41   40   41    75   11
  9   27   24   13   48   21   20   23   22    74    1
 10   11   14   20   42   37   35   41   39    95   18
 11   42   34   17   29   30   30   28   29    96    0
 12   43   35   36   42   24   24   25   25    61    1
 13   20   48   16   45   45   42   44   44    74   18
 14   25   14   16   48   40   39   45   43    98   18
 15   11   30   14   21   34   32   33   33    92   14
 16   34   14   39   43   28   29   31   30    61   11
 17   36   16   19   24   36   38   37   37    94   16
 18   44   50   44   24   54   55   51   52    84   18
 19   40   39   21   24   39   39   36   38    86   11
 20   35   38   36   21   39   39   36   37    96    6
 21   43   48   16   20   31   31   27   29    62    9
 22   33   48   11   37   33   31   30   31    71    7
 23   10   23   21   36   35   33   36   35    69   19
 24   38   50   48   35   49   49   48   48    74   16
 25   17   13   39   46   25   25   30   28    78    6
 26   23   50   38   28   37   36   35   36    70   10
 27   14   49   39   40   39   36   39   38    90    4
 28   32   13   27   42   32   33   36   34    86   11
 29   32   30   12   44   24   22   24   24    80    0
 30   31   49   28   28   39   37   36   37    81    8
 31   13   19   44   20   27   28   29   28    63   13
 32   13   28   25   34   40   39   42   41    87   18
 33   19   11   30   35   27   28   31   30    89    9
 34   47   28   48   49   51   52   54   53    91   15
 35   36   30   22   25   40   40   38   39    90   14
 36   46   46   34   50   62   61   62   62    99   18
 37   46   20   49   32   40   43   42   41    86   12
 38   11   33   28   46   34   32   36   35    76   11
 39   43   32   14   39   46   46   46   46    82   20
 40   30   19   38   18   19   20   19   19    69    2
 41   30   24   49   21   38   39   38   38    61   20
 42   30   34   18   45   28   27   29   29    85    1
 43   17   12   48   13   26   27   27   26    68   12
 44   16   35   40   33   43   42   44   43    84   16
 45   11   44   43   29   35   33   35   34    96    2
 46   38   18   21   46   43   43   46   45    84   20
 47   45   32   46   19   37   40   36   36    93    5
 48   23   44   30   32   29   28   28   29    61    8
 49   17   12   18   40   23   23   26   25    65   11
 50   43   31   42   35   25   26   25   25    61    3
 51   22   20   29   30   38   38   40   39    79   19
 52   24   44   11   44   28   26   27   28    62    7
 53   41   17   28   33   31   32   32   32    61   15
 54   50   26   38   49   39   40   41   40    65   15
 55   35   34   43   37   51   51   52   51    98   15
 56   34   12   39   41   30   32   35   33    88    7
 57   42   11   39   49   40   42   46   43    95   12
 58   29   12   29   42   20   21   23   22    67    4
 59   39   47   20   35   31   30   28   30    81    0
 60   19   45   40   31   46   44   45   45    96   11
 61   26   17   34   13   19   21   19   19    84    1
 62   41   39   32   41   45   45   45   45    70   18
 63   22   27   35   31   36   35   37   36    73   15
 64   20   15   49   45   24   25   30   27    77    3
 65   42   43   28   31   36   36   34   35    88    3
 66   24   22   39   10   26   28   25   25    99    3
 67   24   44   39   45   50   48   51   50    84   17
 68   21   11   20   34   19   19   22   20    78    4
 69   49   24   32   33   39   42   40   40    89   11
 70   29   39   50   37   45   45   46   45    78   15
 71   27   15   46   19   34   36   36   35    92   12
 72   33   43   49   21   47   47   45   45    86   14
 73   28   13   21   43   33   33   37   36    93   12
 74   26   49   27   48   35   33   35   35    70    7
 75   33   17   49   21   43   46   45   44    93   18
 76   30   37   25   47   46   44   47   47    85   16
 77   40   49   22   28   43   42   40   41    68   17
 78   44   27   25   28   28   29   27   28    83    3
 79   17   40   28   29   38   36   37   37    87   11
 80   43   36   33   15   28   29   25   26    72    4
 81   46   37   17   28   39   39   36   37    98    6
 82   19   27   35   34   33   32   34   34    67   14
 83   37   24   33   42   37   38   40   39    81   12
 84   23   23   28   31   34   34   35   34    70   16
 85   38   32   36   20   28   29   27   27    63    8
 86   27   33   23   43   30   29   31   31    89    2
 87   15   26   49   39   23   23   26   24    72    1
 88   25   22   15   50   19   17   21   20    71    0
 89   27   36   38   21   46   46   44   45    88   18
 90   24   31   11   48   36   34   38   37    94    9
 91   35   29   31   22   24   25   23   24    79    1
 92   24   12   13   20   16   17   17   17    65    6
 93   11   19   40   49   42   40   48   45    92   17
 94   45   28   10   23   34   35   32   33    93    9
 95   18   35   37   39   23   22   24   23    61    3
 96   18   10   20   38   22   22   25   24    75    8
 97   26   11   37   42   24   25   28   26    81    4
 98   24   21   21   16   19   19   18   18    75    3
 99   24   41   41   37   26   25   26   26    62    3
100   27   31   46   26   24   25   24   24    75    0
101   28   16   12   10   13   15   12   13    82    0
102   13   34   34   35   39   37   40   39    86   13
103   46   19   25   40   45   47   47   47    93   18
104   46   49   50   19   53   54   49   50    80   18
105   48   26   36   46   42   43   44   44    87   11
106   37   20   26   36   27   28   29   29    86    4
107   23   21   18   46   27   25   30   29    97    2
108   41   30   42   40   41   42   42   41    63   18
109   35   24   19   49   29   29   32   31    89    3
110   50   33   33   18   43   46   41   42    79   17
111   33   43   35   45   26   25   26   26    60    2
112   42   39   13   19   41   42   38   40    69   20
113   12   45   34   16   22   21   20   20    64    2
114   18   42   44   35   53   51   53   52   100   16
115   13   45   41   35   41   39   41   41    94    7
116   44   47   29   42   59   58   57   58    95   19
117   12   21   34   14   18   19   18   18    85    1
118   32   15   40   37   32   34   36   35    91    8
119   34   24   46   18   36   38   36   36    90   10
120   22   26   29   45   39   38   43   41    97   11
121   34   18   50   35   42   44   45   44    80   18
122   16   44   45   33   36   34   35   35    78    7
123   27   11   12   49   32   32   37   35    86   14
124   25   30   40   37   42   41   43   43    80   16
125   36   28   14   27   31   31   30   31    95    6
126   28   20   30   32   29   29   31   30    93    5
127   34   18   49   39   35   36   38   36    64   15
128   41   34   12   14   20   21   17   19    63    3
129   22   12   22   36   20   20   23   22    93    1
130   47   44   46   40   48   49   48   48    80   13
131   41   32   20   26   36   37   35   36    87   10
132   49   18   37   16   37   41   37   37    86   14
133   17   12   23   40   30   29   35   33    99   10
134   18   45   25   43   43   39   42   42   100    7
135   18   46   46   44   42   40   43   43    78   11
136   20   36   19   21   32   31   30   31    74   12
137   12   26   25   24   40   39   40   40    87   20
138   13   29   31   22   24   23   24   24    81    4
139   43   45   18   33   32   32   30   31    76    4
140   30   21   36   33   34   35   36   35    93    8
141   46   15   34   39   28   30   31   30    86    3
142   14   17   19   27   19   18   20   20    75    5
143   32   15   14   35   24   24   26   25    82    6
144   14   10   42   13   30   32   32   31    83   16
145   41   45   34   28   42   42   40   41    72   14
146   43   24   31   38   24   25   25   25    67    3
147   20   11   18   21   29   30   31   30    85   16
148   21   11   20   37   28   28   31   30    69   15
149   48   46   27   50   43   42   43   43    76   10
150   27   42   31   18   33   33   31   32    62   13
