index 213
DMU 100
input 5
output 5
instance 3
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   44   32   41   45   21   35   34   36   34   36    63   12
  2   17   12   42   47   21   40   39   43   37   40    89   14
  3   35   19   45   45   30   37   36   40   37   37    86    7
  4   26   33   25   25   49   21   22   19   22   20    63    1
  5   48   12   29   19   49   40   39   40   45   37    71   18
  6   27   27   49   34   20   22   21   23   21   21    61    2
  7   20   34   30   24   46   30   32   28   31   29    93    1
  8   17   14   42   23   22   34   33   36   34   31    92   11
  9   35   48   41   13   29   46   46   44   46   43    79   19
 10   49   42   25   33   18   41   41   41   41   44    85   14
 11   47   31   14   20   28   28   27   27   29   28    63   11
 12   31   44   39   48   17   36   36   37   32   39    98    1
 13   18   16   16   36   43   30   32   30   32   32    94    7
 14   30   39   44   29   42   40   40   40   40   38    77   11
 15   25   42   25   34   11   26   27   26   23   29    75    6
 16   45   17   25   50   28   35   34   37   35   38    85    8
 17   16   44   26   34   12   40   41   39   36   43    91   16
 18   27   24   16   20   23   40   40   39   41   41    98   19
 19   17   19   25   16   25   18   18   18   19   17    77    2
 20   27   18   25   26   27   22   21   22   22   21    88    0
 21   35   38   23   20   24   40   40   39   40   40    79   18
 22   34   45   22   18   18   22   22   20   21   23    81    0
 23   41   24   28   12   46   27   26   26   30   23    64    7
 24   26   20   18   43   39   43   44   44   44   46   100   15
 25   28   29   31   43   28   42   43   43   41   44    99   11
 26   41   49   17   23   48   31   33   28   33   32    83    3
 27   31   33   23   35   29   28   28   27   27   29    77    5
 28   31   20   28   45   40   30   30   31   30   31    74    6
 29   13   21   11   48   42   38   41   38   38   42    82   17
 30   46   36   26   33   18   29   28   29   28   30    86    2
 31   44   28   18   46   46   33   34   33   34   35    61   12
 32   44   42   12   17   45   42   43   38   45   42    97   12
 33   15   49   26   30   41   30   32   27   28   31    86    2
 34   44   40   38   38   41   31   31   31   32   31    75    1
 35   20   21   44   10   34   33   32   33   34   29    64   15
 36   30   25   25   18   18   31   31   31   31   31    70   15
 37   41   20   17   14   39   40   39   38   44   37    96   15
 38   46   24   42   21   25   38   36   39   39   36    62   18
 39   43   34   36   18   43   40   40   39   43   37    89    9
 40   49   31   47   27   37   42   40   42   43   39    69   15
 41   38   14   10   45   27   21   21   22   22   24    65    5
 42   27   34   16   31   20   38   39   37   37   41    85   17
 43   43   20   35   26   38   44   42   45   47   41    98   12
 44   16   34   30   13   16   23   23   22   22   22    83    4
 45   21   40   12   34   21   31   32   30   29   34    69   14
 46   41   20   20   42   40   37   37   38   39   39   100    6
 47   28   40   29   37   43   26   27   25   26   27    63    4
 48   18   16   15   46   21   19   20   21   18   24    84    1
 49   26   14   37   19   33   34   33   35   36   30    97    8
 50   27   39   18   47   25   20   22   20   19   25    66    1
 51   13   31   41   47   30   33   35   35   31   35    89    4
 52   27   42   13   12   45   42   44   38   44   42    92   17
 53   24   50   23   47   24   40   41   39   36   44    73   16
 54   44   27   23   31   48   45   45   44   47   44    73   20
 55   23   37   43   25   39   42   42   41   42   40    65   19
 56   50   38   27   14   28   32   31   31   34   30    97    2
 57   28   43   39   19   17   21   20   20   19   19    68    0
 58   28   19   27   36   17   35   34   37   34   36    87   13
 59   45   13   16   21   15   14   13   15   16   14    63    1
 60   38   18   33   16   13   41   38   42   41   38    97   17
 61   27   20   44   22   29   46   44   47   46   41    95   17
 62   43   10   41   28   31   31   29   32   33   28    60   12
 63   13   45   34   23   12   32   32   31   28   32    90    8
 64   40   23   11   46   13   27   26   28   25   32    89    5
 65   33   28   11   23   41   31   32   29   33   32    88    8
 66   26   46   28   49   43   34   36   34   33   37    62   11
 67   33   37   20   30   19   26   26   25   25   28    74    6
 68   11   28   43   23   10   23   22   24   21   22    60    8
 69   34   35   10   50   39   47   49   46   46   52    86   20
 70   44   35   17   24   38   33   33   31   35   34    89    6
 71   14   20   34   23   45   34   35   34   36   32    82   11
 72   26   48   19   30   40   32   34   30   32   34    67   11
 73   41   19   17   13   23   17   16   17   19   16    63    3
 74   22   35   14   38   39   21   23   21   21   24    62    4
 75   13   44   21   24   30   39   41   37   37   40    79   18
 76   38   45   26   43   13   24   24   24   21   27    69    2
 77   45   30   32   46   27   34   33   35   34   36    71    9
 78   42   43   17   38   13   32   32   32   30   36    74   11
 79   16   18   41   25   23   30   30   31   30   28    74   11
 80   39   24   33   22   30   38   37   38   39   36    64   19
 81   28   35   37   35   40   29   29   29   29   29    79    1
 82   33   23   27   17   20   22   21   22   22   20    64    6
 83   46   47   38   29   15   26   25   26   25   27    64    4
 84   36   12   47   38   36   49   47   52   51   46   100   14
 85   43   40   32   20   36   29   29   28   30   27    76    3
 86   36   48   44   33   21   37   36   37   35   37    95    2
 87   38   28   46   45   36   31   31   33   31   31    60    8
 88   34   26   37   42   23   43   42   44   42   43    79   17
 89   11   20   20   34   13   21   21   22   19   23    62    9
 90   29   40   18   30   36   35   36   33   35   37    90    8
 91   19   35   48   22   38   34   34   34   34   31    67   11
 92   48   27   19   13   36   32   31   30   35   30    77   10
 93   19   25   47   34   42   29   29   29   29   26    79    1
 94   41   46   22   24   43   32   33   30   34   33    77    6
 95   48   22   31   36   23   29   27   31   30   29    92    0
 96   44   26   49   16   24   30   28   31   31   26    75    5
 97   38   28   21   29   27   37   37   37   38   38    77   16
 98   27   12   12   25   42   37   38   37   40   37    89   17
 99   31   28   27   11   24   32   31   31   33   30    86   11
100   24   15   28   28   36   28   28   28   29   27    90    4
