index 9
DMU 50
input 2
output 2
instance 9
DMU   i1   i2   o1   o2   eff  err
  1   19   38   42   36    94   10
  2   22   40   33   29    66    9
  3   21   27   22   20    85    0
  4   17   41   25   20    69    1
  5   42   44   54   53    98   11
  6   33   24   39   42    78   19
  7   24   30   35   33    69   15
  8   24   40   45   40    97   10
  9   38   22   23   27    82    2
 10   36   48   47   44    91    6
 11   34   15   28   35   100    9
 12   44   40   45   46    68   17
 13   37   20   28   32    64   13
 14   16   48   45   36    90    9
 15   13   23   37   34    89   19
 16   21   42   40   33    96    4
 17   13   30   24   19    83    2
 18   20   16   32   33    80   18
 19   36   44   55   52    87   18
 20   26   30   43   41    81   19
 21   30   30   30   30    83    5
 22   24   13   26   30    99   11
 23   35   49   39   35    76    4
 24   16   36   43   37    97   13
 25   20   37   28   24    66    6
 26   21   11   22   25    99    9
 27   25   21   32   33    90   12
 28   19   24   36   35    79   18
 29   36   21   34   38    70   17
 30   13   20   34   32    98   16
 31   13   15   19   18    95    5
 32   32   34   49   48    95   17
 33   37   22   28   31    70   10
 34   42   35   43   45    92    9
 35   43   43   44   44    68   15
 36   14   37   32   27    60   13
 37   14   43   34   27    71    8
 38   25   12   24   27    69   14
 39   40   43   42   41    88    5
 40   25   36   32   29    90    2
 41   50   20   42   51    92   17
 42   29   30   41   41    97   12
 43   49   27   38   43    69   16
 44   18   25   24   22    63    9
 45   15   17   21   20    91    6
 46   17   49   48   41    71   19
 47   29   50   37   32    83    0
 48   35   30   35   36    92    6
 49   25   16   31   34    80   17
 50   33   39   34   32    77    5
