index 333
DMU 150
input 5
output 5
instance 3
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   28   29   31   43   28   24   25   24   24   24    66    4
  2   41   49   17   23   48   33   33   33   32   29    65    8
  3   31   33   23   35   29   45   46   45   45   43    92   17
  4   31   20   28   45   40   42   45   44   42   44    85   17
  5   13   21   11   48   42   17   23   21   18   18    78    0
  6   46   36   26   33   18   40   37   36   39   36    78   12
  7   44   28   18   46   46   38   40   39   38   37    71   13
  8   44   42   12   17   45   45   45   45   44   40    81   16
  9   15   49   26   30   41   41   43   43   41   39    87   13
 10   44   40   38   38   41   58   57   57   58   57    95   19
 11   20   21   44   10   34   24   23   26   25   28    75    6
 12   30   25   25   18   18   26   24   24   25   25    66    9
 13   41   20   17   14   39   30   30   32   30   30    97    4
 14   46   24   42   21   25   43   38   40   42   44    98   10
 15   43   34   36   18   43   39   38   40   39   39    75   12
 16   49   31   47   27   37   30   28   30   30   32    70    3
 17   38   14   10   45   27   27   29   27   27   26    66   10
 18   27   34   16   31   20   40   40   39   40   37    82   18
 19   43   20   35   26   38   49   49   50   49   52    92   20
 20   16   34   30   13   16   19   17   18   19   18    80    0
 21   21   40   12   34   21   37   38   35   36   32    79   15
 22   41   20   20   42   40   26   28   27   26   26    71    4
 23   28   40   29   37   43   36   38   37   36   36    64   14
 24   18   16   15   46   21   37   41   38   38   38    95   18
 25   26   14   37   19   33   35   35   37   36   39    74   18
 26   27   39   18   47   25   34   35   33   33   31    62   14
 27   13   31   41   47   30   32   34   34   33   35    90    6
 28   27   42   13   12   45   36   37   38   36   33    85   11
 29   24   50   23   47   24   37   38   35   37   33    74   11
 30   44   27   23   31   48   39   40   41   38   39    87    9
 31   23   37   43   25   39   40   40   42   40   41    94    9
 32   50   38   27   14   28   46   42   42   44   42    81   16
 33   28   43   39   19   17   25   22   22   24   23    73    1
 34   28   19   27   36   17   34   34   33   34   35    89   12
 35   45   13   16   21   15   42   40   39   41   41    92   20
 36   38   18   33   16   13   28   24   25   28   29    94    4
 37   27   20   44   22   29   25   25   26   26   28    61    9
 38   43   10   41   28   31   31   30   31   31   35    76    9
 39   13   45   34   23   12   40   38   37   40   37    97   13
 40   40   23   11   46   13   37   37   34   36   34    86   13
 41   33   28   11   23   41   31   33   33   30   29    94    5
 42   26   46   28   49   43   51   55   53   52   50    93   17
 43   33   37   20   30   19   41   40   39   41   38    72   19
