index 459
DMU 200
input 5
output 5
instance 9
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   15   19   37   44   50   30   28   32   31   34    80    5
  2   18   11   33   32   11   24   23   25   22   27    78    8
  3   13   40   40   50   11   36   38   38   33   37    74   14
  4   49   22   39   29   15   31   30   30   30   31    71    8
  5   26   46   33   33   23   26   28   26   25   25    66    5
  6   45   33   30   18   45   35   35   34   37   34    61   14
  7   10   41   17   49   23   34   36   36   34   34    77   14
  8   29   41   17   13   46   31   31   29   33   28    70   10
  9   37   38   24   35   24   45   46   45   45   43    85   18
 10   28   31   28   33   11   38   39   38   36   37    79   17
 11   49   47   44   47   38   40   41   40   40   40    89    0
 12   35   37   26   25   29   42   43   41   42   41    72   20
 13   16   33   12   30   49   28   28   28   31   27    96    2
 14   21   40   20   16   48   37   38   36   39   36    70   17
 15   49   22   14   28   18   27   27   26   29   26    72    8
 16   31   34   42   41   26   34   34   34   32   35    80    6
 17   40   49   25   13   11   32   35   29   30   27    81    8
 18   20   12   50   44   17   45   42   47   41   50    95   18
 19   37   26   41   33   39   23   21   23   23   24    61    1
 20   11   24   48   30   32   36   35   37   34   38    67   17
 21   21   18   17   17   49   27   26   27   30   27    71   10
 22   36   49   40   22   45   37   38   36   37   35    69   10
 23   14   28   34   15   11   21   22   21   18   20    80    4
 24   37   20   32   21   48   43   40   42   45   43    86   15
 25   22   39   47   12   32   25   25   23   22   24    71    2
 26   41   45   35   16   14   39   41   37   37   36    79   14
 27   49   24   40   42   49   40   37   40   42   41    85    5
 28   50   29   47   38   17   40   40   40   38   41    84    9
 29   20   16   28   47   45   33   31   36   35   37    76   11
 30   19   35   50   40   14   42   43   43   39   44    74   19
 31   30   21   37   29   41   25   23   25   25   26    72    2
 32   33   32   45   33   22   31   31   31   29   32    81    4
 33   25   15   15   16   45   33   32   33   36   33    66   18
 34   42   18   30   37   43   45   43   46   48   47    84   17
 35   20   24   38   34   29   42   41   43   41   44    88   17
 36   37   50   18   11   32   38   40   36   38   34    64   18
 37   18   37   13   13   43   32   33   31   33   30    64   16
 38   19   30   12   10   13   22   24   21   22   20    69   10
 39   49   42   25   10   35   36   38   33   38   32    87    7
 40   21   50   49   27   22   40   42   40   37   40    62   19
 41   14   13   25   33   30   22   21   24   23   25    70    7
 42   30   25   45   46   22   34   33   36   32   37    96    2
 43   26   26   18   39   20   28   28   29   28   28    71   10
 44   21   32   49   47   27   36   36   37   34   38    69   12
 45   42   21   13   18   17   28   28   26   29   26    91    7
 46   50   43   24   34   14   42   44   41   42   40    75   17
 47   27   18   27   34   26   21   20   22   21   22    77    1
 48   15   18   18   33   33   23   22   24   24   24    70    7
 49   45   28   25   18   14   38   39   36   38   36    81   16
 50   30   40   38   33   27   40   40   40   38   39    73   15
 51   45   16   19   24   48   33   31   32   37   33    79    9
 52   34   32   49   15   26   25   25   24   23   25    67    3
 53   33   15   22   26   29   28   27   28   29   28    75    9
 54   40   46   20   21   37   27   28   25   28   24    68    4
 55   37   49   18   45   26   48   51   49   49   46    82   20
 56   50   48   33   19   44   40   40   37   41   37    74   10
 57   36   11   12   25   40   23   21   23   27   24    94    0
 58   29   22   27   19   34   35   34   34   36   35    90   11
 59   48   37   27   20   33   34   35   33   35   32    62   13
 60   39   42   31   16   43   27   27   25   28   25    62    5
 61   35   15   23   20   25   21   20   21   23   22    85    1
 62   42   44   42   40   20   44   46   44   42   44    69   18
 63   50   13   34   49   25   36   34   37   36   38    73   11
 64   46   38   19   17   30   39   40   37   40   37    68   18
 65   19   24   26   47   23   31   31   34   31   33    91    7
 66   22   47   18   22   26   36   38   35   36   33    70   17
 67   29   28   29   34   18   31   31   31   30   31    82    8
 68   35   42   25   29   43   38   39   38   40   37    70   14
 69   32   45   47   25   22   32   33   32   30   31    63   10
 70   13   38   16   33   49   34   35   35   36   34    71   14
 71   17   36   33   44   24   36   38   38   35   37    95    8
 72   31   34   39   40   12   29   30   30   27   29    67    8
 73   49   37   27   31   49   51   51   50   54   50    98   13
 74   36   17   19   49   36   19   18   20   21   21    63    0
 75   40   31   40   43   25   27   26   27   26   27    63    4
 76   21   19   36   34   27   26   25   27   26   28    72    7
 77   22   38   19   38   31   30   31   30   30   29    62   12
 78   39   36   41   47   24   32   33   33   31   33    84    1
 79   31   42   20   29   11   35   38   34   33   32    99    8
 80   45   19   34   10   28   27   25   24   27   26    86    2
 81   22   21   27   42   44   30   28   32   32   32    90    3
 82   41   30   43   20   33   33   32   31   32   32    88    2
 83   22   15   49   48   13   24   22   26   20   28    82    0
 84   41   40   46   24   46   47   46   45   47   46    94    9
 85   25   33   45   28   32   41   40   41   39   42    94   10
 86   36   29   45   39   20   32   32   32   30   33    64   10
 87   30   45   36   19   16   35   38   33   32   32    99    5
 88   41   15   11   18   40   40   39   39   44   40    81   20
 89   25   26   21   16   13   35   36   34   34   34    77   19
 90   13   45   48   16   28   48   50   47   44   47    98   18
 91   42   35   28   23   34   29   29   28   30   28    63    8
 92   47   42   37   29   25   46   47   45   45   44    81   16
 93   50   25   28   29   20   35   35   34   35   34    66   14
 94   18   46   46   44   21   41   43   42   37   41    81   13
 95   36   30   23   37   29   24   24   24   25   24    72    2
 96   26   16   19   36   41   22   20   23   24   23    63    5
 97   40   27   28   31   46   40   38   39   42   40    86   10
 98   47   46   14   30   22   50   54   49   52   46    97   19
 99   45   26   23   38   13   36   37   36   36   36    83   12
100   40   46   49   11   12   23   25   21   20   21    66    1
101   30   26   24   40   22   39   39   39   39   39    74   18
102   31   40   42   32   40   42   42   42   42   42    60   20
103   19   18   18   29   43   31   30   32   34   33    88   10
104   28   17   49   48   37   34   31   36   33   39    89    3
105   35   29   21   12   27   21   22   20   22   20    67    4
106   49   16   41   40   41   36   33   36   37   38    79    6
107   14   41   40   26   13   26   28   27   23   26    75    6
108   33   34   29   37   37   31   31   31   31   31    85    2
109   48   40   31   16   26   35   36   33   35   33    78    9
110   14   43   28   31   35   26   27   26   25   25    84    1
111   43   37   39   32   28   37   37   36   36   36    77    9
112   17   44   22   18   38   36   37   35   36   34    68   17
113   23   24   38   47   47   33   31   35   34   36    76    7
114   38   49   41   24   38   43   44   42   42   41    80   12
115   18   15   31   18   24   34   33   34   33   35    85   16
116   45   36   10   48   26   48   50   49   51   46    96   17
117   27   44   26   35   45   41   42   41   42   40    88   10
118   23   19   35   28   36   28   26   28   28   30    92    2
119   11   20   18   40   26   18   18   20   19   20    62    5
120   48   27   15   43   25   49   50   50   52   49    95   20
121   47   29   30   44   47   33   32   34   36   34    86    0
122   28   23   28   41   46   33   32   34   35   35    78    8
123   19   32   49   29   23   43   43   43   39   44    97   13
124   20   45   42   19   20   30   31   29   27   28    68    9
125   21   37   19   30   20   34   36   35   34   33    89   12
126   20   31   25   36   40   42   42   43   43   43    88   16
127   19   32   19   17   15   33   35   33   32   32    79   17
128   28   17   48   26   44   37   34   37   37   39    69   14
129   48   44   39   24   16   47   49   46   45   45    85   17
130   33   35   35   38   28   45   46   46   45   46    96   13
131   19   25   25   16   36   20   19   19   21   20    82    0
132   49   20   10   16   43   31   29   29   35   29    84    7
133   44   17   43   25   26   30   28   29   29   31    68    8
134   44   15   31   17   33   45   43   43   46   45    93   18
135   24   26   29   50   13   34   34   36   33   35    69   15
136   36   14   35   38   31   33   30   34   33   36    94    4
137   39   15   15   13   41   19   17   18   22   18    67    2
138   21   27   32   44   41   41   40   43   42   43    73   18
139   16   48   40   40   18   34   37   35   31   34    88    6
140   26   43   18   17   15   35   38   34   34   31    90   13
141   21   24   38   31   24   41   40   41   39   42    93   15
142   28   30   33   41   11   23   24   24   21   24    81    0
143   32   38   18   17   36   36   37   35   38   34    75   15
