index 32
DMU 50
input 3
output 3
instance 2
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   27   36   37   21   22   21    61    1
  2   26   20   20   29   28   29    79   11
  3   45   37   35   37   36   38    95    0
  4   29   35   31   23   23   23    69    1
  5   44   28   41   34   33   33    77    5
  6   25   34   47   47   50   44    96   14
  7   21   29   14   35   34   37    82   17
  8   14   12   44   16   18   12    63    2
  9   13   47   28   42   45   44    81   19
 10   33   44   21   23   23   26    71    0
 11   37   19   36   33   33   31    79    9
 12   33   41   48   40   41   38    64   14
 13   40   44   46   32   32   31    73    0
 14   50   46   44   31   31   31    62    2
 15   44   18   22   35   32   35    86   10
 16   43   28   42   52   51   50    97   15
 17   27   14   22   18   18   18    63    5
 18   45   34   34   41   40   42    74   13
 19   41   48   42   40   40   40    91    0
 20   38   19   29   21   20   21    73    0
 21   26   35   44   35   38   33    97    2
 22   37   46   25   43   42   45    73   16
 23   46   35   39   30   29   30    64    4
 24   49   25   23   48   45   50    88   19
 25   50   40   14   45   42   51    85   15
 26   28   33   40   31   33   30    79    5
 27   28   47   14   22   22   26    67    2
 28   30   15   34   25   25   23    84    3
 29   24   15   18   17   16   17    61    5
 30   27   13   41   35   36   31    92   11
 31   46   31   21   44   41   47    84   16
 32   14   41   35   43   46   42    92   16
 33   21   49   24   28   29   30    82    2
 34   44   44   22   37   36   40    68   12
 35   36   35   10   40   37   44    81   17
 36   19   39   16   38   39   41    81   18
 37   41   49   36   57   57   59    92   18
 38   14   10   16   18   18   17    76    8
 39   29   43   27   41   41   43    96    9
 40   15   49   19   30   32   34    92    5
 41   23   26   10   24   23   27    77    9
 42   36   19   27   35   34   35    74   15
 43   15   29   11   25   26   28    94    8
 44   32   29   42   22   23   21    63    1
 45   32   16   16   17   15   18    73    1
 46   25   33   47   40   43   37    88   10
 47   26   39   39   26   27   25    72    1
 48   17   26   44   33   36   29    93    7
 49   27   46   16   33   32   37    92    5
 50   43   13   20   24   21   24    76    4
