index 451
DMU 200
input 5
output 5
instance 1
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   39   20   23   46   17   20   18   18   17   18    63    0
  2   31   45   28   32   31   36   36   36   35   36    68   13
  3   20   19   48   44   18   24   23   22   26   22    69    3
  4   27   11   18   42   19   31   29   29   28   29    72   12
  5   46   33   20   34   21   31   29   31   28   29    61   11
  6   32   34   39   22   16   19   19   19   20   17    68    0
  7   32   39   47   29   45   35   37   36   39   37    91    2
  8   37   47   32   47   11   49   44   46   43   42    98   11
  9   10   21   44   47   47   39   40   38   41   41    74   14
 10   21   17   23   23   42   40   41   41   41   43    86   19
 11   23   36   22   35   36   39   39   39   37   40    79   14
 12   45   44   19   44   11   32   28   29   25   27    74    4
 13   33   16   11   26   38   34   34   35   32   36    83   13
 14   48   49   47   39   38   44   44   44   44   43    70   13
 15   48   25   27   48   23   31   29   29   28   29    65    7
 16   50   11   26   23   44   31   33   33   33   34    82    8
 17   41   31   30   29   18   35   34   34   34   33    82   10
 18   47   43   13   45   25   32   29   31   26   30    64    7
 19   40   24   38   48   49   43   44   43   43   45    96    5
 20   11   39   18   23   26   22   22   22   20   22    85    1
 21   21   11   47   32   42   24   26   25   29   27    63    7
 22   50   36   10   41   16   50   45   48   41   45    91   18
 23   40   14   31   49   10   39   37   37   37   36    61   20
 24   14   31   22   10   32   28   30   30   30   30    76   13
 25   46   20   19   22   44   37   38   39   36   40    89   11
 26   36   31   46   47   25   52   51   50   52   49    98   15
 27   23   17   41   49   46   30   31   29   32   32    85    0
 28   15   23   35   40   25   37   36   35   37   36    72   16
 29   43   11   13   35   16   27   24   25   22   25    88    4
 30   43   40   32   24   49   36   37   38   37   38    88    4
 31   21   21   18   25   37   31   31   31   30   33    92    8
 32   40   17   11   32   27   28   27   28   25   28    70    9
 33   46   26   13   13   19   24   23   25   22   23    86    4
 34   36   44   42   49   25   33   31   31   31   30    73    3
 35   47   29   35   25   43   44   46   46   46   46    81   17
 36   36   29   27   45   36   30   29   29   28   30    63    7
 37   39   31   18   20   14   26   25   26   24   24    67    9
 38   35   27   50   20   15   34   36   35   39   33    74   15
 39   43   25   31   34   36   21   22   22   21   22    61    1
 40   28   40   26   26   35   28   28   29   27   28    86    1
 41   13   21   37   25   21   27   28   27   31   28    83    9
 42   48   36   49   11   47   45   49   48   52   48    88   16
 43   42   36   22   17   49   38   39   40   38   40    63   18
 44   12   49   23   12   33   37   38   39   38   38    83   16
 45   23   15   37   18   44   32   36   35   39   37    99    9
 46   50   36   17   10   46   40   42   44   40   43    81   16
 47   35   23   15   25   20   18   17   18   16   17    68    1
 48   26   18   45   13   48   25   29   28   33   30    88    3
 49   26   31   15   20   27   21   21   21   19   21    73    3
 50   37   34   20   40   17   42   39   40   37   39    86   14
 51   29   35   26   23   32   34   35   35   34   35    81   11
 52   48   28   45   20   29   47   49   48   51   47    90   19
 53   16   45   12   10   43   38   39   41   37   41    84   17
 54   14   46   28   38   20   30   28   28   27   27    77    5
 55   12   17   23   40   21   34   33   33   33   34    74   16
 56   22   46   26   39   16   38   35   36   34   34    88    9
 57   11   17   28   16   22   22   24   23   26   24    90    7
 58   26   21   35   46   21   35   34   33   34   33    93    6
 59   38   46   46   16   27   29   30   30   32   29    69    7
 60   25   21   11   47   50   39   38   39   34   42    98    6
 61   41   13   39   16   43   28   31   30   34   32    88    5
 62   39   23   26   23   24   31   31   31   31   31    91    7
 63   49   18   18   20   28   35   36   36   34   36    79   15
 64   22   18   25   27   28   33   33   33   34   34    68   17
 65   39   27   25   17   34   24   25   25   25   25    63    7
 66   19   44   30   45   32   43   41   42   40   42    96    8
 67   39   33   39   48   17   40   38   38   38   37    84    9
 68   44   46   33   29   36   41   41   42   41   41    73   14
 69   37   14   15   30   43   46   46   46   44   48    91   20
 70   25   33   30   11   48   39   42   42   43   43    94   14
 71   30   35   48   34   13   35   35   34   37   33    61   16
 72   34   22   46   49   17   39   37   36   40   36    96    6
 73   24   48   16   27   39   52   51   53   48   52    97   20
 74   39   38   31   26   45   51   52   53   52   53    98   17
 75   21   48   22   33   48   32   32   33   31   34    74    6
 76   37   36   31   37   48   38   39   39   38   40    75   10
 77   45   39   32   11   35   19   20   21   20   20    63    0
 78   43   50   10   20   38   28   27   30   23   28    80    1
