index 69
DMU 50
input 4
output 4
instance 9
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   13   15   32   34   22   21   22   22    72    5
  2   37   22   42   35   42   40   42   39    89   11
  3   43   43   14   37   36   37   38   37    61   16
  4   14   43   25   12   16   19   14   20    68    1
  5   40   43   25   36   33   34   34   34    66   10
  6   50   20   29   30   44   41   45   38    98   11
  7   49   27   18   25   32   31   33   30    70   11
  8   15   17   17   49   25   23   28   25    87    3
  9   29   50   35   30   36   38   35   39    71   11
 10   25   16   33   39   33   32   34   32    63   15
 11   44   16   35   19   37   35   37   32    92   10
 12   48   28   19   47   41   40   44   39    65   18
 13   32   41   50   18   40   41   37   41    62   18
 14   14   40   39   46   37   38   37   40    68   14
 15   33   30   37   31   35   35   35   34    94    4
 16   33   49   26   47   46   48   48   49    85   14
 17   16   49   40   29   43   47   41   49   100   11
 18   20   48   45   45   40   42   39   44    75   11
 19   20   42   18   10   36   39   34   40    81   19
 20   21   19   38   40   33   31   34   32    87    7
 21   42   47   19   13   33   36   32   35    87    8
 22   41   21   33   42   26   24   27   23    70    1
 23   30   27   30   29   40   39   40   39    67   20
 24   11   12   31   48   39   37   40   38    79   18
 25   39   29   14   23   32   32   33   31    84   10
 26   28   44   36   29   22   24   22   24    61    2
 27   49   17   15   45   34   31   38   30    81    8
 28   46   49   20   31   37   38   37   38    61   15
 29   17   36   21   29   32   33   32   34    71   14
 30   34   45   45   42   53   54   52   54    87   17
 31   19   44   29   29   28   31   28   32    77    6
 32   41   35   27   37   25   25   26   25    60    4
 33   19   13   43   35   45   42   44   42    99   16
 34   42   29   22   49   48   47   52   47    99   13
 35   10   21   43   21   18   17   16   18    64    2
 36   12   39   33   26   26   28   24   29    74    6
 37   24   41   10   23   35   37   35   37    64   20
 38   47   21   16   32   30   28   32   27    73    8
 39   18   47   27   43   47   49   47   52    83   20
 40   21   41   13   35   35   37   37   39    74   16
 41   45   24   40   27   35   33   34   32    71   10
 42   49   16   38   21   28   25   28   23    77    3
 43   21   45   50   37   49   50   46   52    92   14
 44   27   13   43   38   34   32   34   32    67   13
 45   15   30   32   21   34   35   32   36    74   16
 46   30   43   30   17   23   26   22   26    81    0
 47   12   44   41   31   39   42   37   44    85   13
 48   41   11   16   23   21   19   22   18    63    6
 49   15   11   28   38   27   25   28   26    70   10
 50   45   28   11   41   37   36   39   35    63   17
