index 332
DMU 150
input 5
output 5
instance 2
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   12   20   23   10   22   30   31   29   30   30    74   17
  2   39   30   41   38   21   35   35   37   36   36    71   12
  3   40   37   20   18   33   44   47   43   45   45    86   19
  4   13   17   45   19   34   31   30   30   30   31    63   14
  5   44   11   44   23   49   35   39   36   35   39    90    6
  6   16   34   18   32   25   35   33   34   35   32    95   10
  7   25   36   20   28   40   36   37   34   36   35    75   13
  8   24   31   48   24   34   30   30   29   29   30    91    0
  9   36   36   26   17   45   31   35   29   32   33    83    5
 10   18   28   45   17   11   38   36   38   38   38    85   17
 11   34   11   14   22   25   18   21   21   19   21    96    0
 12   28   44   23   17   33   33   34   30   33   32    79    9
 13   25   38   41   26   38   34   33   31   33   33    85    4
 14   26   37   19   42   18   38   36   39   39   36    70   18
 15   47   46   48   20   15   36   37   37   38   39    96    4
 16   37   18   13   16   13   21   23   23   22   23    64   10
 17   17   22   34   27   42   33   33   31   31   32    80    9
 18   23   22   48   24   12   29   28   31   29   30    83    8
 19   23   11   12   47   45   31   31   32   30   29    87    7
 20   48   35   40   28   17   38   39   41   40   41    84   12
 21   19   17   13   49   34   22   20   22   20   19    75    1
 22   13   21   37   17   26   24   23   22   23   23    91    2
 23   13   30   40   23   46   30   29   26   28   28    84    2
 24   48   37   25   36   37   24   26   25   25   25    66    1
 25   25   50   38   48   42   55   51   52   53   50    99   12
 26   23   49   15   40   49   54   52   49   52   49    91   19
 27   46   14   42   48   24   27   27   31   28   29    65    6
 28   35   12   46   17   36   23   26   24   24   27    71    4
 29   29   13   34   42   19   23   21   26   23   23    75    3
 30   46   47   42   31   20   46   47   48   48   48    87   15
 31   36   44   25   49   30   31   29   32   31   29    75    3
 32   28   39   35   23   26   37   37   36   37   37    69   16
 33   30   38   13   26   17   25   25   25   26   24    98    1
 34   50   11   32   44   13   31   32   37   33   34    77   11
 35   49   43   47   48   28   55   54   58   56   56    89   18
 36   11   41   46   38   29   39   34   36   37   35    87    7
 37   44   36   33   36   45   29   30   29   29   30    68    3
 38   11   19   26   22   13   22   21   22   22   22    60   11
 39   19   40   48   32   30   34   32   33   34   33    68   10
 40   36   18   47   16   47   34   38   34   34   38    93    5
 41   42   50   34   27   18   33   33   33   34   33    91    2
 42   43   16   15   34   33   38   41   41   39   41    98   13
 43   40   49   38   34   15   40   39   41   41   40    86   10
 44   14   23   13   39   35   34   32   33   32   30    90   10
 45   14   19   20   50   10   33   29   35   33   31    64   18
 46   11   27   50   12   41   31   31   28   30   31    64   12
 47   45   33   26   20   39   45   49   45   46   48    84   19
 48   38   30   49   19   30   42   44   43   43   45    91   13
 49   13   41   42   43   40   36   33   34   35   33    67   10
 50   44   46   35   28   24   36   37   36   37   37    67   13
 51   24   13   19   39   16   31   30   33   31   31    61   18
 52   21   35   38   24   30   44   42   41   43   43    99   13
 53   21   25   35   31   33   35   34   34   34   34    83   10
 54   19   49   34   24   34   35   33   31   34   32    80    7
 55   36   22   42   24   31   42   43   43   42   45   100   12
 56   39   15   13   42   27   24   25   27   25   25    64    8
 57   37   46   37   43   26   53   51   53   53   52    86   20
 58   39   47   13   24   41   38   39   36   38   38    60   18
 59   14   14   50   41   43   33   31   33   31   32    77    7
 60   18   15   30   38   26   20   18   21   19   19    77    0
 61   12   18   12   29   48   37   37   34   34   34    96   12
 62   14   46   13   23   45   49   49   43   48   45    93   20
 63   45   40   14   17   35   37   40   36   38   38    62   19
 64   40   23   33   27   33   44   46   46   45   47    82   20
 65   21   37   13   49   46   25   24   24   24   22    63    3
 66   50   18   35   21   39   30   35   32   31   35    97    1
 67   45   38   17   36   19   39   40   42   41   40    99   10
 68   36   15   13   13   43   22   26   21   22   24    75    5
 69   16   14   11   37   35   24   24   24   23   23    65    9
 70   26   17   24   25   22   23   23   24   23   24    95    2
 71   44   14   47   43   20   41   40   45   41   43    70   19
 72   42   14   19   16   37   25   31   26   26   29   100    2
 73   32   23   44   46   37   41   40   43   40   41    94    7
 74   31   40   26   48   45   52   50   51   51   49    96   14
 75   41   17   35   23   45   39   43   40   39   43    98    9
 76   34   39   48   43   31   41   39   42   41   41    82    9
 77   32   19   15   10   50   20   25   18   20   23    80    1
 78   49   17   18   27   49   37   42   38   38   40    88   11
 79   11   46   15   47   40   31   27   27   29   25    74    4
 80   20   40   44   49   17   39   34   39   38   36    71   13
 81   47   12   36   42   25   29   30   33   30   31    71    8
 82   31   15   34   22   21   28   29   30   28   30    90    7
 83   23   33   14   35   18   38   36   38   38   36    75   19
 84   42   35   36   32   30   39   40   40   40   41    69   16
