index 422
DMU 40
input 4
output 4
instance 2
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   37   24   16   25   26   27   28   26    85    4
  2   33   49   18   17   35   36   36   37    62   17
  3   45   32   45   14   42   41   41   43    70   18
  4   22   23   36   42   22   20   21   20    66    1
  5   20   16   39   36   27   25   25   25    63    9
  6   23   38   49   30   44   42   41   44    93   12
  7   21   47   31   36   40   40   40   41    90   10
  8   48   36   22   36   42   43   44   42    86   11
  9   17   20   14   36   24   24   24   23    62   10
 10   37   33   20   48   43   44   45   43    73   18
 11   34   24   33   28   28   28   28   28    67    8
 12   42   24   19   20   34   36   36   36    96    9
 13   36   47   21   18   28   30   29   31    77    5
 14   23   38   25   37   36   36   36   36    91    8
 15   40   31   42   31   25   25   25   25    61    3
 16   44   33   48   16   32   31   31   33    74    6
 17   28   20   27   22   34   33   34   34    81   14
 18   17   22   28   48   35   34   35   33    73   14
 19   20   21   43   39   26   24   24   24    75    3
 20   11   46   50   43   42   39   38   41    99    5
 21   13   22   35   29   25   23   23   24    67    8
 22   13   47   49   41   52   50   49   52    95   17
 23   37   11   24   20   25   25   25   25    89    4
 24   23   29   16   42   30   31   31   29    86    6
 25   32   22   15   13   35   36   36   36    87   17
 26   11   49   42   26   37   36   35   38    67   16
 27   48   32   47   19   51   50   50   52    87   19
 28   41   44   39   20   36   36   35   38    75    9
 29   16   28   18   23   32   32   32   32    61   19
 30   38   29   45   43   46   45   45   45    74   17
 31   18   29   17   22   22   23   23   23    77    6
 32   11   19   44   44   39   36   36   36    87   13
 33   12   31   44   31   32   30   29   31    90    6
 34   21   37   38   10   37   37   35   39    86   15
 35   18   39   18   37   37   38   39   38    85   14
 36   48   10   49   42   39   37   38   37    79    9
 37   42   37   43   29   50   50   50   51    81   20
 38   45   17   49   36   46   45   45   45    81   16
 39   15   45   17   14   20   22   21   23    67    6
 40   46   21   44   29   47   46   46   46    96   13
