index 572
DMU 250
input 5
output 5
instance 2
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   13   41   42   43   40   30   31   31   33   29    84    1
  2   44   46   35   28   24   37   35   36   35   39    79    8
  3   24   13   19   39   16   17   20   21   21   19    84    1
  4   21   35   38   24   30   33   33   31   32   32   100    3
  5   21   25   35   31   33   29   30   29   30   28    77    7
  6   19   49   34   24   34   40   38   38   39   39    77   14
  7   36   22   42   24   31   36   37   34   34   35    88    9
  8   39   15   13   42   27   30   32   34   33   32    86    8
  9   37   46   37   43   26   37   37   38   38   38    64   13
 10   39   47   13   24   41   43   37   41   39   43    98    7
 11   14   14   50   41   43   37   42   38   41   34    90   11
 12   18   15   30   38   26   22   25   24   25   22    75    5
 13   12   18   12   29   48   28   28   28   30   25    82    8
 14   14   46   13   23   45   39   36   37   38   38    70   17
 15   45   40   14   17   35   22   18   20   18   22    63    0
 16   40   23   33   27   33   32   33   31   31   32    90    4
 17   21   37   13   49   46   30   29   32   34   29    86    1
 18   50   18   35   21   39   31   31   28   27   30    79    4
 19   45   38   17   36   19   43   41   45   43   46    83   17
 20   36   15   13   13   43   17   16   15   14   15    63    0
 21   16   14   11   37   35   19   20   21   22   18    60    6
 22   26   17   24   25   22   24   25   25   24   24    99    2
 23   44   14   47   43   20   35   41   39   38   37    93    8
 24   42   14   19   16   37   21   20   19   18   20    61    4
 25   32   23   44   46   37   30   34   32   33   30    87    1
 26   31   40   26   48   45   37   36   38   39   37    73    9
 27   41   17   35   23   45   39   40   37   37   37    98    7
 28   34   39   48   43   31   41   43   42   43   42    84   10
 29   32   19   15   10   50   24   22   20   20   21    72    3
 30   49   17   18   27   49   41   40   40   39   40    77   15
 31   11   46   15   47   40   33   31   34   36   32    73    9
 32   20   40   44   49   17   40   42   44   45   42    91   12
 33   47   12   36   42   25   32   36   35   34   33    82    8
 34   31   15   34   22   21   23   25   23   23   23    66    8
 35   23   33   14   35   18   32   31   34   34   33    73   14
 36   42   35   36   32   30   36   36   36   35   37    94    3
 37   42   32   22   42   33   21   21   23   22   22    63    0
 38   37   38   48   11   31   25   24   21   21   24    68    1
 39   35   37   47   28   11   24   26   25   24   26    78    1
 40   45   45   11   14   36   42   36   38   36   42    81   13
 41   32   40   20   30   43   35   32   34   34   34    91    3
 42   40   28   21   18   22   26   25   25   23   28    93    1
 43   39   17   22   29   36   35   36   35   35   35    63   17
 44   29   24   20   28   11   26   26   28   27   28    87    7
 45   20   48   20   18   47   34   29   30   31   32    73    8
 46   29   36   14   28   15   31   29   32   31   33    78   11
 47   42   14   25   43   27   37   40   41   40   38    96   10
 48   43   32   44   17   26   33   33   31   30   33    72    9
 49   20   28   33   32   32   32   33   33   34   32    90    7
 50   16   37   13   39   33   41   39   42   43   41    77   19
 51   28   14   44   44   20   43   49   47   48   44    94   19
 52   35   39   23   36   23   41   40   43   42   43    87   14
 53   23   36   29   26   38   32   30   30   31   30    93    2
 54   48   23   41   41   18   34   37   36   35   36    76   10
 55   50   18   16   48   29   27   29   32   30   30    83    2
 56   42   12   38   18   49   43   45   39   39   40    95   12
 57   18   33   27   14   46   35   33   32   33   33    63   16
 58   20   46   47   32   29   29   29   28   29   29    82    1
 59   28   20   33   34   16   29   32   32   31   31    97    6
 60   16   18   28   19   44   36   36   33   35   32    93   12
 61   33   20   38   39   46   36   38   36   37   34    64   14
 62   33   41   43   19   45   50   49   46   46   48    89   16
 63   20   49   35   21   40   34   31   30   31   32    81    5
 64   38   17   12   41   39   34   35   37   36   35    87    9
 65   48   30   47   29   12   31   33   32   30   34    90    3
 66   47   27   29   49   24   24   26   28   27   27    68    2
 67   18   29   28   24   19   25   25   25   25   25    93    3
 68   19   20   16   41   14   20   21   24   24   22    67    7
 69   46   32   44   47   34   40   41   41   41   41    64   15
 70   21   15   30   37   43   29   32   30   32   27    94    3
 71   41   12   17   18   45   29   28   27   26   27    84    5
 72   32   40   20   20   49   34   30   31   31   32    77    6
 73   20   22   25   15   28   36   36   34   35   35    74   19
 74   27   15   13   39   26   24   25   28   28   25    93    3
 75   28   17   40   31   30   34   37   34   35   33    87   10
 76   42   13   16   40   21   34   36   38   37   36    90   12
 77   43   26   11   40   42   28   27   29   28   28    80    1
 78   21   38   38   22   50   33   32   29   31   30    75    6
 79   34   31   41   33   47   38   38   37   37   36    61   15
 80   34   26   37   49   13   35   38   40   39   38    82   12
 81   22   41   45   39   50   33   33   32   34   31    71    5
 82   44   31   12   28   29   47   44   47   45   48   100   16
 83   46   18   32   20   24   28   28   27   25   28    98    0
 84   23   12   43   35   15   21   25   23   24   21    78    4
 85   23   37   25   28   34   43   42   43   43   43    83   18
 86   27   22   27   19   35   34   33   32   32   32    84   11
 87   50   26   34   48   49   48   50   50   49   48    79   16
 88   39   30   33   12   29   28   26   24   23   27    90    0
 89   31   11   22   22   20   22   23   22   22   22    86    4
 90   26   18   32   40   24   31   34   34   34   32    72   13
 91   13   35   12   39   27   29   28   32   33   30    89    7
 92   34   18   10   44   39   38   39   41   41   39    68   19
 93   11   18   14   11   27   17   16   15   16   16    87    2
