index 340
DMU 150
input 5
output 5
instance 10
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   37   38   27   24   13   42   43   45   44   39    87   18
  2   48   11   14   20   42   31   32   31   31   29    96    5
  3   42   34   17   29   43   26   26   27   25   24    78    0
  4   35   36   42   20   48   42   37   37   40   41    89    8
  5   16   45   25   14   16   28   25   27   29   26    89    7
  6   48   11   30   14   21   32   34   33   34   30    97    8
  7   34   14   39   43   36   45   47   45   45   47    85   17
  8   16   19   24   44   50   34   34   32   31   37    81    9
  9   44   24   40   39   21   44   49   48   47   45   100   12
 10   24   35   38   36   21   30   30   30   30   30    65   10
 11   43   48   16   20   33   47   45   48   47   42   100   14
 12   48   11   37   10   23   33   34   33   35   32    63   17
 13   21   36   38   50   48   51   50   49   48   53    84   18
 14   35   17   13   39   46   41   43   41   39   41    92   13
 15   23   50   38   28   14   34   34   35   36   34    64   15
 16   49   39   40   32   13   41   45   46   45   39    99    8
 17   27   42   32   30   12   31   32   33   32   30    71   11
 18   44   31   49   28   28   36   37   36   38   36    77    9
 19   13   19   44   20   13   30   29   28   31   32    83   12
 20   28   25   34   19   11   33   34   34   35   33    67   18
 21   30   35   47   28   48   47   42   41   45   48    97    9
 22   49   36   30   22   25   43   43   45   45   40    74   19
 23   46   46   34   50   46   59   60   61   58   58    90   19
 24   20   49   32   11   33   30   23   26   29   28    91    2
 25   28   46   43   32   14   33   33   34   35   32    90    4
 26   39   30   19   38   18   35   39   39   37   34    73   15
 27   30   24   49   21   30   36   34   33   37   37    84   10
 28   34   18   45   17   12   31   31   31   33   31    68   14
 29   48   13   16   35   40   23   26   25   23   23    61    5
 30   33   11   44   43   29   39   42   39   40   42    81   14
 31   38   18   21   46   45   28   30   29   27   29    61    8
 32   32   46   19   23   44   43   39   41   40   40    95   10
 33   30   32   17   12   18   35   34   36   36   32    90   15
 34   40   43   31   42   35   26   27   28   26   25    66    1
 35   22   20   29   30   24   28   29   28   28   29    65   12
 36   44   11   44   41   17   34   38   37   37   36    65   15
 37   28   33   50   26   38   45   41   41   44   46    95   11
 38   49   35   34   43   37   28   30   30   29   27    69    1
 39   34   12   39   41   42   45   47   44   45   48    82   18
 40   11   39   49   29   12   36   35   35   38   38    91   11
 41   29   42   39   47   20   31   34   34   33   32    85    2
 42   35   19   45   40   31   33   35   33   34   35    87    4
 43   26   17   34   13   41   26   23   21   25   27    85    3
 44   39   32   41   22   27   41   40   40   42   40    73   17
 45   35   31   20   15   49   36   32   32   34   34    95    6
 46   45   42   43   28   31   51   51   52   53   50    91   17
 47   24   22   39   10   24   35   32   32   36   36    95   12
 48   44   39   45   21   11   35   36   37   38   34    67   14
 49   20   34   49   24   32   43   39   39   42   44    82   16
 50   33   29   39   50   37   37   39   37   37   38    67   12
 51   27   15   46   19   33   41   39   37   40   42    72   20
 52   43   49   21   28   13   41   43   46   43   37    89   14
 53   21   43   26   49   27   41   43   43   41   42    83   14
 54   48   33   17   49   21   31   38   38   33   29    93    1
 55   30   37   25   47   40   40   41   41   39   40    76   13
 56   49   22   28   44   27   28   32   31   29   28    64    7
 57   25   28   17   40   28   21   23   23   21   21    63    4
 58   29   43   36   33   15   24   24   25   25   23    61    5
 59   46   37   17   28   19   28   31   33   31   25    95    1
 60   27   35   34   37   24   40   41   41   40   40    77   16
 61   33   42   23   23   28   38   37   38   38   36    63   19
 62   31   38   32   36   20   32   33   34   33   32    72   10
 63   27   33   23   43   15   34   39   39   36   34    94    9
 64   26   49   39   25   22   34   32   34   35   33    77    9
 65   15   50   27   36   38   30   28   29   29   31    66    8
 66   21   24   31   11   48   25   20   20   23   26    77    3
 67   35   29   31   22   24   23   23   24   24   23    69    4
 68   12   13   20   11   19   16   15   15   16   16    65    6
