index 369
DMU 200
input 2
output 2
instance 9
DMU   i1   i2   o1   o2   eff  err
  1   45   31   41   42   100    4
  2   47   44   33   33    63    4
  3   22   37   29   29    84    4
  4   25   21   32   32    99    9
  5   33   15   34   35    75   17
  6   17   39   37   36    96    9
  7   13   47   32   30    88    4
  8   28   30   39   39    69   19
  9   30   32   40   40    67   19
 10   31   29   37   37    80   13
 11   33   37   36   36    69   12
 12   37   18   30   31    74   10
 13   38   29   30   31    76    5
 14   22   11   17   17    97    1
 15   48   38   39   39    73    8
 16   20   19   33   33    72   19
 17   25   13   21   22    97    3
 18   50   23   39   40    68   15
 19   49   10   35   37    72   15
 20   23   18   31   32    76   16
 21   17   39   25   24    79    2
 22   41   19   39   40    78   16
 23   48   10   37   38    79   15
 24   33   21   30   31    84    8
 25   35   18   20   20    68    2
 26   39   47   49   48    85   12
 27   33   20   36   37    92   12
 28   33   20   28   29    75    9
 29   25   32   37   36    79   14
 30   10   12   24   24    93   14
 31   20   32   41   40    82   19
 32   35   26   44   44    95   15
 33   12   38   35   34    97   10
 34   30   19   21   21    75    3
 35   45   46   41   41    72    8
 36   15   44   21   20    63    2
 37   28   45   49   48    88   16
 38   24   33   28   28    66    9
 39   48   11   33   35    83   10
 40   25   14   31   31    99   12
 41   34   45   44   43    67   17
 42   10   42   38   36    86   14
 43   11   32   34   33    83   15
 44   36   35   44   44    94   11
 45   13   38   29   28    74    9
 46   15   19   18   18    81    4
 47   37   44   51   51    84   17
 48   50   18   35   37    89    6
 49   11   33   25   24    90    4
 50   32   11   27   28    62   14
 51   13   40   33   32    99    6
 52   40   50   47   46    87    7
 53   11   49   38   37    77   14
 54   22   39   43   43    81   18
 55   29   15   39   40    99   18
 56   26   46   46   45    86   14
 57   33   33   41   41    67   19
 58   23   45   39   38    69   15
 59   33   30   38   38    99    7
 60   18   45   42   41    86   14
 61   10   41   28   27    90    4
 62   17   49   31   29    81    3
 63   23   29   35   34    90   11
 64   41   17   30   31    93    4
 65   13   46   30   29    75    7
 66   37   38   44   44    71   17
 67   24   35   34   33    69   13
 68   24   28   23   22    86    0
 69   31   28   44   44    84   19
 70   33   11   24   25    77    8
 71   49   47   42   43    72    8
 72   44   47   57   57    88   17
 73   38   35   33   33    69    8
 74   37   26   39   40    88   12
 75   25   29   40   40    81   18
 76   16   33   28   28    89    6
 77   12   30   23   22    86    4
 78   49   21   43   44    91   12
 79   40   20   37   38    97    9
 80   16   48   38   36    74   13
 81   49   22   29   30    81    1
 82   14   28   25   24    92    5
 83   18   31   22   21    70    4
 84   34   42   45   45    79   15
 85   41   26   28   29    61    8
 86   40   49   62   61    95   19
 87   25   13   22   22    69    9
 88   11   20   15   15    84    2
 89   12   50   36   34    60   16
 90   44   17   30   31    78    7
 91   37   26   40   41    72   18
 92   41   33   35   35    71    9
 93   39   11   28   30    77   10
 94   24   48   51   50    92   17
 95   30   32   48   48    94   19
 96   21   18   27   27    91    9
 97   17   17   21   21    80    7
 98   49   36   48   49    93    9
 99   49   40   47   47    70   16
100   22   45   47   46    83   18
101   14   28   21   20    72    5
102   34   15   26   27    65   11
103   11   37   45   43    99   20
104   20   32   36   35    98   10
105   21   48   28   27    63    6
106   22   39   33   33    91    5
107   47   12   43   45    90   18
108   32   41   51   51    96   16
109   45   35   33   34    74    4
110   16   14   19   19    96    5
111   49   24   32   33    75    5
112   40   42   48   48    83   14
113   49   50   51   51    95    4
114   29   47   40   39    78   10
115   38   17   27   28    82    5
116   20   16   20   21    86    5
117   28   47   40   39    79   10
118   45   19   36   38    95    7
119   35   50   51   51    89   13
120   40   14   33   34    70   15
121   30   21   24   25    80    4
122   37   29   42   42    95   11
123   41   33   37   37    86    5
124   32   45   30   29    69    3
125   33   22   21   21    66    3
126   25   15   27   27    91    9
127   15   16   14   14    65    4
128   45   42   45   46    61   19
129   18   30   25   24    68    8
130   37   43   53   53    90   17
131   20   24   36   35    75   19
132   38   34   44   44    76   17
133   29   37   39   38    71   15
134   50   18   29   30    66    7
135   11   32   17   16    63    3
136   18   37   29   28    63   11
137   13   13   25   25    95   13
138   43   19   41   43    98   12
139   30   12   27   28    66   14
140   10   13   18   18    78    9
141   49   42   47   47    92    5
142   25   10   21   22    85    7
143   35   21   29   30    78    8
144   50   49   39   39    73    3
145   27   22   33   34    84   13
146   14   13   32   32    97   19
147   25   33   32   32    92    5
148   30   30   26   26    87    0
149   25   45   31   30    79    3
150   46   22   42   43    75   17
151   26   26   43   43   100   17
152   18   39   26   25    75    4
153   20   21   33   33    78   17
154   32   49   41   40    79    8
155   47   27   33   34    70    8
156   42   21   38   39    68   17
157   13   18   18   18    96    3
158   17   50   44   42    96   10
159   43   24   34   35    94    3
160   34   14   27   28    71   11
161   27   18   26   26    86    7
162   27   34   33   32    80    8
163   26   15   25   25    73   10
164   18   18   36   36    87   20
165   33   33   28   28    79    2
166   45   28   40   41    76   13
167   25   18   16   16    66    2
168   14   30   29   28    69   13
169   40   38   47   48    86   14
170   33   27   37   37    91   10
171   45   16   41   43    90   15
172   19   24   20   20    77    3
173   48   34   34   34    78    2
174   32   49   34   34    81    1
175   15   26   35   35    96   15
176   33   15   29   30    97    6
177   22   26   32   32    96    9
178   29   40   33   33    64   11
179   46   20   43   44    80   17
180   21   37   37   37    72   16
181   37   49   44   44    95    3
182   18   45   44   43    76   19
183   26   50   43   42    73   15
184   48   33   50   51    88   15
185   19   44   25   24    63    4
186   36   11   28   29    90    8
187   12   25   35   35    96   17
188   40   29   38   38    99    4
189   22   27   18   18    61    3
190   19   34   20   19    62    3
191   48   37   39   39    80    5
192   27   20   25   25    76    7
193   33   39   41   41    74   14
194   42   31   42   43    90   10
195   16   43   29   28    72    7
196   35   15   29   29    81    9
197   23   20   29   29    90   10
198   25   42   42   42    92   11
199   44   42   51   51    82   16
200   40   20   27   28    90    1
