index 366
DMU 200
input 2
output 2
instance 6
DMU   i1   i2   o1   o2   eff  err
  1   50   46   48   50    98    2
  2   16   35   35   29    94    8
  3   14   16   24   24    68   14
  4   46   50   48   47    79   10
  5   46   28   47   52    96   14
  6   27   33   40   38    99    9
  7   20   44   37   31    85    7
  8   35   46   47   44    98    6
  9   25   27   38   38   100   12
 10   35   46   41   39    67   13
 11   23   41   29   25    70    5
 12   48   42   48   49    74   15
 13   48   22   30   36    80    5
 14   41   13   25   32    75    8
 15   49   11   21   28    61    6
 16   28   41   39   36    65   15
 17   18   38   38   34    75   15
 18   25   26   31   31    78   11
 19   23   31   26   24    85    2
 20   43   38   53   54    97   14
 21   11   23   33   30    87   17
 22   25   30   33   32    86    9
 23   20   12   25   27    81   13
 24   35   23   45   48    98   18
 25   17   39   24   20    61    5
 26   41   30   34   37    77    8
 27   31   48   54   49    89   16
 28   34   35   30   29    65    7
 29   47   18   39   48    93   13
 30   36   24   35   38    89   10
 31   10   37   24   18    77    3
 32   36   46   45   43    78   12
 33   27   34   44   42    93   15
 34   20   47   43   35    87   10
 35   32   23   24   26    74    5
 36   28   26   34   35    91   10
 37   45   38   42   44    67   15
 38   17   42   29   23    82    2
 39   14   32   28   24    65   11
 40   18   29   37   34    82   16
 41   42   20   25   32    88    1
 42   38   47   32   30    72    0
 43   22   45   50   44    83   19
 44   18   45   48   40    88   16
 45   20   45   45   38    88   13
 46   13   49   29   20    77    1
 47   42   15   21   27    66    5
 48   33   24   40   42    77   19
 49   22   39   52   46    99   19
 50   14   33   34   28    81   12
 51   49   21   28   36    77    5
 52   18   37   46   40    94   17
 53   24   40   32   28    75    6
 54   29   23   35   37    97   11
 55   36   19   25   28    63    9
 56   45   49   56   55    77   19
 57   23   38   33   28    96    1
 58   44   13   24   32    77    6
 59   33   20   20   24    75    2
 60   41   25   47   52    98   17
 61   42   34   24   26    66    0
 62   11   23   21   17    94    3
 63   15   22   26   24    65   13
 64   29   40   34   31    88    2
 65   24   23   22   22    71    5
 66   11   34   44   37    95   19
 67   31   47   40   36    67   12
 68   24   48   25   20    63    0
 69   48   37   39   42    89    3
 70   37   27   32   35    76    9
 71   12   43   28   20    77    3
 72   13   39   32   25    79    8
 73   46   26   39   44    71   16
 74   22   18   16   17    64    4
 75   13   14   27   27    68   18
 76   23   18   27   28    77   12
 77   10   11   15   14    80    6
 78   35   44   47   45    91   10
 79   21   47   29   23    72    2
 80   20   27   39   36    96   15
 81   46   50   45   44    87    3
 82   37   27   27   29    81    2
 83   15   47   46   36    91   13
 84   26   22   31   32    88   10
 85   12   47   31   21    89    0
 86   17   28   23   19    94    0
 87   11   21   23   19   100    5
 88   46   36   44   46    76   14
 89   16   21   20   19    74    6
 90   29   44   41   37    79   10
 91   32   33   35   34   100    2
 92   25   37   40   37    89   11
 93   26   33   35   33    82   10
 94   40   28   29   33    88    1
 95   48   19   33   43    98    5
 96   25   22   33   34    67   18
 97   37   26   35   38    71   14
 98   33   44   57   53    96   18
 99   41   18   24   30    81    3
100   28   26   36   37    79   15
101   45   42   40   40    92    0
102   26   43   34   29    91    0
103   20   20   22   22    66    9
104   42   37   32   33    79    1
105   26   46   39   33    84    6
106   28   16   38   42    95   19
107   24   36   44   41    85   17
108   35   26   37   39    81   13
109   21   49   26   20    65    0
110   33   45   31   28    75    0
111   44   25   34   38    61   15
112   45   11   26   35    79    8
113   21   44   32   26    79    3
114   24   18   27   28    83   10
115   26   33   37   35    61   18
116   22   46   42   37    65   17
117   35   17   36   42    93   15
118   49   42   57   59    96   14
119   41   28   47   50    85   19
120   41   21   34   40    96    7
121   26   14   29   32    86   13
122   38   31   32   33    63   11
123   26   23   41   42    99   17
124   25   20   36   38    89   17
125   39   41   46   45    74   16
126   28   37   25   23    70    1
127   19   50   54   44    90   18
128   22   28   18   17    65    1
129   28   26   18   19    68    0
130   19   42   29   23    80    2
131   28   40   36   33    93    3
132   33   33   32   32    85    4
133   35   45   51   49    85   16
134   13   14    9    9    65    0
