index 399
DMU 200
input 3
output 3
instance 9
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   20   19   25   34   34   34    98   13
  2   13   50   23   38   38   37    90   11
  3   49   10   23   37   38   39    81   16
  4   18   17   39   36   35   35    66   19
  5   41   19   48   39   39   39    76   12
  6   10   33   21   28   28   27    64   14
  7   35   18   39   39   39   39    93   11
  8   47   33   20   29   30   31    78    4
  9   33   20   25   37   37   37    81   16
 10   32   10   12   23   24   25    85    9
 11   20   32   35   46   45   44    93   18
 12   26   12   38   31   30   30    87    9
 13   30   19   45   44   43   43    89   16
 14   46   15   44   31   31   32    82    3
 15   28   45   24   32   33   32    78    7
 16   33   48   11   36   37   37    67   16
 17   25   14   34   40   39   39    94   17
 18   45   10   42   26   25   26    72    3
 19   11   32   36   21   20   19    68    2
 20   35   13   38   33   32   33    88    8
 21   15   19   37   21   20   19    73    3
 22   44   50   18   40   41   42    74   13
 23   11   33   32   39   38   38    88   16
 24   11   13   40   38   36   35    97   16
 25   40   50   11   34   36   36    97    2
 26   49   22   39   41   41   42    88    9
 27   29   15   26   24   24   24    99    1
 28   46   33   33   37   38   38    91    4
 29   23   45   33   27   27   27    74    2
 30   30   18   45   43   41   42    88   15
 31   10   41   17   34   34   33    68   18
 32   49   23   29   25   26   26    65    4
 33   41   17   13   26   27   28    81    8
 34   46   37   38   32   32   33    68    5
 35   24   35   24   26   26   26    74    5
 36   28   31   28   32   32   32    95    4
 37   33   11   49   31   29   30    86    4
 38   47   44   47   28   28   28    60    0
 39   38   35   37   40   40   40    98    4
 40   26   25   29   21   21   21    76    1
 41   16   33   12   34   34   34    77   18
 42   30   49   21   33   34   34    94    2
 43   40   20   16   20   21   22    76    2
 44   48   49   22   39   40   41    85    6
 45   14   28   18   31   31   31    95   12
 46   31   34   42   28   28   28    73    2
 47   41   26   40   40   40   41    69   16
 48   49   25   13   39   41   42    85   16
 49   11   20   12   12   12   12    78    1
 50   50   44   17   33   35   35    86    2
 51   37   26   41   38   38   38    61   17
 52   33   39   11   24   25   25    70    5
 53   24   48   30   36   36   35    68   12
 54   32   21   18   24   24   25    90    3
 55   17   17   49   23   21   21    76    1
 56   36   49   40   48   48   48    98    7
 57   22   45   14   38   39   38    77   17
 58   28   34   15   28   29   29    65   12
 59   11   37   20   40   40   39    93   18
 60   32   21   48   29   28   28    75    3
 61   22   39   47   36   35   34    97    0
 62   12   32   41   32   30   29    79    8
 63   45   35   16   45   46   47    80   20
 64   14   49   24   45   45   44    94   17
 65   40   42   49   54   53   53    97   11
 66   50   29   47   38   38   39    78    6
 67   38   17   20   29   29   30    73   11
 68   16   28   47   41   39   39    78   16
 69   45   19   35   40   40   41    91   11
 70   50   40   14   37   39   40    96    5
 71   30   21   37   32   32   32    69   12
 72   29   41   33   37   37   37    82    9
 73   32   45   33   53   53   52    99   16
 74   22   25   15   35   36   36    79   19
 75   15   16   45   35   34   33    73   16
 76   42   18   30   26   27   27    70    6
 77   37   43   20   33   34   35    95    2
 78   24   38   34   34   34   33    92    4
 79   29   37   50   33   32   32    69    6
 80   18   11   32   34   33   33    70   19
 81   18   37   13   26   27   26    71   10
 82   13   43   19   40   41   40    87   18
 83   30   12   10   24   25   26    69   13
 84   13   49   42   43   42   41    80   14
 85   25   10   35   29   29   29    70   13
 86   21   50   49   41   40   39    70   12
 87   27   22   14   19   19   20    81    2
 88   13   25   33   31   31   30    75   13
 89   30   30   25   43   44   44    86   19
 90   45   46   22   37   39   39    90    4
 91   26   26   18   30   30   30    69   14
 92   39   20   21   32   33   33    82   11
 93   32   49   47   45   45   44    69   15
 94   27   42   21   24   25   24    67    4
 95   13   18   17   23   22   22    65   12
 96   50   43   24   35   36   36    78    5
 97   34   14   27   19   19   20    67    3
 98   18   27   34   30   29   28    98    3
