index 580
DMU 250
input 5
output 5
instance 10
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   20   34   49   24   32   29   30   27   31   28    78    5
  2   33   29   39   50   37   39   39   39   37   39    66   14
  3   27   15   46   19   33   27   29   26   29   28    77    7
  4   43   49   21   28   13   33   35   36   37   34    87    8
  5   21   43   26   49   27   35   34   35   32   33    87    5
  6   48   33   17   49   21   42   42   44   42   43    66   20
  7   30   37   25   47   40   47   45   46   42   45    80   16
  8   49   22   28   44   27   33   33   35   34   35    73    9
  9   25   28   17   40   28   36   34   36   32   35    85   11
 10   29   43   36   33   15   37   39   38   40   37    66   18
 11   46   37   17   28   19   29   30   31   31   30    71    9
 12   27   35   34   37   24   35   36   35   36   35    85    9
 13   33   42   23   23   28   38   37   38   38   37    78   14
 14   31   38   32   36   20   45   46   46   47   45   100   15
 15   27   33   23   43   15   41   41   42   41   41    97   14
 16   26   49   39   25   22   35   36   35   38   34    71   13
 17   15   50   27   36   38   27   25   25   23   24    71    1
 18   21   24   31   11   48   34   32   31   31   32    99    5
 19   35   29   31   22   24   44   45   45   47   45    93   19
 20   12   13   20   11   19   22   22   22   23   22    76   11
 21   40   49   45   28   10   46   51   48   56   48    99   17
 22   23   18   35   37   39   33   32   32   30   33    93    4
 23   18   10   20   38   26   33   32   33   30   33    71   16
 24   11   37   42   24   21   40   41   38   42   39    81   19
 25   21   16   24   41   41   23   21   22   19   22    64    3
 26   37   27   31   46   26   26   26   26   25   27    69    3
 27   28   16   12   10   13   19   20   20   21   20    68    9
 28   34   34   35   46   19   48   50   49   50   49    89   20
 29   25   40   46   49   50   44   42   42   40   42    77   10
 30   19   48   26   36   46   49   46   47   43   45    96   12
 31   37   20   26   36   23   22   22   23   22   23    68    3
 32   21   18   46   41   30   44   45   43   44   45    97   15
 33   42   40   35   24   19   29   31   30   34   30    75    7
 34   49   50   33   33   18   26   28   28   31   27    69    3
 35   33   43   35   45   42   49   48   49   47   48    81   16
 36   39   13   19   12   45   34   33   34   33   35    77   13
 37   34   16   18   42   44   49   45   49   42   49    97   16
 38   35   13   45   41   35   38   39   38   38   40    99    6
 39   44   47   29   42   12   28   30   30   31   29    77    3
 40   21   34   14   32   15   29   28   29   28   28    70   12
 41   40   37   34   24   46   42   42   42   42   42    73   15
 42   18   22   26   29   45   37   34   35   31   35    97    7
 43   34   18   50   35   16   36   39   36   40   38    68   18
 44   44   45   33   27   11   38   41   40   44   40    82   15
 45   12   49   25   30   40   43   41   41   39   39    90   12
 46   37   36   28   14   27   31   32   32   35   32    92    6
 47   28   20   30   32   34   37   36   36   35   37    74   15
 48   18   49   39   41   34   36   36   35   34   34    89    3
 49   12   14   22   12   22   27   27   26   26   26    76   14
 50   36   47   44   46   40   50   50   50   50   50    78   17
 51   41   32   20   26   49   53   50   53   49   52    96   18
 52   18   37   16   17   12   38   38   38   39   36    94   19
 53   23   40   18   45   25   27   26   27   24   26    75    3
 54   43   18   46   46   44   47   47   47   46   49    95   10
 55   20   36   19   21   12   33   33   33   34   32    65   19
 56   26   25   24   13   29   20   20   20   21   20    68    4
 57   31   22   43   45   18   35   37   36   37   37    77   13
 58   33   30   21   36   33   46   44   46   43   45    86   18
 59   46   15   34   39   14   40   43   43   45   44   100   14
 60   17   19   27   32   15   25   26   25   25   25    99    4
 61   14   35   14   10   42   21   19   20   18   19    72    2
 62   13   41   45   34   28   29   30   28   30   28    93    0
 63   43   24   31   38   20   28   30   30   31   31    97    0
 64   11   18   21   21   11   23   24   23   24   23    97    8
 65   20   37   48   46   27   51   53   51   52   51    92   20
 66   50   27   42   31   18   40   43   42   46   43    78   17
 67   28   35   39   31   18   40   43   41   44   41    81   18
 68   10   33   25   24   45   40   38   38   36   37    82   15
 69   46   11   24   48   42   40   38   41   36   42    85   10
 70   11   44   34   36   46   43   41   40   38   39    91    9
 71   12   21   19   24   28   19   18   19   17   18    64    5
 72   20   40   36   30   31   28   28   27   27   26    81    2
 73   13   37   39   41   40   45   44   43   42   43    76   18
 74   49   36   26   32   19   38   39   39   40   39    65   18
 75   11   35   18   34   46   31   27   29   23   27    82    3
 76   34   43   11   15   11   18   19   19   20   18    64    4
 77   29   12   11   15   48   43   39   42   38   42    89   19
 78   38   45   17   31   46   47   45   47   44   46    81   16
 79   34   20   23   27   38   46   45   46   44   46    91   19
 80   49   34   28   39   28   35   36   37   36   37    81    7
 81   42   36   43   20   43   41   42   41   44   42    81   12
 82   35   18   33   37   22   36   37   37   37   38    84   13
 83   48   17   31   20   13   19   22   21   24   22    65    5
 84   39   22   21   38   44   45   43   45   41   45    86   15
 85   29   15   42   43   11   36   39   37   39   39    79   17
 86   25   31   25   12   25   27   28   27   29   27    78    9
 87   32   36   43   30   37   51   51   50   52   51    99   16
 88   36   47   13   39   29   30   28   31   28   29    84    1
 89   10   19   14   50   44   41   37   39   33   39    70   18
 90   45   35   41   40   47   42   42   42   42   43    91    4
 91   30   28   36   30   45   33   32   32   31   32    80    5
 92   43   14   13   43   30   22   21   23   20   23    64    3
 93   37   36   49   50   28   39   42   40   42   41    99    2
 94   24   37   31   26   43   35   34   34   34   34    62   14
 95   36   25   32   33   22   23   24   24   25   24    72    3
 96   17   35   19   26   12   19   19   19   19   18    63    5
 97   35   15   33   47   37   42   41   42   40   43    70   18
 98   19   39   31   12   46   24   23   22   23   22    69    2
 99   11   12   47   45   38   49   48   46   45   48    99   18
100   32   42   46   32   22   48   51   49   53   49    92   19
101   27   24   47   42   21   31   33   31   33   33    82    7
102   30   19   32   10   26   25   26   25   27   26    67   10
103   37   46   28   39   39   37   36   37   35   36    89    2
104   47   35   31   50   15   43   45   46   46   45    85   15
105   50   13   34   42   14   34   36   36   37   37    77   13
106   49   21   27   33   17   28   30   30   31   31    61   12
107   47   24   40   41   40   33   33   33   33   34    61   10
108   23   34   18   11   31   25   24   24   24   24    63    9
109   11   45   40   16   15   33   35   32   37   32    85   13
110   15   45   19   32   41   33   30   32   28   30    88    3
111   35   37   35   23   45   39   39   39   39   38    87    8
112   41   45   17   32   17   36   36   37   37   36    76   13
113   22   39   33   43   26   39   39   38   38   38    60   19
114   14   13   11   45   27   34   32   33   29   33    63   18
115   13   22   44   27   16   17   19   17   20   18    62    4
116   27   19   15   15   10   29   30   30   31   30    85   15
117   10   36   46   46   31   31   31   29   29   29    82    3
118   19   13   46   16   44   36   36   34   36   36    61   19
119   15   50   15   41   23   41   39   41   37   38    86   14
120   49   13   26   29   32   26   26   27   26   28    74    4
121   45   24   37   43   23   32   33   33   34   34    72    9
122   20   40   15   11   36   18   16   17   16   16    61    1
123   30   38   29   23   31   30   30   30   31   29    69    9
124   34   50   18   18   25   21   21   22   22   20    68    1
125   15   19   23   42   39   21   18   19   16   19    67    0
126   16   43   41   29   37   30   30   29   30   29    75    5
127   21   49   21   20   36   35   33   34   33   32    68   13
128   43   30   15   17   32   39   39   40   40   40    72   19
129   30   41   20   38   24   34   33   34   33   33    69   12
130   31   14   24   31   23   36   36   37   36   37    99   12
131   18   28   31   20   14   34   36   34   37   34    96   14
132   25   25   50   50   40   36   36   35   34   36    60   13
133   47   20   10   27   24   25   25   27   25   27    71    7
134   27   44   28   33   29   35   34   35   34   34    75   10
135   38   45   45   36   40   42   43   42   44   42    83    9
136   25   32   28   34   46   35   33   34   32   34    64   12
137   28   47   49   13   18   33   37   33   41   34    86   10
138   40   29   38   19   37   41   42   41   44   42    98   10
139   25   29   41   12   34   22   23   22   24   22    64    5
140   40   31   12   46   32   38   35   39   34   37    86    8
141   14   19   16   44   22   30   29   30   26   29    73   12
142   43   35   39   41   34   39   40   40   40   40    83    8
143   49   39   39   13   36   24   26   25   28   25    67    2
144   23   17   21   13   42   44   42   43   41   43    95   20
145   48   30   29   29   27   45   46   47   48   47    93   16
146   16   19   22   38   42   38   34   36   30   36   100    7
147   25   34   42   16   17   31   34   32   36   32    70   15
148   40   38   28   34   26   39   40   40   40   40    68   17
149   44   37   43   24   23   40   42   40   44   41    70   18
150   38   17   37   12   28   34   36   34   38   36    82   14
151   42   33   42   44   23   48   50   49   51   50    87   18
152   42   45   38   32   15   35   38   37   41   36    90    7
153   17   24   44   46   18   26   28   26   27   27    83    3
154   37   45   12   34   18   28   27   29   28   27    69    7
155   49   26   25   27   25   45   46   47   48   47    96   17
156   50   45   39   12   39   34   35   34   38   34    62   12
157   27   33   33   37   40   37   36   36   35   36    79    9
158   50   15   45   20   34   48   50   48   53   51    96   19
159   44   34   17   18   26   39   39   41   42   40    99   12
160   34   45   32   41   45   39   38   39   37   38    70   10
161   26   37   22   17   38   45   44   44   44   43    87   19
162   33   21   30   14   23   40   42   40   44   41    93   19
163   27   33   30   22   39   41   41   41   41   40    78   17
164   33   14   16   39   12   18   18   19   18   19    72    2
165   48   37   13   47   11   37   37   39   38   38    75   14
166   50   41   45   30   22   39   42   40   44   41    60   19
167   13   22   50   40   48   27   27   25   24   26    74    1
168   14   35   30   18   27   31   31   30   32   30    77   12
169   27   11   44   38   42   33   33   32   31   34    97    2
170   20   26   13   23   12   34   34   35   34   34    87   18
171   27   32   18   41   36   34   32   34   30   33    72   10
172   48   24   24   29   43   48   46   48   46   49    94   15
173   26   19   38   47   11   29   31   30   31   31    60   14
174   47   21   41   32   47   24   24   24   24   25    61    1
175   39   28   20   10   49   24   22   24   23   24    70    2
176   35   37   38   40   39   31   30   30   30   30    80    0
177   30   18   24   18   25   33   34   34   34   34    73   17
178   40   30   43   35   25   45   47   46   49   47    85   18
179   25   42   25   29   21   33   34   34   34   33    72   13
180   15   19   33   22   23   27   28   27   28   28    95    7
181   12   48   32   22   23   34   35   33   35   32    92    9
182   21   47   46   15   17   26   29   26   32   26    78    6
183   17   20   46   16   49   28   28   26   28   28    74    6
184   41   23   37   50   43   52   51   52   49   53    91   16
185   14   31   44   26   47   35   34   32   32   33    97    2
186   36   14   13   41   28   35   33   36   32   36    75   14
187   14   24   13   11   10   28   28   28   29   27    91   15
188   28   43   12   39   40   45   42   45   40   43    72   19
189   31   20   49   16   31   29   32   29   33   31    73   10
190   50   13   47   23   16   36   41   38   45   41    94   13
191   49   41   22   25   42   36   35   37   35   36    80    6
192   27   36   28   49   32   38   37   38   36   38    68   14
193   28   40   49   20   32   46   48   45   50   46    87   18
194   16   48   37   17   41   23   23   22   23   21    61    3
195   19   27   16   31   27   34   33   34   32   33    67   17
196   35   39   14   11   34   35   34   35   35   34    96    8
197   29   34   20   40   24   23   23   24   22   23    61    5
198   22   20   47   40   45   41   41   40   39   41    62   19
199   24   32   31   33   35   40   39   39   38   39    71   17
200   26   19   15   11   25   23   22   23   23   23    80    7
201   32   43   32   39   37   30   29   30   29   29    63    6
