index 124
DMU 100
input 2
output 2
instance 4
DMU   i1   i2   o1   o2   eff  err
  1   48   12   31   24    72    7
  2   38   29   49   46    95   16
  3   31   44   34   38    94    0
  4   21   12   26   23    84   11
  5   16   19   15   15    85    0
  6   37   50   35   38    83    0
  7   44   35   44   43    63   19
  8   27   36   41   43    84   15
  9   25   28   25   25    75    5
 10   45   26   38   33    88    5
 11   12   36   19   23    61    6
 12   39   15   33   28    72   12
 13   48   28   43   39    73   14
 14   40   43   60   61    97   20
 15   14   30   17   20    82    0
 16   41   47   39   40    62   12
 17   37   46   42   44    69   14
 18   22   47   43   50    91   14
 19   30   48   44   47    69   18
 20   12   25   25   29    89   10
 21   10   22   28   30    72   17
 22   21   21   29   29    73   14
 23   30   33   43   44    83   17
 24   33   18   42   38    97   16
 25   17   22   18   19    89    1
 26   14   36   33   37    64   18
 27   20   12   27   24    93   11
 28   18   48   37   45    96    8
 29   23   16   19   17    82    2
 30   42   17   34   28    95    4
 31   23   13   30   28    90   13
 32   21   33   38   40    73   19
 33   40   17   32   27    76    9
 34   23   29   36   38    99   11
 35   20   16   28   27    64   16
 36   47   15   38   30    87    8
 37   42   37   45   44    72   16
 38   41   42   42   42    94    3
 39   33   25   38   37    75   16
 40   43   27   40   37    68   15
 41   25   13   26   24    75   11
 42   39   21   27   23    79    2
 43   11   19   22   23    62   13
 44   30   20   37   34    97   12
 45   23   23   20   20    82    1
 46   41   18   28   23    80    3
 47   34   30   29   29    72    6
 48   35   30   47   46    97   15
 49   20   37   38   43    87   15
 50   47   47   34   34    70    1
 51   20   24   17   18    74    1
 52   16   13   16   15    80    4
 53   48   30   35   31    83    1
 54   27   48   35   39    69   10
 55   12   43   27   33    70   10
 56   14   19   30   31   100   14
 57   18   27   26   28    86    7
 58   23   43   36   41    88    9
 59   21   45   29   35    82    4
 60   19   21   20   20    90    2
 61   40   21   25   21    64    4
 62   48   40   47   45    81   11
 63   40   13   18   14    63    0
 64   16   32   32   35    74   15
 65   42   18   45   39    80   19
 66   45   27   38   34    80    8
 67   12   28   22   26    77    8
 68   31   38   34   36    86    5
 69   29   22   42   40    92   18
 70   43   21   47   41    91   16
 71   48   19   47   39    96   12
 72   29   48   48   53    93   14
 73   37   18   23   19    67    3
 74   12   36   38   44    99   16
 75   29   19   35   33    75   16
 76   20   24   24   25    77    7
 77   18   31   34   37    66   19
 78   36   29   46   44    99   13
 79   31   11   41   36    90   20
 80   43   47   48   49    84   11
 81   43   16   42   35    94   12
 82   19   12   21   20    70   10
 83   45   35   38   35    90    1
 84   11   44   35   41    66   19
 85   35   29   40   39    78   15
 86   42   22   30   27    63    9
 87   29   38   46   48    85   18
 88   16   31   32   35    75   15
 89   50   40   40   39    64   11
 90   18   50   46   54    85   20
 91   25   44   24   27    67    2
 92   37   16   41   36    87   16
 93   12   45   29   37    93    5
 94   48   26   37   32    82    5
 95   36   40   32   33    72    5
 96   40   24   31   28    70    8
 97   43   34   49   47    74   20
 98   28   18   24   22    85    4
 99   28   36   26   28    81    1
100   11   32   23   28    82    7
