index 99
DMU 50
input 5
output 5
instance 9
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   17   49   29   50   35   33   29   32   31   34    71    5
  2   30   25   16   33   39   25   24   25   23   23    68    5
  3   44   16   35   19   48   33   39   38   36   32    91    8
  4   28   19   47   32   41   26   30   32   32   29    86    1
  5   50   18   14   40   39   41   40   41   40   38    64   20
  6   46   33   30   37   31   33   31   31   32   31    73    6
  7   33   49   26   47   16   60   52   52   55   58    99   20
  8   49   40   29   20   48   28   31   27   25   25    77    0
  9   45   45   20   42   18   47   39   37   40   42    99    7
 10   10   21   19   38   40   27   26   31   28   28    92    4
 11   42   47   19   13   41   30   32   27   24   26    81    3
 12   21   33   42   30   27   34   35   35   36   36    67   14
 13   30   29   11   12   31   36   37   35   32   33    88   16
 14   48   39   29   14   23   32   33   27   29   29    86    5
 15   28   44   36   29   49   51   54   54   51   52    91   19
 16   17   15   45   46   49   18   20   25   23   22    61    0
 17   20   31   17   36   21   36   32   34   34   36    86   12
 18   29   34   45   45   42   33   34   36   35   35    72    6
 19   19   44   29   29   41   39   39   39   37   39    79   13
 20   35   27   37   19   13   29   29   26   30   29    94    4
 21   43   35   42   29   22   48   48   45   49   48    95   15
 22   49   10   21   43   21   44   40   42   44   41    81   19
 23   12   39   33   26   24   37   37   37   37   40    97   11
 24   41   10   23   47   21   33   29   32   35   32    94    5
 25   16   32   18   47   27   33   29   33   32   34    72   11
 26   43   21   41   13   35   28   34   31   31   28    87    5
 27   45   24   40   27   49   32   36   35   34   32    75    7
 28   16   38   21   21   45   30   32   32   28   30    71   11
 29   50   37   27   13   43   27   31   26   24   23    83    0
 30   38   15   30   32   21   19   18   18   20   18    65    1
 31   30   43   30   17   12   24   23   20   22   24    67    5
 32   44   41   31   41   11   45   39   38   42   43    89   11
 33   16   23   15   11   28   23   25   24   22   23    63   12
 34   38   45   28   11   41   39   43   37   35   36    97    8
 35   22   39   11   18   16   20   18   16   15   18    78    1
 36   48   20   37   21   13   36   36   34   38   35    80   14
 37   42   15   12   18   44   30   32   31   28   26    80   10
 38   35   50   25   31   37   35   34   32   31   33    82    4
 39   37   20   17   29   34   40   40   40   39   38    81   18
 40   11   31   11   21   37   36   36   37   33   35    79   18
 41   27   10   49   49   14   27   25   29   34   32    83    3
 42   24   14   23   33   24   37   36   39   39   38    87   17
 43   21   27   42   17   24   29   33   32   33   32    87    9
 44   31   35   13   20   13   36   33   31   32   33    68   18
 45   21   32   43   12   30   28   33   31   31   31    88    7
 46   32   33   16   33   41   36   35   36   33   34    79   11
 47   31   46   47   38   18   46   45   44   47   48    72   19
 48   38   32   33   48   25   24   21   22   24   24    61    1
 49   26   12   49   47   30   37   38   44   46   43    98    8
 50   14   26   39   37   43   27   30   34   31   31    88    2
