index 157
DMU 100
input 3
output 3
instance 7
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   32   48   29   37   38   35    80    7
  2   27   40   22   28   29   27    86    2
  3   21   46   24   46   46   42    95   15
  4   39   43   36   35   35   34    80    3
  5   47   20   24   24   24   27    64    6
  6   27   30   41   26   25   25    78    0
  7   24   43   49   47   47   45    91   11
  8   23   15   50   35   33   35    94    8
  9   28   27   25   37   37   37    71   18
 10   30   18   29   28   27   29    79    8
 11   36   15   13   17   17   19    69    3
 12   32   14   29   20   19   22    80    1
 13   26   35   28   29   30   29    61   11
 14   26   38   25   31   32   30    93    3
 15   17   19   15   20   21   20    96    4
 16   46   42   28   47   47   47    95   10
 17   19   24   12   20   21   20    66    8
 18   29   41   32   40   41   39    81   12
 19   36   24   18   37   37   38    90   14
 20   26   20   27   25   25   26    72    8
 21   19   25   32   41   41   40    95   17
 22   27   30   43   25   24   24    68    2
 23   26   32   30   35   35   35    61   17
 24   27   48   12   22   23   21    63    3
 25   41   41   12   20   21   20    63    0
 26   30   47   35   38   38   35    95    1
 27   45   26   34   47   47   50    93   16
 28   16   50   37   47   47   42    96   12
 29   34   12   11   27   27   29    62   16
 30   41   44   30   41   42   41    60   18
 31   16   23   34   40   40   39    99   16
 32   48   26   15   40   41   43    79   18
 33   12   40   44   39   39   36    68   16
 34   25   41   11   42   43   40    89   18
 35   32   42   26   28   28   27    75    2
 36   24   45   45   51   51   48    97   13
 37   27   42   23   28   29   27    79    3
 38   26   50   28   37   38   35    72   11
 39   15   25   43   29   29   28    65   11
 40   43   39   26   48   48   48    94   14
 41   14   41   33   38   38   35    70   16
 42   28   39   49   57   56   55    96   19
 43   26   47   11   34   36   32    82   10
 44   12   41   47   48   47   44    88   17
 45   46   30   12   38   39   40    67   19
 46   43   10   24   31   31   34    64   16
 47   37   41   23   35   36   35    98    2
 48   23   39   39   43   43   41    75   17
 49   15   12   47   32   31   32    63   17
 50   49   32   29   32   32   34    72    6
 51   17   37   16   25   25   22    91    2
 52   18   48   43   48   48   44    78   18
 53   33   33   37   39   39   39    93    7
 54   26   16   43   43   41   43    86   19
 55   48   15   47   30   29   34    82    2
 56   22   27   19   32   32   32    66   17
 57   17   36   23   42   42   39    89   18
 58   11   34   46   29   29   27    71    7
 59   44   28   20   38   38   40    67   18
 60   37   43   34   42   42   41    98    4
 61   41   37   39   33   33   34    86    0
 62   35   23   37   47   47   49    95   18
 63   31   14   14   21   21   23    77    7
 64   22   24   26   26   26   26    80    7
 65   32   49   19   39   41   37    99    5
 66   30   25   48   44   43   45    96   12
 67   39   41   27   31   31   31    80    2
 68   39   28   27   30   30   31    80    5
 69   19   34   38   35   35   33    96    5
 70   19   32   49   34   33   32    89    4
 71   13   38   42   40   40   37    87   12
 72   41   31   15   30   31   32    99    2
 73   10   45   14   38   39   33    97   13
 74   42   11   29   34   34   38    73   16
 75   29   32   38   36   36   36    82    9
 76   46   20   32   50   50   54   100   19
 77   11   16   29   19   19   18    92    2
 78   17   34   12   35   36   33    85   16
 79   19   12   47   23   22   23    68    6
 80   38   17   18   31   32   34    93   10
 81   26   10   35   18   17   19    62    4
 82   39   49   16   47   49   46    85   17
 83   38   36   27   44   44   44    85   15
 84   42   20   14   30   30   32    61   15
 85   10   35   48   35   35   33    69   13
 86   46   50   23   40   41   40    79    8
 87   22   38   48   37   37   35    96    2
 88   38   24   39   49   49   51    99   17
 89   35   34   21   33   34   33    67   13
 90   40   13   37   43   42   47    97   16
 91   36   30   19   20   20   21    71    0
 92   16   11   49   26   24   26    99    2
 93   18   20   20   36   36   36    98   17
 94   32   29   37   49   48   49    95   18
 95   18   17   39   27   26   27    75    9
 96   40   24   44   35   34   37    90    4
 97   16   13   29   26   26   26    64   14
 98   26   42   47   47   47   45    82   15
 99   14   26   18   27   28   26    71   13
100   12   42   50   33   32   29    87    1
