index 68
DMU 50
input 4
output 4
instance 8
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   41   49   33   42   32   34   33   35    68    6
  2   46   31   25   49   26   29   26   25    63    3
  3   24   11   46   44   39   34   35   31    90    5
  4   43   19   27   29   33   35   33   31    88    7
  5   35   16   16   17   37   40   38   36   100   17
  6   17   41   21   48   31   31   31   34    78    8
  7   19   14   31   48   35   33   32   29    88    7
  8   39   18   20   11   17   20   18   17    69    3
  9   17   22   13   30   26   27   26   26    90    8
 10   30   13   23   20   31   31   31   29    62   17
 11   23   30   31   48   27   26   26   26    74    2
 12   47   26   15   43   26   30   26   25    77    2
 13   31   25   37   30   37   35   36   35    88    8
 14   26   48   12   17   19   23   23   28    93    1
 15   38   28   25   29   34   37   35   34    91    8
 16   43   34   49   16   37   35   37   37    95    2
 17   26   11   44   28   27   25   25   23    62    7
 18   28   31   26   27   25   25   25   26    63    8
 19   35   22   37   25   40   39   40   38    73   17
 20   18   14   11   29   26   27   26   25    64   15
 21   34   31   11   14   14   17   16   17    71    1
 22   31   40   39   13   43   41   44   46    96   14
 23   10   41   26   26   32   30   32   35    64   16
 24   20   27   32   46   32   31   31   30    76    7
 25   49   48   39   23   39   40   40   42    82    8
 26   21   17   49   16   35   30   33   31    95    6
 27   20   12   20   31   31   31   30   29    63   17
 28   42   37   23   28   26   29   27   28    71    5
 29   26   10   50   47   43   39   39   35    76   12
 30   40   17   43   12   27   27   27   25    63    8
 31   22   28   47   46   41   37   38   37    82    8
 32   25   29   14   41   24   25   24   24    69    6
 33   35   36   17   35   36   39   37   38    77   15
 34   36   23   36   39   49   48   47   45    89   17
 35   22   25   44   47   43   39   40   38    98    5
 36   41   44   48   11   44   43   45   46    73   18
 37   28   15   42   42   40   37   37   34    79   11
 38   15   49   22   30   21   21   22   26    64    5
 39   33   11   46   13   37   33   35   31    94    8
 40   28   41   47   27   37   35   37   38    61   15
 41   43   13   11   46   38   43   38   34    83   15
 42   27   48   29   32   38   39   39   42    65   18
 43   19   37   31   18   41   39   41   44    82   20
 44   42   22   18   28   20   23   21   20    67    3
 45   24   35   46   20   31   28   31   32    85    3
 46   27   31   19   14   24   25   25   26    72    9
 47   15   34   27   44   39   38   38   39    79   15
 48   46   40   21   20   28   33   31   32    85    5
 49   24   28   27   16   30   30   31   32    66   15
 50   45   44   48   23   38   37   38   39    82    5
