index 188
DMU 100
input 4
output 4
instance 8
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   22   28   47   46   36   36   38   38    82    8
  2   25   29   14   41   43   42   39   43    83   20
  3   35   36   17   35   42   40   38   41    76   17
  4   36   23   36   39   39   40   40   39    66   17
  5   22   25   44   47   34   35   36   36    62   14
  6   41   44   48   11   43   45   47   43    94   10
  7   28   15   42   42   36   38   39   36    88    9
  8   15   49   22   30   43   39   39   45    93   16
  9   33   11   46   13   18   20   23   17    60    3
 10   28   41   47   27   36   37   38   37    62   15
 11   43   13   11   46   42   42   38   39    87   15
 12   27   48   29   32   36   34   33   37    85    7
 13   19   37   31   18   35   35   36   37    92   12
 14   42   22   18   28   40   40   38   37    95   12
 15   24   35   46   20   35   36   38   36    64   16
 16   27   31   19   14   25   24   24   24    72    8
 17   15   34   27   44   34   32   32   36    96    6
 18   46   40   21   20   39   38   36   37    89    9
 19   24   28   27   16   38   38   39   38    88   17
 20   45   44   48   23   49   50   52   49    90   13
 21   18   13   40   38   36   38   39   37    68   19
 22   50   28   38   19   44   47   47   42    99   10
 23   40   12   24   27   33   35   34   31    86   10
 24   38   43   41   45   37   36   36   37    88    0
 25   12   13   23   14   14   15   16   15    84    2
 26   21   46   14   26   32   29   27   33    84    9
 27   32   45   13   21   24   21   20   23    70    3
 28   26   13   32   19   32   34   36   32    96   11
 29   27   39   48   23   30   30   33   31    82    3
 30   29   14   44   11   20   23   26   21    67    5
 31   33   15   32   17   34   36   38   33    99   10
 32   35   22   29   35   39   39   39   38    90   11
 33   16   32   23   16   34   33   34   35    95   14
 34   20   25   44   26   36   37   40   37    78   15
 35   24   15   25   44   21   21   21   21    64    4
 36   14   14   26   12   14   15   17   15    84    1
 37   26   13   24   26   21   22   22   21    90    1
 38   44   39   12   38   29   27   24   27    74    2
 39   42   24   27   21   34   35   35   33    75   12
 40   44   20   33   27   48   51   51   46    99   17
 41   26   22   40   44   50   51   52   51    95   20
 42   19   45   32   20   39   37   38   41    95   12
 43   25   41   40   46   40   39   39   42    89    7
 44   49   17   16   28   31   32   30   28    73    9
 45   41   21   40   19   38   41   42   37    84   13
 46   20   10   41   29   26   28   30   27    76    8
 47   44   16   25   35   21   22   21   20    61    2
 48   22   17   30   21   19   21   22   20    89    0
 49   21   50   36   22   29   27   29   31    86    2
 50   37   31   31   40   41   41   40   40    62   19
 51   11   39   30   19   30   28   30   32    97    7
 52   14   19   23   39   15   15   15   16    62    1
 53   14   39   15   17   25   22   22   26    87    6
 54   34   46   44   23   31   31   32   31    82    1
 55   32   35   34   34   33   33   33   33    95    1
 56   35   12   24   20   23   25   24   22    61    9
 57   50   22   40   29   38   41   42   37    91    6
 58   30   19   29   46   34   34   34   34    68   13
 59   41   36   34   14   49   50   51   48    99   18
 60   18   16   20   47   37   37   35   38    88   15
 61   27   42   30   36   45   43   43   45    91   14
 62   47   17   17   42   30   31   28   28    74    6
 63   43   34   20   43   39   39   36   38    72   13
 64   48   27   29   35   48   49   47   46    91   15
 65   50   14   31   49   39   41   40   38    74   12
 66   32   40   39   27   42   42   43   43    88   12
 67   38   43   13   47   55   52   47   54    99   18
 68   24   40   31   12   25   24   26   26    91    1
 69   48   20   12   33   25   25   22   22    80    0
 70   31   47   30   17   30   29   29   31    90    2
 71   17   28   26   38   45   44   44   46    94   20
 72   46   47   16   48   47   44   40   45    89   10
 73   26   48   36   42   28   26   26   29    69    2
 74   14   22   44   45   28   29   31   31    81    5
 75   23   28   46   21   23   24   27   24    76    2
 76   23   20   42   36   36   37   38   37    62   18
 77   47   44   41   26   48   48   49   47    87   13
 78   27   41   47   23   48   48   51   49    90   18
 79   28   49   22   41   28   26   24   29    71    3
 80   25   38   49   11   44   46   49   46    91   18
 81   39   25   46   35   45   47   49   45    85   15
 82   15   27   36   12   21   21   24   22    85    3
 83   28   13   40   45   31   32   33   31    61   12
 84   19   29   18   20   34   32   32   34    76   17
 85   28   20   37   30   37   39   40   37    93   11
 86   30   14   47   31   38   41   43   39    74   17
 87   32   36   40   24   27   28   29   28    66    6
 88   12   28   22   48   26   24   23   27    85    3
 89   11   42   39   19   26   25   28   29    87    4
 90   13   19   31   38   24   24   25   25    70    7
 91   46   48   31   45   47   45   43   46    96    5
 92   49   17   27   36   37   39   37   35    78   11
 93   35   34   33   15   30   30   31   29    88    4
 94   23   19   23   32   23   23   23   23    62    8
 95   29   33   13   19   36   35   33   35    72   18
 96   31   17   16   23   24   25   24   23    63   10
 97   48   41   29   38   44   43   41   42    88    8
 98   22   24   40   32   36   37   39   38    80   14
 99   38   25   21   41   29   29   27   28    78    4
100   15   47   17   21   22   19   19   23    63    6
