index 308
DMU 150
input 4
output 4
instance 8
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   33   15   32   17   30   26   29   28    98    5
  2   35   22   29   35   32   32   31   30    99    1
  3   16   32   23   16   24   25   25   26    89    6
  4   20   25   44   26   33   31   33   32    85    8
  5   24   15   25   44   24   24   23   20    81    0
  6   14   14   26   12   15   13   15   14    89    0
  7   26   13   24   26   31   30   30   29    85   11
  8   44   39   12   38   47   50   47   49    90   18
  9   42   24   27   21   31   30   31   31    92    5
 10   44   20   33   27   46   43   45   44    99   14
 11   26   22   40   44   35   34   34   31    99    0
 12   19   45   32   20   31   32   33   35    91    7
 13   25   41   40   46   49   50   49   49    97   12
 14   49   17   16   28   36   36   35   35    64   18
 15   41   21   40   19   26   24   26   26    66    6
 16   20   10   41   29   37   33   35   32    95   10
 17   44   16   25   35   33   31   31   30    83    6
 18   22   17   30   21   22   20   21   21    76    4
 19   21   50   36   22   27   28   28   30    74    5
 20   37   31   31   40   27   27   26   26    69    2
 21   11   39   30   19   20   21   21   23    84    1
 22   14   19   23   39   23   24   23   21    75    4
 23   14   39   15   17   16   19   18   20    72    3
 24   34   46   44   23   39   39   41   42    85   10
 25   32   35   34   34   30   30   30   30    86    1
 26   35   12   24   20   21   19   20   19    71    4
 27   50   22   40   29   33   31   32   31    65    9
 28   30   19   29   46   28   28   27   25    81    1
 29   41   36   34   14   23   22   24   25    75    1
 30   18   16   20   47   30   31   29   26    74    9
 31   27   42   30   36   44   46   45   46    84   17
 32   47   17   17   42   43   43   41   39    90   13
 33   43   34   20   43   40   42   40   40    88    9
 34   48   27   29   35   30   29   29   29    72    4
 35   50   14   31   49   48   46   45   42    82   15
 36   32   40   39   27   39   39   40   41    73   15
 37   38   43   13   47   41   45   41   42    73   16
 38   24   40   31   12   21   21   22   24    74    3
 39   48   20   12   33   39   39   38   37    85   14
 40   31   47   30   17   30   31   31   34    68   11
 41   17   28   26   38   43   44   43   42    83   20
 42   46   47   16   48   34   38   34   36    89    0
 43   26   48   36   42   52   54   53   54    94   17
 44   14   22   44   45   35   34   34   32    68   12
 45   23   28   46   21   30   28   30   30    64   11
 46   23   20   42   36   44   41   43   40    91   14
 47   47   44   41   26   39   38   39   40    63   15
 48   27   41   47   23   32   31   33   34    79    6
 49   28   49   22   41   24   27   25   27    70    1
 50   25   38   49   11   36   34   38   39    78   14
 51   39   25   46   35   55   52   54   52    98   18
 52   15   27   36   12   21   19   21   22    78    4
 53   28   13   40   45   49   46   47   43    81   20
 54   19   29   18   20   28   29   28   29    87   10
 55   28   20   37   30   30   29   30   28    63   11
 56   30   14   47   31   23   20   22   20    70    0
 57   32   36   40   24   37   35   37   38    92    7
 58   12   28   22   48   26   29   26   25    84    2
 59   11   42   39   19   30   30   32   33    86    8
