index 453
DMU 40
input 5
output 5
instance 3
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   40   44   28   50   31   27   28   27   24   27    67    1
  2   38   33   44   33   33   25   24   24   25   24    65    1
  3   44   39   36   37   25   39   38   40   37   38   100    3
  4   13   16   26   13   35   25   25   24   29   26    98    5
  5   33   32   37   27   28   48   47   48   48   47    95   18
  6   35   39   30   22   23   32   31   32   32   31    61   14
  7   20   14   11   49   14   35   38   36   32   38    79   18
  8   37   25   31   41   24   36   37   37   35   37    92    7
  9   40   28   36   47   31   41   42   41   40   42    68   16
 10   40   39   21   37   44   49   52   49   48   50    84   19
 11   16   18   31   26   28   23   23   23   24   24    71    6
 12   28   42   45   50   22   48   46   48   45   47    83   16
 13   32   49   47   42   14   48   43   47   43   44    90   13
 14   50   35   14   25   27   38   40   39   37   38    87   13
 15   47   37   42   43   40   42   43   42   42   43    63   16
 16   13   39   45   13   50   45   42   43   48   43    76   20
 17   43   40   36   28   20   42   40   42   40   40    67   19
 18   35   33   43   47   13   47   45   47   44   46    82   18
 19   34   12   42   44   17   41   41   41   41   42    70   20
 20   25   43   38   11   19   32   29   31   31   29    60   15
 21   45   38   20   19   30   35   36   35   35   34    78   12
 22   12   19   35   13   37   35   33   33   39   34    88   14
 23   42   35   23   22   44   41   43   41   42   41    80   15
 24   47   18   20   35   36   43   47   45   45   46    88   17
 25   12   40   37   34   47   41   41   40   42   41    70   17
 26   29   11   35   13   25   27   27   27   31   28    79   10
 27   18   29   17   15   34   35   35   34   36   35    66   20
 28   22   42   13   42   19   29   29   29   23   28    91    3
 29   46   46   46   14   45   56   54   55   60   54    98   18
 30   48   49   22   12   20   36   34   35   34   33    65   16
 31   33   16   14   31   17   30   33   31   29   32    98    9
 32   46   49   36   35   44   49   49   48   48   48    85   13
 33   37   47   47   32   30   53   50   53   52   51    87   19
 34   41   20   50   36   23   31   29   31   32   31    69    7
 35   16   20   31   14   46   27   27   26   31   27    67   10
 36   49   39   39   43   40   43   44   44   43   44    75   12
 37   35   23   11   16   20   24   25   24   23   24    73    9
 38   33   49   28   48   17   34   32   34   28   32    85    3
 39   20   20   48   36   14   26   22   25   25   25    85    1
 40   30   44   29   25   40   40   39   39   40   38    82   12
