index 279
DMU 150
input 3
output 3
instance 9
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   42   15   12   26   25   29    87    8
  2   18   44   35   44   46   41    99   12
  3   50   25   31   42   41   44    68   18
  4   37   37   20   36   36   36    95    9
  5   17   29   34   32   33   31    76   11
  6   11   31   11   29   30   26   100   13
  7   21   37   27   37   38   35    98   10
  8   10   49   49   50   52   46    83   18
  9   14   24   14   25   26   24    69   14
 10   23   33   24   29   30   28    94    5
 11   21   27   42   38   39   38    86   10
 12   17   24   31   34   34   33    61   18
 13   35   13   20   27   26   29    62   13
 14   13   21   32   22   23   22    75    4
 15   43   12   30   29   28   33    90    3
 16   32   33   16   34   34   34    79   15
 17   33   41   31   27   28   27    72    3
 18   46   47   38   34   33   33    77    1
 19   18   38   32   24   25   23    69    4
 20   33   48   25   42   43   41    84   15
 21   26   12   49   41   41   44    98    8
 22   47   30   14   32   30   33    87    8
 23   26   39   37   32   33   31    77    6
 24   43   21   18   21   20   23    70    3
 25   41   36   14   24   23   24    83    2
 26   23   49   27   29   30   26    89    1
 27   49   42   31   54   53   54    92   18
 28   17   38   36   44   45   42    81   19
 29   41   11   36   24   23   26    66    3
 30   22   29   44   41   42   41    93    9
 31   45   31   47   52   52   54    85   16
 32   44   22   37   36   35   38    65   13
 33   25   21   33   29   29   30    73    9
 34   15   17   39   26   27   26    70    7
 35   13   47   28   33   35   30    75   12
 36   30   30   32   47   48   48    92   19
 37   31   29   33   46   46   46    94   16
 38   37   37   18   40   39   39    92   14
 39   38   29   22   34   34   35    90    9
 40   11   48   38   31   33   28    70    8
 41   20   19   25   42   42   42   100   20
 42   13   50   23   24   25   21    63    7
 43   49   10   23   32   30   36    84    9
 44   18   17   39   38   38   38    99   10
 45   41   19   48   34   34   37    75    5
 46   10   33   21   24   25   21    96    4
 47   35   18   39   47   46   49    88   18
 48   47   33   20   39   38   40    69   18
 49   33   20   25   34   34   35    67   17
 50   32   10   12   19   17   21    80    5
 51   20   32   35   34   34   33    69   13
 52   26   12   38   31   31   33    74   10
 53   30   19   45   32   32   34    76    6
 54   46   15   44   50   48   53    97   13
 55   28   45   24   31   31   29    73    9
 56   33   48   11   27   27   25    72    8
 57   25   14   34   29   29   31    97    3
 58   45   10   42   29   28   32    68    5
 59   11   32   36   33   34   32    72   13
 60   35   13   38   40   39   42    76   16
 61   15   19   37   36   37   36    79   15
 62   44   50   18   35   34   33    78    9
 63   11   33   32   30   31   28    79    9
 64   11   13   40   32   33   33    84   11
 65   40   50   11   37   37   36    68   18
 66   49   22   39   50   49   53    85   18
 67   29   15   26   40   40   42    92   18
 68   46   33   33   29   29   30    75    2
 69   23   45   33   36   37   34    79   10
 70   30   18   45   38   38   40    93    6
 71   10   41   17   34   35   31    82   17
 72   49   23   29   40   38   42    95    8
 73   41   17   13   27   25   29    97    6
 74   46   37   38   44   44   45    75   14
 75   24   35   24   20   20   19    72    1
 76   28   31   28   33   33   33    63   15
 77   33   11   49   49   49   52    88   18
 78   47   44   47   51   50   51    66   20
 79   38   35   37   31   30   31    83    0
 80   26   25   29   28   28   28    99    1
 81   16   33   12   22   22   21    67   10
 82   30   49   21   34   34   32    86    8
 83   40   20   16   27   25   28    83    7
 84   48   49   22   49   48   48    94   15
 85   14   28   18   20   21   19    74    6
 86   31   34   42   40   40   40    81   10
 87   41   26   40   46   46   48    84   15
 88   49   25   13   39   37   41    89   16
 89   11   20   12   23   24   22    90   11
 90   50   44   17   35   34   35    62   15
 91   37   26   41   40   40   41    99    4
 92   33   39   11   25   24   23    87    4
 93   24   48   30   29   30   27    77    4
 94   32   21   18   27   27   28    81    9
 95   17   17   49   49   50   50    99   17
 96   36   49   40   44   45   43    86    9
 97   22   45   14   20   20   18    67    4
 98   28   34   15   35   35   34    69   19
 99   11   37   20   40   42   37    99   19
100   32   21   48   45   45   47    86   13
101   22   39   47   46   48   45    90   12
102   12   32   41   35   36   33    81   10
103   45   35   16   31   30   31    90    5
104   14   49   24   26   28   22    93    1
105   40   42   49   42   42   42    75    8
106   50   29   47   50   49   52    71   19
107   38   17   20   20   19   21    69    3
108   16   28   47   44   45   43    86   15
