index 482
DMU 250
input 2
output 2
instance 2
DMU   i1   i2   o1   o2   eff  err
  1   36   44   55   55    96   17
  2   25   49   36   36    68   12
  3   30   28   43   43    82   19
  4   39   35   40   40    70   14
  5   23   26   24   24    74    6
  6   30   38   34   34    73   10
  7   13   26   25   24    62   13
  8   17   50   29   28    93    0
  9   11   32   22   22    85    5
 10   44   13   37   37    65   17
 11   49   43   34   34    73    0
 12   47   48   50   50    87    9
 13   28   11   19   20    75    4
 14   41   46   52   52    78   18
 15   38   29   33   33    84    4
 16   44   36   41   41    77   10
 17   33   36   34   34    72    9
 18   45   11   31   32    77    8
 19   19   26   22   22    69    7
 20   22   13   27   28    85   12
 21   19   40   29   29   100    1
 22   48   32   33   34    76    2
 23   30   36   29   29    84    2
 24   18   47   31   30    98    1
 25   16   47   41   40    99   12
 26   42   50   59   59    89   19
 27   34   27   31   31    80    6
 28   18   43   28   27    83    4
 29   16   15   13   13    62    3
 30   34   33   42   42    79   15
 31   40   49   39   38    81    3
 32   38   34   38   38    61   16
 33   15   14   11   12    72    1
 34   23   13   24   25    72   11
 35   39   35   44   44    70   18
 36   14   19   19   19    76    7
 37   20   50   25   25    68    3
 38   10   11   20   20    82   11
 39   27   50   43   43    90   10
 40   12   41   23   23    74    5
 41   45   33   27   27    63    2
 42   26   20   33   33    85   13
 43   39   38   34   34    62   10
 44   30   49   44   44    89   10
 45   19   30   36   36    77   18
 46   13   41   33   32    84   12
 47   42   43   48   48    68   19
 48   40   44   38   38    60   13
 49   46   35   49   49    94   10
 50   28   24   36   36    89   13
 51   24   13   30   30    61   18
 52   19   39   32   31    68   13
 53   16   21   22   22    64   10
 54   35   38   29   29    61    7
 55   24   30   32   32    77   12
 56   21   25   26   26    81    8
 57   35   31   47   47    81   20
 58   33   19   43   43    91   18
 59   49   34   44   44    87    7
 60   24   34   28   28    99    0
 61   36   22   33   34    71   12
 62   42   24   45   45    72   20
 63   31   39   43   43    71   19
 64   15   13   33   33    94   20
 65   42   27   25   26    63    3
 66   37   46   41   41    99    1
 67   37   43   34   34    61   10
 68   26   39   32   32    85    5
 69   47   13   40   41    96    9
 70   24   41   31   30    92    2
 71   14   14   30   30    82   19
 72   50   41   36   36    74    2
 73   43   18   31   32    75    7
 74   15   30   28   27    63   14
 75   38   26   29   29    61    9
 76   12   18   18   18    65    9
 77   12   29   19   18    92    1
 78   48   14   36   37    75   11
 79   46   13   28   29    76    4
 80   23   45   36   36    71   13
 81   45   40   50   50    98    8
 82   14   17   17   17    63    7
 83   35   40   52   52    89   19
 84   23   33   34   34    66   16
 85   27   33   30   29    66   10
 86   21   37   44   43    95   17
 87   13   49   39   38    72   18
 88   46   50   51   51    88    9
 89   18   35   37   37    87   15
 90   21   39   36   35    89   10
 91   45   38   28   28    66    0
 92   17   36   39   38    78   19
 93   19   36   43   43    96   18
 94   15   13   19   19    86    7
 95   13   43   38   37    85   16
 96   16   14   15   15    67    5
 97   11   37   20   19    62    6
 98   35   26   29   29    87    2
 99   17   24   29   28    68   15
100   25   22   25   25    64   10
101   44   14   32   33    74    9
102   47   43   52   52    71   20
103   20   42   36   36    86   11
104   14   19   27   27    63   17
105   16   37   35   34    90   12
106   32   23   41   41    95   14
107   44   46   50   50    75   16
108   37   31   47   47    91   16
109   40   26   46   46    83   18
110   48   45   45   45    85    5
111   41   17   33   34    96    4
112   35   23   30   30    79    6
113   45   34   35   35    85    1
114   39   48   36   36    70    6
115   43   31   36   37    96    0
116   32   19   29   29    64   12
117   15   10   30   30    80   20
118   50   49   53   53    83   12
119   17   18   30   30    87   15
120   27   49   38   37    84    7
121   11   46   23   22    75    3
122   15   47   34   33    91    8
123   40   20   44   45    84   18
124   40   44   29   28    66    1
125   49   17   46   47    99   11
126   47   12   35   36    91    6
127   36   42   41   41    65   16
128   25   31   30   29    71   10
129   15   34   28   28    75   11
130   22   21   30   30    87   11
131   23   33   28   28    75    8
132   14   35   26   26    69   10
133   18   42   45   44    98   17
134   35   36   32   32    77    5
135   32   30   43   43    89   15
136   42   32   38   38    87    5
137   22   42   39   38    68   18
138   33   37   29   29    60    8
139   38   48   44   44    68   15
140   11   31   36   36    93   18
141   35   37   40   40    91    7
142   47   28   39   39    98    1
143   11   45   41   40    86   19
144   45   11   40   41    90   13
145   14   36   20   20    64    5
146   32   40   37   37    64   14
147   20   30   33   33    84   13
148   43   40   46   46    91    8
149   28   21   35   35    67   18
150   18   22   21   21    67    8
151   39   17   19   19    61    1
152   22   29   41   41    99   16
153   36   29   38   39    83   11
154   24   20   31   31    80   13
155   28   11   34   34   100   13
156   20   48   33   32    64   12
157   20   18   26   27    86   10
158   47   29   31   31    60    7
159   36   14   21   22    77    1
160   28   15   35   35    77   18
161   42   14   39   39    96   10
162   25   43   35   35    93    5
163   27   43   32   32    62   11
164   32   44   47   47    82   17
165   17   26   17   17    63    4
166   20   28   33   33    97   10
167   33   32   50   50    99   18
168   32   16   30   30    75   11
169   37   13   29   30    65   12
170   39   33   45   45    95   10
171   28   14   32   33    70   17
172   44   44   54   54   100   10
173   20   35   42   42    94   17
174   39   23   36   36    96    5
175   36   23   44   44    98   14
176   23   36   35   35    82   12
177   29   26   34   34    80   12
178   38   48   43   43    88    6
179   23   41   24   23    74    1
180   41   18   38   38    71   16
181   50   18   34   34    71    8
182   16   48   34   33    90    7
183   29   42   35   35    75    9
184   12   38   32   32    69   16
185   18   49   27   27    74    4
186   18   33   36   36    70   19
187   27   14   39   40    99   18
188   46   20   46   47    76   20
189   46   47   56   56    88   15
190   32   29   27   27    69    6
191   28   20   31   31    64   15
192   33   34   43   43    99   10
193   16   16   15   15    90    1
194   18   28   27   27    91    7
195   19   44   22   21    63    3
196   33   20   27   28    92    2
197   38   39   33   33    81    2
198   46   33   38   38    81    5
199   41   43   45   45    68   17
200   19   45   38   38    90   11
201   20   49   27   27    81    1
202   35   21   37   37    83   13
203   40   38   46   46    80   15
204   17   12   22   22    78   10
205   41   39   51   51    87   16
206   48   30   31   31    76    0
207   47   29   46   47    67   20
208   12   47   24   24    90    0
209   27   29   37   37    97   10
210   49   24   46   46    73   18
211   18   29   37   37    87   17
212   28   24   21   21    69    3
213   19   19   22   22    86    6
214   20   16   33   33    91   16
215   41   14   25   25    84    0
216   46   32   48   48    88   13
217   44   47   32   32    65    3
218   34   21   36   36    92   10
219   15   30   19   19    81    2
220   37   43   36   36    71    8
221   41   12   35   36    71   15
222   17   18   34   34    90   18
223   45   32   39   39    70   11
224   40   20   24   25    62    5
225   20   49   36   35    76   11
226   20   22   34   33    84   16
227   25   15   29   29    64   16
228   28   27   41   41    83   18
229   15   13   30   30    90   17
230   39   26   36   36    78   10
231   28   17   30   31    92    9
232   40   31   34   35    65   11
233   30   42   45   45    74   19
234   13   16   20   20    95    6
235   40   21   27   27    68    5
236   43   26   53   53    94   19
237   11   40   42   41    97   19
238   42   21   33   34    62   13
239   38   38   49   49    83   17
240   22   50   39   38    61   18
241   34   31   46   47    87   18
242   41   33   55   55    98   18
243   47   34   53   54    88   17
244   26   37   29   29    78    5
245   49   13   39   40    64   18
