index 91
DMU 50
input 5
output 5
instance 1
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   33   32   45   19   38   49   48   45   47   47    87   18
  2   19   44   12   50   27   36   36   41   41   39    86   13
  3   18   23   20   18   17   15   14   14   15   14    65    2
  4   49   48   35   30   47   48   49   47   49   45    89   11
  5   34   38   26   35   48   31   34   32   33   31    88    1
  6   32   25   41   23   44   44   45   41   42   42    96   11
  7   29   34   25   38   47   40   43   42   42   41    93   10
  8   23   35   30   42   35   27   27   28   28   29    73    4
  9   15   34   16   18   20   32   30   31   33   30    96   12
 10   32   12   49   21   33   28   28   25   24   28    84    1
 11   40   35   31   13   31   35   35   32   34   31    89    7
 12   12   29   46   38   24   35   32   34   34   37    70   13
 13   22   32   14   35   38   37   38   39   39   37    84   15
 14   37   45   34   14   44   36   36   32   36   32    81    7
 15   35   40   12   43   47   38   41   41   41   38    72   15
 16   38   32   37   44   11   32   30   35   32   35    89    3
 17   38   43   21   26   34   43   44   43   44   41    76   19
 18   29   37   13   43   14   42   42   47   45   44    92   19
 19   34   34   23   10   37   37   38   34   37   34    74   16
 20   31   23   16   12   45   23   28   22   24   21    92    1
 21   13   11   48   34   27   41   39   40   38   45    90   16
 22   33   44   14   16   23   36   35   35   37   33    72   17
 23   33   43   42   14   37   24   22   20   23   21    66    0
 24   23   23   29   45   13   33   31   36   33   37    91    9
 25   24   34   41   20   14   40   36   37   38   40    76   18
 26   29   23   36   47   41   35   36   37   35   37    79    8
 27   50   49   35   24   45   41   42   39   41   38    78    9
 28   42   49   21   46   50   30   32   32   33   29    77    0
 29   44   36   26   23   25   40   41   40   40   38    90   12
 30   17   12   47   40   41   29   30   29   27   33    89    1
 31   37   29   11   33   15   18   19   21   19   18    67    2
 32   31   29   30   49   30   51   52   55   53   55   100   19
 33   29   44   19   24   29   34   33   33   35   32    86    9
 34   22   36   37   23   36   41   39   38   40   40    98   10
 35   24   42   36   24   40   44   42   40   43   42    90   13
 36   32   49   13   20   25   44   44   44   47   41    90   20
 37   17   44   16   11   36   32   31   29   33   29    76   13
 38   21   47   44   36   40   46   43   43   45   46    77   16
 39   31   15   39   20   17   17   17   16   15   17    65    0
 40   12   44   17   29   28   23   22   23   25   23    60    8
 41   42   31   43   36   48   51   53   50   50   51    82   18
 42   31   47   29   18   44   30   30   27   31   27    83    2
 43   49   16   30   44   35   40   44   44   41   42    74   16
 44   14   49   33   28   39   41   38   38   41   40    68   18
 45   20   21   37   20   36   31   31   29   30   31    75   10
 46   10   22   45   23   31   36   33   32   34   36    69   16
 47   35   42   44   30   40   44   42   41   43   42    96    6
 48   15   34   27   26   44   24   24   23   25   24    71    4
 49   38   35   30   48   31   39   40   43   41   41    95    6
 50   44   25   23   34   35   38   41   40   39   38    74   15
