index 576
DMU 250
input 5
output 5
instance 6
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   28   16   24   36   35   36   38   36   36   36    68   18
  2   26   21   49   33   45   29   28   27   28   27    80    0
  3   44   25   45   11   21   36   35   37   37   36    62   18
  4   44   24   18   26   33   27   29   28   28   28    80    5
  5   22   46   35   17   49   41   38   38   39   40    68   15
  6   42   41   28   41   21   25   26   27   26   26    70    2
  7   26   14   38   31   26   44   44   44   44   43    90   20
  8   23   25   20   39   41   19   20   18   18   19    61    1
  9   28   37   19   50   22   33   35   34   34   34    65   14
 10   28   28   26   19   42   27   26   26   26   27    72    5
 11   28   40   33   33   35   42   41   42   42   42    99    8
 12   45   13   14   49   27   34   39   36   36   36    69   17
 13   15   23   38   46   11   28   28   28   28   26    61   12
 14   28   35   35   22   44   38   36   36   37   38    98    4
 15   48   19   29   28   35   30   32   32   31   31    90    3
 16   14   44   46   15   36   39   35   37   38   38    62   17
 17   38   28   28   31   21   38   40   40   40   39    95   12
 18   42   25   43   24   28   47   46   48   47   46    95   16
 19   50   19   35   42   40   33   37   35   34   34    93    1
 20   45   45   27   39   13   28   29   31   30   29    79    3
 21   42   12   37   35   10   40   43   43   42   40   100   16
 22   38   41   37   12   40   32   30   31   31   32    69    7
 23   15   34   32   20   17   32   29   31   31   31    90    9
 24   25   37   50   12   48   40   35   37   38   38    74   11
 25   29   16   50   18   16   28   26   28   28   25    90    4
 26   19   33   39   42   35   42   41   41   41   41    94   10
 27   33   40   27   42   21   30   31   31   30   30    63   10
 28   41   10   19   13   39   23   25   24   24   25    99    0
 29   27   23   20   23   37   30   30   29   29   30    90    6
 30   23   39   20   25   31   33   32   32   32   33    65   14
 31   26   14   19   42   20   27   30   28   28   28    66   13
 32   15   32   32   16   22   39   36   37   38   37    88   16
 33   20   11   16   48   36   39   42   38   38   40    78   20
 34   36   14   33   27   17   36   37   38   37   36    85   16
 35   26   25   42   30   25   34   33   33   34   32    86    8
 36   35   42   45   32   31   42   40   42   42   41    76   13
 37   10   17   23   22   50   39   37   35   36   38    81   17
 38   31   28   29   42   30   29   30   30   29   29    69    8
 39   48   44   18   29   46   48   49   49   48   50    92   14
 40   49   35   48   50   17   50   52   53   53   49   100   13
 41   20   24   30   25   11   37   36   37   37   36    89   17
 42   15   25   28   35   47   39   39   37   37   39    87   12
 43   37   36   31   48   11   37   39   39   39   37    92    9
 44   27   39   15   43   39   39   40   39   39   40    62   19
 45   27   28   43   37   24   43   43   43   44   42    99   12
 46   41   17   32   15   32   37   37   38   37   37    70   18
 47   38   22   33   38   38   46   48   47   47   47    87   18
 48   27   16   27   49   31   45   48   45   45   45    96   18
 49   27   44   25   47   13   43   44   44   44   43    83   18
 50   27   46   27   25   48   40   38   38   39   40    73   13
 51   16   44   15   38   21   37   37   36   37   37    77   16
 52   45   17   13   39   26   19   23   22   21   21    72    2
 53   27   29   21   14   18   37   36   38   38   37    82   19
 54   27   30   41   22   46   33   32   32   32   33    66   10
 55   37   31   41   38   39   44   44   43   43   43    77   15
 56   44   50   26   24   29   29   28   30   29   29    62    7
 57   50   39   32   38   48   40   41   41   40   41    79    8
 58   17   21   46   31   29   33   31   31   31   30    98    3
 59   42   41   16   29   34   32   33   33   33   34    68   11
 60   45   35   31   15   25   42   41   43   42   42    81   17
 61   11   29   29   33   11   30   30   30   30   29    67   15
 62   15   43   46   35   46   42   39   39   40   41    72   13
 63   36   13   49   39   24   35   36   35   35   33    83    9
 64   20   40   15   18   30   32   30   31   31   32    75   12
