index 185
DMU 100
input 4
output 4
instance 5
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   39   28   40   36   30   31   31   31    66    7
  2   47   46   45   26   52   50   52   54    96   13
  3   21   16   26   35   24   27   26   24    86    4
  4   48   13   29   39   38   44   39   37    82   14
  5   37   24   34   49   40   43   40   39    68   16
  6   47   44   42   28   33   32   33   34    60    9
  7   33   10   29   38   39   43   40   38    77   19
  8   25   26   43   16   29   27   32   33    82    7
  9   20   38   47   15   23   19   25   26    62    4
 10   21   34   28   43   32   32   32   31    69   10
 11   25   12   41   32   22   24   26   24    81    1
 12   22   24   12   21   31   31   28   29    86   13
 13   40   27   17   15   25   26   23   24    83    5
 14   32   18   47   18   31   30   35   35    70   12
 15   47   35   43   39   49   51   50   50    98   10
 16   21   44   33   20   33   28   33   35    91    5
 17   39   23   45   45   40   43   43   41    86    9
 18   33   18   34   16   34   35   36   36    64   19
 19   20   43   11   46   39   39   35   34    77   14
 20   41   16   17   47   24   30   22   20    76    2
 21   38   38   44   25   30   29   31   32    64    7
 22   23   24   36   34   34   34   36   35    76   12
 23   30   39   18   16   39   36   35   37    94   13
 24   38   33   36   24   29   28   29   30    71    6
 25   34   29   46   18   38   36   42   43    92   10
 26   26   38   14   35   32   32   29   30    64   13
 27   15   44   28   47   42   40   41   40    87   11
 28   39   48   29   47   29   29   27   27    67    1
 29   25   41   21   46   44   44   41   40    76   17
 30   28   28   41   28   46   45   49   49    98   16
 31   45   49   32   27   44   42   41   44    98    6
 32   15   15   42   30   31   31   35   33    65   15
 33   28   32   46   26   36   34   38   38    67   14
 34   29   31   47   45   28   28   30   29    74    0
 35   40   17   21   24   15   17   14   14    62    0
 36   14   22   36   36   31   30   34   32    85    8
 37   20   16   11   18   23   24   22   22    76   11
 38   39   29   37   21   24   24   25   26    73    2
 39   46   46   12   30   35   36   28   30    95    2
 40   44   45   23   37   45   46   42   42    76   16
 41   39   26   40   45   43   46   45   43    86   12
 42   26   23   30   39   32   34   33   31    82    8
 43   11   37   23   20   25   22   25   26    66    9
 44   43   43   12   37   40   42   34   35    83   11
 45   33   12   41   31   40   43   44   42    78   19
 46   49   43   47   35   37   37   38   38    75    5
 47   27   15   11   32   31   35   29   27    95   11
 48   40   33   27   31   43   44   41   42    85   15
 49   35   40   45   15   41   38   43   44    69   18
 50   37   20   42   28   37   39   41   40    99    8
 51   30   17   31   10   20   20   23   24    90    2
 52   35   28   45   48   31   32   33   31    68    5
 53   24   27   47   33   32   31   35   34    74    8
 54   26   15   12   25   33   36   32   31    90   16
 55   14   43   15   15   34   30   31   34    79   15
 56   23   47   31   10   36   29   34   38    93    8
 57   20   21   46   39   38   38   42   40    81   13
 58   23   36   13   45   44   45   40   39    90   16
 59   19   14   41   30   31   32   36   34    94    8
 60   13   36   47   10   32   24   37   39   100    5
 61   31   26   22   46   33   36   31   29    88    5
 62   27   23   14   39   39   43   37   36    90   16
 63   50   50   36   36   44   43   41   42    86    6
 64   40   18   12   15   21   24   18   19    88    3
 65   33   39   41   43   40   40   41   40    64   15
 66   39   34   16   33   20   22   18   18    62    1
 67   15   24   42   30   27   25   31   30    83    4
 68   25   11   45   20   41   42   47   46    96   19
 69   40   10   40   28   26   29   29   28    82    4
 70   13   41   22   50   39   39   38   37    60   19
 71   34   10   20   24   35   40   36   35    95   16
 72   34   44   48   44   39   37   40   39    69    9
 73   43   36   35   44   56   58   55   54    99   17
 74   15   25   12   15   30   29   29   29    74   17
 75   15   15   27   28   31   32   33   32    82   14
 76   43   34   22   14   42   42   40   42    86   18
 77   32   15   46   26   26   28   31   30    75    6
 78   20   16   37   30   37   38   41   39    97   13
 79   41   14   29   27   39   43   40   40    83   18
 80   36   46   30   34   41   40   39   40    85    9
 81   42   40   45   32   43   42   44   45    84   10
 82   41   27   40   46   33   36   35   33    76    5
 83   13   40   25   16   33   28   32   34    90   10
 84   34   22   15   33   21   23   19   18    76    1
 85   40   22   50   25   37   38   41   41    70   15
 86   15   50   21   17   44   37   41   43    89   18
 87   48   23   21   26   37   41   35   36    93   11
 88   41   28   23   11   20   20   19   21    72    2
 89   43   33   37   19   44   44   45   46    79   19
 90   28   19   19   17   31   32   31   31    60   19
 91   15   25   43   38   36   35   39   38    73   14
 92   22   43   31   40   32   31   31   31    65    9
 93   12   34   22   36   38   36   36   36    85   14
 94   35   29   43   19   28   27   31   32    83    3
 95   33   34   24   39   46   47   44   44    91   16
 96   24   33   23   41   35   35   33   32    95    5
 97   37   48   33   32   41   39   39   40    90    6
 98   38   37   13   24   31   32   27   28    91    5
 99   47   26   42   34   32   34   34   33    66    9
100   42   41   42   25   53   51   54   56   100   16
