index 189
DMU 100
input 4
output 4
instance 9
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   19   44   29   29   39   41   40   37    99    9
  2   41   35   27   37   30   29   30   31    74    4
  3   19   13   43   35   33   34   33   30    90    8
  4   42   29   22   49   45   42   45   45    92   12
  5   10   21   43   21   31   35   31   28    99    8
  6   12   39   33   26   29   32   31   26   100    2
  7   24   41   10   23   23   23   24   24    79    4
  8   47   21   16   32   32   29   31   36    97    4
  9   18   47   27   43   42   43   44   38    88   12
 10   21   41   13   35   31   30   32   29    67   12
 11   45   24   40   27   41   40   40   43    70   17
 12   49   16   38   21   29   29   28   33    66    9
 13   21   45   50   37   37   39   37   34    78    7
 14   27   13   43   38   34   34   33   32    97    4
 15   15   30   32   21   25   27   26   24    95    2
 16   30   43   30   17   30   31   31   32    69   10
 17   12   44   41   31   42   45   43   39    85   15
 18   41   11   16   23   37   34   36   41   100   14
 19   15   11   28   38   33   33   33   30    90   12
 20   45   28   11   41   29   26   29   30    64    9
 21   22   39   11   18   36   36   37   37    80   18
 22   16   48   20   37   25   25   26   22    71    3
 23   21   13   42   15   24   26   23   24    87    4
 24   12   18   44   35   29   30   29   25    79    7
 25   50   25   31   37   52   49   51   54    91   19
 26   37   20   17   29   34   31   33   35    83   12
 27   34   11   31   11   29   29   27   32    82   11
 28   21   37   27   10   42   44   42   43    95   20
 29   49   49   14   24   31   29   31   35    83    3
 30   14   23   33   24   25   26   25   23    72    8
 31   21   27   42   17   31   33   31   31    75   11
 32   24   31   35   13   18   20   18   19    65    2
 33   20   13   21   32   20   20   20   19    65    6
 34   43   12   30   32   27   26   26   29    66    8
 35   33   16   33   41   39   37   38   38    95    9
 36   31   46   47   38   52   54   53   51    92   15
 37   18   38   32   33   39   40   39   37    68   18
 38   48   25   26   12   27   26   26   32    80    5
 39   49   47   30   14   36   36   35   41    87    6
 40   26   39   37   43   47   48   48   44    93   13
 41   21   18   41   36   34   34   33   31    70   13
 42   14   23   49   27   41   43   41   38    74   20
 43   49   42   31   17   34   34   33   39    88    4
 44   38   36   41   11   43   45   42   46    84   17
 45   36   22   29   44   34   33   34   33    79    8
 46   45   31   47   44   56   56   56   57    87   20
 47   22   37   25   21   45   46   46   45   100   19
 48   33   15   17   39   30   28   30   30    68   12
 49   13   47   28   30   22   23   23   20    61    4
 50   30   32   31   29   42   42   42   42    82   17
 51   33   37   37   18   34   35   34   35    68   13
 52   38   29   22   11   22   22   22   27    87    1
 53   48   38   20   19   20   19   20   24    63    1
 54   25   13   50   23   24   26   24   24    63    7
 55   49   10   23   18   38   36   36   44    93   15
 56   17   39   41   19   30   32   30   29    69   10
 57   48   10   33   21   28   27   27   32    80    6
 58   35   18   39   47   31   30   30   30    62    9
 59   33   20   33   20   20   20   19   21    60    4
 60   25   32   10   12   24   24   25   26    63   12
 61   20   32   35   26   47   49   47   45    99   19
 62   12   38   30   19   36   39   37   35    92   14
 63   45   46   15   44   37   35   38   38    75    9
 64   28   45   24   33   24   25   25   24    60    5
 65   48   11   25   14   32   30   30   37    85   11
 66   34   45   10   42   37   36   38   37    71   14
 67   11   32   36   35   45   47   46   40   100   16
 68   13   38   15   19   32   33   33   31    99   11
 69   37   44   50   18   31   34   31   33    77    3
 70   11   33   32   11   32   35   33   32    72   17
 71   13   40   40   50   36   37   37   32    64   13
 72   11   49   22   39   22   23   24   19    63    3
 73   29   15   26   46   29   28   29   27    75    7
 74   33   33   23   45   33   32   34   32    83    5
 75   33   30   18   45   34   32   34   33    80    8
 76   10   41   17   49   40   40   42   35    80   16
 77   23   29   41   17   37   39   37   38    75   17
 78   13   46   37   38   48   50   49   43    95   16
 79   24   35   24   28   42   42   42   41    96   15
 80   31   28   33   11   23   24   23   25    72    5
 81   49   47   44   47   56   55   56   56    76   20
 82   38   35   37   26   28   28   27   29    76    2
 83   25   29   16   33   30   29   30   29    68   12
 84   12   30   49   21   44   48   44   41    89   19
 85   40   20   16   48   30   27   30   30    70    8
 86   49   22   14   28   38   35   37   41    71   18
 87   18   31   34   42   40   41   41   36    82   14
 88   41   26   40   49   43   42   42   42    99    4
 89   25   13   11   20   21   19   21   22    97    4
 90   12   50   44   17   33   37   34   32    77   10
 91   37   26   41   33   37   37   36   37    92    5
 92   39   11   24   48   29   26   29   29    71    7
 93   30   32   21   18   24   24   24   25    63    8
 94   17   17   49   36   38   40   38   36    68   18
 95   49   40   22   45   32   30   32   33    67    6
 96   14   28   34   15   28   31   29   28   100    6
 97   11   37   20   32   42   43   44   39    93   19
 98   21   48   22   39   28   28   29   26    74    4
 99   47   12   32   41   34   31   33   35    84    6
100   45   35   16   14   25   24   25   29    64    8
