index 481
DMU 250
input 2
output 2
instance 1
DMU   i1   i2   o1   o2   eff  err
  1   32   39   35   36    74   10
  2   47   29   53   52    98   13
  3   45   37   42   41    70   12
  4   47   32   37   37    77    5
  5   47   11   46   44    84   16
  6   10   21   15   15    86    3
  7   44   47   46   46    96    3
  8   47   21   47   46    94   11
  9   17   23   38   38    98   19
 10   23   42   37   38    68   17
 11   23   36   25   26    78    4
 12   22   35   26   27    74    7
 13   36   45   27   28    65    2
 14   44   19   43   41    89   11
 15   44   11   28   26    68    5
 16   33   16   34   33    76   13
 17   11   26   16   17    88    2
 18   38   48   52   52    94   13
 19   49   47   55   55    74   19
 20   39   38   32   32    79    1
 21   48   25   31   30    63    5
 22   27   48   32   33    79    5
 23   23   50   25   26    63    5
 24   11   26   21   22    69   10
 25   23   44   34   35    69   13
 26   41   31   37   36    65   12
 27   30   29   34   34    90    7
 28   18   47   38   39    83   15
 29   43   13   30   29    64    9
 30   45   25   40   39    64   15
 31   40   24   33   32    69    9
 32   38   48   27   28    61    2
 33   49   11   29   28    61    7
 34   39   18   36   35    62   16
 35   23   26   22   22    69    5
 36   21   11   21   21    98    4
 37   47   32   35   35    79    2
 38   42   50   56   57    84   19
 39   36   10   28   27    88    4
 40   41   16   38   37    85   10
 41   40   14   40   39    99    9
 42   31   49   28   28    67    3
 43   10   14   23   24    65   16
 44   31   22   39   38    98   11
 45   10   32   16   17    74    3
 46   46   20   42   41    97    6
 47   19   22   21   21    65    8
 48   44   36   39   38    84    4
 49   31   46   47   48    81   18
 50   47   25   30   29    66    4
 51   23   17   26   26    68   12
 52   41   49   49   49    73   17
 53   46   15   37   35    66   13
 54   23   35   32   33    83   10
 55   40   25   34   33    60   13
 56   43   11   28   26    73    4
 57   13   35   23   24    60   11
 58   16   43   25   26    73    7
 59   40   32   38   38    91    4
 60   24   49   33   35    76    9
 61   21   21   17   17    75    1
 62   18   25   24   24    89    6
 63   37   40   32   32    77    3
 64   17   11   18   17    91    4
 65   32   27   37   37    64   18
 66   46   26   55   54    92   19
 67   13   13   31   31    91   19
 68   19   36   22   23    61    7
 69   44   42   44   44    71   13
 70   49   25   44   43    65   17
 71   47   29   29   28    60    4
 72   35   25   46   45    96   15
 73   43   36   60   59    98   20
 74   29   27   28   28    95    1
 75   45   36   59   58    94   19
 76   39   31   53   53    94   19
 77   18   20   38   38    96   20
 78   14   35   29   30    82   12
 79   27   50   50   52    91   19
 80   20   15   13   13    61    2
 81   43   25   46   45    97   10
 82   31   34   49   49    97   18
 83   36   28   43   43    72   19
 84   40   26   42   41    89   10
 85   26   35   34   34    82   10
 86   13   21   11   12    67    1
 87   37   25   26   25    60    6
 88   21   48   39   41    98   10
 89   36   49   42   43    97    3
 90   11   47   32   34    87   12
 91   42   36   53   53    91   17
 92   22   17   25   25    83    8
 93   49   12   42   40    80   12
 94   49   23   49   48    74   19
 95   12   33   24   26    77   10
 96   23   15   27   26    97    7
 97   37   18   28   27    67    7
 98   44   50   41   41    70    9
 99   36   17   39   38    70   18
100   10   46   28   30    91    8
101   35   23   35   34    80   10
102   15   25   26   27    78   12
103   20   26   20   21    92    0
104   18   45   36   37    67   18
105   13   48   41   44    92   19
106   26   31   39   39    83   16
107   15   20   14   15    81    1
108   27   37   39   39    68   18
109   34   20   28   27    64    9
110   40   17   38   37    71   15
111   29   35   30   30    78    6
112   26   23   25   24    70    7
113   32   48   36   37    71   10
114   28   45   34   35    95    2
115   20   29   39   40    84   20
116   16   45   17   19    68    0
117   12   10   22   22    90   12
118   43   14   49   47    86   20
119   46   28   39   38    83    6
120   38   20   48   47    99   16
121   12   17   18   18    89    6
122   23   40   30   31    67   11
123   21   22   21   21    93    1
124   46   26   42   41    80   10
