index 490
DMU 250
input 2
output 2
instance 10
DMU   i1   i2   o1   o2   eff  err
  1   38   18   45   50    98   18
  2   21   46   28   23    67    5
  3   45   32   31   34    81    0
  4   46   19   30   35    70    8
  5   23   44   29   25    63    7
  6   30   32   36   35    89    8
  7   17   12   27   28    72   17
  8   18   40   30   26    71    9
  9   43   31   44   47    88   12
 10   42   35   46   48    94   10
 11   22   20   31   31    79   14
 12   29   30   36   36    65   17
 13   24   44   50   45    92   18
 14   11   44   40   31    93   13
 15   41   17   32   36    61   15
 16   28   33   31   30    75    8
 17   50   26   41   46    81   11
 18   38   49   42   40    75    9
 19   35   34   33   34    62   12
 20   43   37   48   49    75   18
 21   34   12   27   32    82    9
 22   39   41   53   53    86   19
 23   42   11   42   51    93   19
 24   39   49   38   35    80    2
 25   29   12   21   25    87    4
 26   29   42   46   43    86   15
 27   39   47   52   50    97   10
 28   20   35   32   29    63   14
 29   19   45   34   28    89    5
 30   40   31   42   44    79   14
 31   26   17   21   22    60    8
 32   34   13   26   30    69   10
 33   41   39   41   41    64   15
 34   32   41   38   35   100    1
 35   22   27   35   34    94   12
 36   35   31   46   47    95   15
 37   20   15   26   27    85   11
 38   49   45   44   45    91    1
 39   42   43   56   56    90   18
 40   28   31   40   39    97   11
 41   24   22   20   21    80    2
 42   39   10   22   29    78    4
 43   24   44   33   28    86    3
 44   39   45   51   49    80   17
 45   21   11   21   23    95    6
 46   20   34   43   39    93   17
 47   49   24   35   39    64   12
 48   32   33   35   34    63   14
 49   29   39   48   45    93   16
 50   50   37   46   49    80   12
 51   27   15   38   41    87   20
 52   46   19   41   48    86   14
 53   33   43   52   49    99   14
 54   49   21   35   43   100    1
 55   28   13   29   32    78   13
 56   21   43   31   27    74    7
 57   26   49   37   32    87    4
 58   27   48   36   31    81    5
 59   33   17   20   23    76    1
 60   49   21   47   55    93   16
 61   30   37   48   46    86   19
 62   25   47   38   33    75   10
 63   40   49   46   44    82    9
 64   22   28   30   29    83    9
 65   44   27   33   37    72    8
 66   25   28   21   20    67    3
 67   17   40   29   23    85    4
 68   28   29   26   25    69    6
 69   43   36   44   45    76   14
 70   33   15   30   34    62   16
 71   46   37   42   44    85    7
 72   17   28   27   25    65   12
 73   19   27   35   33    83   16
 74   35   34   36   37    97    3
 75   37   24   30   33    87    4
 76   33   42   41   39    69   15
 77   23   23   34   34    89   14
 78   28   31   33   32    81    9
 79   38   32   34   35    62   12
