index 425
DMU 200
input 4
output 4
instance 5
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   31   26   22   46   27   28   29   29    79    5
  2   27   23   14   39   27   28   29   29    72   11
  3   50   50   36   36   41   41   43   40    84    5
  4   40   18   12   15   19   21   23   18    90    2
  5   33   39   41   43   40   39   39   40    83    7
  6   39   34   16   33   40   41   43   40    81   17
  7   15   24   42   30   28   27   25   29    80    4
  8   25   11   45   20   26   27   24   27    84    4
  9   40   10   40   28   25   27   26   27    79    3
 10   13   41   22   50   42   41   41   43    87   15
 11   34   10   20   24   28   30   30   29    82   12
 12   34   44   48   44   49   48   47   49    89   10
 13   43   36   35   44   51   52   53   52    96   15
 14   15   25   12   15   31   31   31   30    82   17
 15   15   15   27   28   22   22   20   23    94    2
 16   43   34   22   14   46   46   48   43    89   20
 17   32   15   46   26   41   42   40   42    86   15
 18   20   16   37   30   21   21   20   22    65    4
 19   41   14   29   27   33   35   35   34    98    8
 20   36   46   30   34   38   37   38   36    97    2
 21   42   40   45   32   37   37   36   36    68    9
 22   41   27   40   46   33   35   34   35    83    3
 23   13   40   25   16   33   31   31   31    74   13
 24   34   22   15   33   22   24   25   23    80    4
 25   40   22   50   25   35   36   34   35    93    2
 26   15   50   21   17   37   34   36   34    82   13
 27   48   23   21   26   34   36   37   34    76   14
 28   41   28   23   11   40   40   42   38    84   18
 29   43   33   37   19   42   42   43   41    74   17
 30   28   19   19   17   25   25   26   24    97    5
 31   15   25   43   38   39   38   36   41    70   17
 32   22   43   31   40   29   28   28   29    61    8
 33   12   34   22   36   33   32   32   33    61   17
 34   35   29   43   19   37   37   36   36    69   14
 35   33   34   24   39   21   22   22   22    66    1
 36   24   33   23   41   34   33   34   34    81   10
 37   37   48   33   32   37   36   37   35    61   13
 38   38   37   13   24   37   37   39   35    77   16
 39   47   26   42   34   51   52   52   51    93   17
 40   42   41   42   25   29   28   28   27    73    0
 41   16   46   36   32   35   33   33   34    71   10
 42   18   10   27   32   27   28   27   29    61   15
 43   12   19   31   36   27   27   25   30    99    3
 44   33   20   48   41   39   40   38   42    93    7
 45   36   14   27   26   19   21   21   20    81    0
 46   14   26   44   21   43   42   39   43    92   16
 47   42   14   37   17   36   37   36   36    61   19
 48   26   48   48   15   44   42   41   41    81   12
 49   17   24   12   35   38   38   38   39    92   19
 50   26   23   45   26   30   29   28   30    62   10
 51   36   32   16   33   38   38   40   38    76   17
 52   28   25   45   35   37   37   35   39    92    6
 53   19   49   40   18   45   42   41   42    99    9
 54   24   40   29   43   35   34   35   36    86    6
 55   31   40   44   50   50   49   48   51    96   10
 56   38   40   36   38   48   48   48   48    79   18
 57   14   12   33   46   32   33   31   36    84   12
 58   32   10   45   19   35   36   34   36    73   15
