index 334
DMU 150
input 5
output 5
instance 4
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   11   22   23   47   32   37   35   37   38   37    93   13
  2   12   19   41   19   39   24   23   24   25   23    74    5
  3   22   23   33   47   39   49   48   49   49   50    91   20
  4   14   43   46   32   45   24   21   23   25   21    61    1
  5   40   23   26   49   14   36   36   37   35   38    62   18
  6   37   22   44   25   18   33   33   35   32   34    63   15
  7   25   29   12   47   32   23   23   22   23   23    66    4
  8   30   22   47   37   20   33   32   36   33   34    74   11
  9   24   30   33   19   20   41   39   41   41   39   100   15
 10   50   36   38   32   40   40   42   40   40   41    62   16
 11   14   31   13   24   30   42   41   40   43   40    99   19
 12   30   27   36   42   41   37   37   37   37   38    65   15
 13   46   43   17   49   25   49   51   49   49   50    82   20
 14   27   16   49   40   34   30   28   32   29   31    87    2
 15   44   20   40   16   28   43   45   44   41   45    92   16
 16   13   35   25   14   35   31   29   29   32   27    99    5
 17   17   37   43   32   22   40   35   40   41   36    75   16
 18   20   24   35   31   32   38   37   38   38   38    93   12
 19   24   42   10   32   10   29   27   28   30   27    76   10
 20   11   48   40   21   21   25   20   25   27   20    75    2
 21   22   34   38   50   11   20   17   21   21   19    62    1
 22   33   37   38   46   30   50   48   51   50   50    82   20
 23   43   39   44   42   13   42   40   45   42   42    84   12
 24   46   31   26   14   18   40   43   41   39   41    95   14
 25   36   49   29   33   43   27   28   26   28   26    70    0
 26   26   42   16   43   39   34   33   31   35   33    97    1
 27   31   14   36   34   11   31   30   33   30   32    78   12
 28   16   23   41   40   13   39   35   41   40   38    85   17
 29   13   19   13   30   30   18   18   17   19   19    79    2
 30   39   24   29   17   14   28   29   29   27   29    89    6
 31   17   32   10   41   49   44   45   41   45   44    98   15
 32   26   26   19   46   42   21   21   20   21   22    67    0
 33   33   38   16   42   42   39   40   37   39   39    70   15
 34   23   48   36   49   31   45   41   44   46   42    64   20
 35   34   30   11   48   39   46   49   45   46   49    87   19
 36   27   45   39   32   50   45   44   43   46   43    88   10
 37   15   43   19   19   21   35   33   33   36   31    74   16
 38   27   49   18   13   25   32   31   29   33   28    92    5
 39   22   15   16   35   30   38   39   38   37   40    84   19
 40   41   23   13   26   23   19   22   19   18   21    70    2
 41   31   33   40   50   21   46   43   47   46   45    77   19
 42   17   23   33   36   17   26   23   27   27   25    93    3
 43   12   47   14   32   34   43   41   41   45   40    78   20
 44   19   12   14   41   34   40   41   40   40   43    95   19
 45   49   27   22   37   22   38   41   39   37   41    81   14
 46   46   43   36   43   46   59   60   58   59   60    98   17
 47   47   12   27   20   14   31   36   34   29   36    96   10
 48   16   27   47   10   42   45   43   45   46   42    99   16
 49   37   10   42   42   47   40   43   42   38   45    95    9
 50   49   19   40   32   37   41   44   43   40   45    81   14
 51   12   50   45   18   41   22   19   21   24   18    62    0
 52   34   20   46   30   26   24   24   26   23   25    69    3
 53   36   28   26   22   29   35   36   34   34   35    80   12
 54   12   45   19   44   25   26   22   24   27   23    68    5
 55   19   20   12   50   24   27   27   27   27   28    65   12
 56   37   29   23   18   34   38   41   37   37   39    99   10
 57   40   50   20   21   28   41   43   40   42   39    97    9
 58   41   11   43   24   49   24   27   25   23   27    60    5
 59   16   45   25   18   18   40   36   38   42   34    96   14
 60   34   40   13   27   35   37   39   35   37   37    88   10
 61   40   37   21   36   30   41   43   41   41   42    77   16
 62   48   50   36   16   33   43   44   42   43   41    80   12
 63   48   25   42   13   50   35   39   35   33   37    82    6
 64   13   33   37   49   44   48   44   47   49   46    82   19
 65   34   47   22   36   29   28   28   27   29   27    67    5
 66   15   20   39   30   47   38   37   38   38   38    84   13
 67   41   45   44   42   50   48   48   48   48   48    65   19
 68   26   18   49   44   34   39   37   41   39   40    98    7
 69   46   16   49   41   25   27   27   29   25   30    74    2
 70   28   36   39   12   44   32   33   31   32   30    94    1
 71   34   46   30   36   33   43   43   43   44   42    80   14
 72   24   42   27   28   16   27   24   26   28   24    68    7
 73   25   30   35   36   14   34   31   35   34   33    82   11
 74   48   22   37   23   36   44   47   45   42   47    80   18
 75   32   11   41   48   24   30   29   33   28   33    89    4
 76   37   24   19   11   36   34   38   33   34   36    80   14
 77   11   46   12   23   38   35   34   31   37   31    89   10
 78   29   22   30   50   22   27   26   28   27   28    65    8
 79   32   45   25   32   40   31   31   30   32   30    65    8
 80   13   14   25   33   22   36   34   36   36   36    81   19
 81   43   48   50   47   34   48   46   49   49   47    88    9
 82   10   42   23   18   21   33   29   31   34   28    86   11
 83   21   28   28   11   47   34   35   32   34   33    70   14
 84   23   49   36   38   49   55   53   53   57   52    90   19
 85   34   26   21   19   33   21   24   21   21   22    69    3
 86   41   36   21   13   28   22   24   21   21   22    65    3
 87   25   19   49   44   41   37   36   39   37   38    80   10
 88   13   50   38   10   38   38   34   35   40   32    87    9
 89   40   33   45   27   30   23   23   24   23   23    66    0
 90   50   34   21   33   41   41   45   40   40   43    87   10
 91   27   19   43   20   15   40   38   42   40   40    81   20
 92   19   29   15   31   20   29   28   28   30   28   100    6
 93   20   45   35   27   49   36   34   33   37   32    94    1
 94   14   48   46   28   34   31   27   30   32   27    62    8
 95   17   35   36   36   26   30   27   30   31   28    86    4
 96   45   29   40   39   30   30   31   31   29   32    73    4
 97   33   24   43   17   46   39   41   39   38   40    93    9
 98   22   31   30   17   29   23   22   22   23   21    62    6
 99   10   48   16   36   21   28   25   27   30   24    64   10
100   27   33   17   36   44   31   33   29   32   32    94    2
101   30   25   43   31   37   32   32   32   32   32    64   11
102   45   42   32   32   10   28   27   29   28   27    69    5
103   49   11   21   32   16   36   40   38   34   41    82   17
104   45   38   43   14   17   42   42   43   41   41    79   16
105   40   31   43   40   44   39   39   39   38   40    79    8
106   31   48   42   17   24   46   44   46   47   42    84   17
107   29   17   19   28   42   26   29   25   25   29    81    5
108   10   29   43   34   40   45   41   45   46   42    92   16
109   21   38   36   32   45   46   45   45   47   44    80   18
110   24   18   47   33   28   33   31   35   33   33    79   10
111   18   14   23   21   28   27   27   27   26   27    82   10
112   46   29   48   37   39   32   33   33   31   33    71    4
113   11   36   37   30   36   46   42   45   47   42    85   19
114   12   39   36   13   45   29   27   27   30   25    83    3
115   43   26   41   49   44   44   46   45   43   48    96    7
116   27   24   10   30   28   29   30   28   28   30    88    8
117   24   45   16   25   32   34   34   33   35   33    61   16
118   17   20   25   15   40   32   33   31   32   32    68   16
119   26   27   27   12   49   45   48   43   45   45    94   18
120   37   40   46   27   26   46   44   46   46   44    77   18
121   39   40   16   22   48   44   47   41   44   44    82   16
122   15   19   19   37   46   34   34   32   34   35    97    8
123   33   14   34   12   31   38   40   38   36   40    89   16
124   12   16   33   36   35   31   29   31   31   31    88    8
125   11   39   37   43   39   38   32   36   39   34   100    3
126   38   35   45   45   42   39   39   40   39   40    82    6
127   27   34   29   14   39   36   37   34   36   35    80   12
128   29   17   21   16   22   26   28   27   26   28    89    8
129   30   30   46   38   16   37   34   40   38   36    86   10
130   16   20   16   20   48   32   34   29   32   33    95    9
131   13   28   24   43   19   39   36   39   40   37    74   20
132   37   33   22   39   42   42   45   41   42   44    89   12
133   16   36   35   42   45   43   41   42   43   41    64   20
134   46   42   17   45   37   31   33   30   31   33    76    3
135   23   20   34   24   49   34   36   33   34   35    99    5
136   20   25   33   22   33   26   25   26   26   25    89    2
137   19   21   47   46   37   46   43   48   46   46    98   14
138   24   35   38   42   17   33   29   35   34   31    90    5
139   13   31   23   11   13   17   15   16   18   14    69    3
140   48   49   39   45   36   49   49   49   49   49    71   18
141   17   10   39   11   25   21   20   22   20   21    94    2
142   46   45   10   37   43   34   37   32   34   35    66   10
143   21   14   18   38   18   29   29   30   28   31    92   10
144   39   22   49   24   33   47   48   49   46   49    92   17
145   45   14   18   14   31   37   44   37   35   42    95   15
146   31   49   37   34   40   59   57   57   60   56    98   20
147   36   40   45   25   35   35   34   35   35   34    75    7
148   23   37   31   36   19   42   38   42   43   39    99   12
149   35   27   16   16   32   27   29   26   27   28    63   11
150   30   42   18   33   12   25   24   25   26   24    68    6
