index 579
DMU 250
input 5
output 5
instance 9
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   22   39   47   12   32   31   32   30   34   34    96    1
  2   41   45   35   16   14   40   41   39   40   39    65   19
  3   49   24   40   42   49   36   36   37   35   36    85    2
  4   50   29   47   38   17   54   55   51   49   49    99   15
  5   20   16   28   47   45   23   23   25   24   25    64    5
  6   19   35   50   40   14   41   42   39   41   40    82   13
  7   30   21   37   29   41   30   30   31   30   32    97    0
  8   33   32   45   33   22   44   44   42   43   43    91   12
  9   25   15   15   16   45   34   34   37   36   37    80   18
 10   42   18   30   37   43   32   32   34   31   32    95    1
 11   20   24   38   34   29   24   24   24   25   25    69    4
 12   37   50   18   11   32   36   36   36   37   36    78   13
 13   18   37   13   13   43   22   21   24   25   25    76    5
 14   19   30   12   10   13   25   25   25   26   25    95    9
 15   49   42   25   10   35   30   30   30   30   30    65    9
 16   21   50   49   27   22   37   38   35   38   38    64   14
 17   14   13   25   33   30   26   26   27   27   27    65   12
 18   30   25   45   46   22   48   49   47   46   46    91   16
 19   26   26   18   39   20   38   37   38   36   36    92   14
 20   21   32   49   47   27   43   43   42   43   43    74   16
 21   42   21   13   18   17   35   34   35   32   32    69   19
 22   50   43   24   34   14   44   44   42   41   39    82   15
 23   27   18   27   34   26   23   23   23   22   22    67    5
 24   15   18   18   33   33   37   37   39   38   39    85   19
 25   45   28   25   18   14   26   26   24   23   22    93    0
 26   30   40   38   33   27   47   47   46   47   46    77   20
 27   45   16   19   24   48   32   31   34   31   32    98    4
 28   34   32   49   15   26   29   30   28   29   30    73    5
 29   33   15   22   26   29   38   37   38   36   37    95   14
 30   40   46   20   21   37   44   44   45   45   45    85   17
 31   37   49   18   45   26   38   37   38   37   35    97    4
 32   50   48   33   19   44   44   44   45   45   45    92    9
 33   36   11   12   25   40   33   32   36   32   33    97   11
 34   29   22   27   19   34   39   39   40   40   40    79   19
 35   48   37   27   20   33   46   46   46   45   45    87   17
 36   39   42   31   16   43   40   40   40   41   41    77   14
 37   35   15   23   20   25   39   39   39   37   38    92   17
 38   42   44   42   40   20   45   46   44   44   43    71   17
 39   50   13   34   49   25   41   41   41   37   38    68   17
 40   46   38   19   17   30   35   35   35   35   34    64   16
 41   19   24   26   47   23   30   29   30   29   29    82    7
 42   22   47   18   22   26   29   29   29   31   30    84    7
 43   29   28   29   34   18   39   38   37   37   36    92   12
 44   35   42   25   29   43   37   37   39   39   39    97    5
 45   32   45   47   25   22   38   39   37   39   38    84    8
 46   13   38   16   33   49   32   31   35   37   36    91    8
 47   17   36   33   44   24   40   40   39   40   40    73   17
 48   31   34   39   40   12   24   24   22   22   21    64    2
 49   49   37   27   31   49   32   31   33   32   32    72    5
 50   36   17   19   49   36   42   41   43   39   40    92   14
 51   40   31   40   43   25   40   40   39   38   38    81   10
 52   21   19   36   34   27   24   24   24   24   24    62    7
 53   22   38   19   38   31   28   28   29   30   29   100    0
 54   39   36   41   47   24   48   48   46   46   45    89   13
 55   31   42   20   29   11   38   38   36   37   35    85   14
 56   45   19   34   10   28   41   42   41   39   40    96   14
 57   22   21   27   42   44   30   30   32   31   32    79    7
 58   41   30   43   20   33   39   39   38   38   39    86    9
 59   22   15   49   48   13   29   29   27   26   27    77    4
 60   41   40   46   24   46   41   41   41   42   43    84    8
 61   25   33   45   28   32   29   30   29   31   31    65    8
 62   36   29   45   39   20   48   48   46   45   45    99   12
 63   30   45   36   19   16   29   30   28   29   29    61   10
 64   41   15   11   18   40   21   20   23   20   21    82    2
 65   25   26   21   16   13   17   17   16   16   16    70    2
 66   13   45   48   16   28   24   25   23   28   27    72    2
 67   42   35   28   23   34   45   45   45   45   45    87   17
 68   47   42   37   29   25   34   34   33   33   32    63   10
 69   50   25   28   29   20   36   35   34   32   32    89    7
 70   18   46   46   44   21   48   49   47   50   49    89   16
 71   36   30   23   37   29   23   23   23   22   22    72    1
 72   26   16   19   36   41   42   42   45   43   44    96   18
 73   40   27   28   31   46   48   47   49   48   48    87   19
 74   47   46   14   30   22   43   42   42   41   39    95   12
 75   45   26   23   38   13   34   34   33   29   29    94    5
 76   40   46   49   11   12   49   50   45   48   47    84   19
 77   30   26   24   40   22   26   25   25   24   24    82    2
 78   31   40   42   32   40   36   36   36   38   38    98    0
 79   19   18   18   29   43   24   24   27   26   27    81    6
 80   28   17   49   48   37   36   37   36   35   37    84    6
 81   35   29   21   12   27   29   29   29   29   29    89    7
 82   49   16   41   40   41   44   44   44   41   42    79   14
 83   14   41   40   26   13   30   31   29   32   31    68   11
 84   33   34   29   37   37   24   24   25   25   24    73    0
 85   48   40   31   16   26   44   44   43   43   42    83   16
 86   14   43   28   31   35   42   42   43   46   45    91   16
