index 428
DMU 200
input 4
output 4
instance 8
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   27   42   30   36   27   26   27   27    62    6
  2   47   17   17   42   45   52   47   45    89   18
  3   43   34   20   43   50   55   52   50    94   18
  4   48   27   29   35   37   41   38   37    78   10
  5   50   14   31   49   39   45   41   39    82   10
  6   32   40   39   27   36   33   35   36   100    1
  7   38   43   13   47   36   40   38   36    85    7
  8   24   40   31   12   18   16   17   19    61    2
  9   48   20   12   33   29   34   31   29    66   11
 10   31   47   30   17   28   26   27   29    62    9
 11   17   28   26   38   37   36   37   36    70   18
 12   46   47   16   48   42   48   45   43    99    5
 13   26   48   36   42   35   32   34   35    76    6
 14   14   22   44   45   45   41   44   42    84   17
 15   23   28   46   21   40   36   38   39    67   19
 16   23   20   42   36   28   26   27   27    86    1
 17   47   44   41   26   35   35   35   36    64   10
 18   27   41   47   23   37   31   35   37    99    2
 19   28   49   22   41   40   40   41   40    71   16
 20   25   38   49   11   27   22   25   28    74    4
 21   39   25   46   35   40   40   40   40    68   15
 22   15   27   36   12   26   22   24   26    67   10
 23   28   13   40   45   35   36   35   33    89    6
 24   19   29   18   20   28   27   28   29    86   10
 25   28   20   37   30   24   24   24   24    79    1
 26   30   14   47   31   35   34   34   34    69   13
 27   32   36   40   24   37   35   36   38    79   11
 28   12   28   22   48   32   31   32   30    67   13
 29   11   42   39   19   38   32   36   38    74   17
 30   13   19   31   38   24   22   24   22    72    5
 31   46   48   31   45   57   59   58   57    91   19
 32   49   17   27   36   40   46   41   40    87   12
 33   35   34   33   15   41   41   41   42    73   20
 34   23   19   23   32   19   20   20   19    67    3
 35   29   33   13   19   27   28   28   28    71   11
 36   31   17   16   23   24   28   25   24    99    3
 37   48   41   29   38   40   43   41   41    78   10
 38   22   24   40   32   40   38   40   39    70   19
 39   38   25   21   41   46   50   48   46    97   16
 40   15   47   17   21   30   28   30   31    62   15
 41   32   33   26   16   26   26   26   27    87    3
 42   12   44   38   43   27   23   26   26    68    3
 43   10   12   37   35   31   28   30   28    91    8
 44   42   45   14   22   28   31   29   30    80    5
 45   46   39   38   40   47   49   48   48    92   10
 46   18   49   36   38   37   33   36   37    74   11
 47   34   34   20   46   28   30   29   27    63    7
 48   32   17   49   40   38   37   37   36    89    6
 49   45   28   14   34   27   32   29   27    78    4
 50   40   24   25   49   31   34   32   30    61   10
 51   45   45   39   23   44   44   43   45    85   12
 52   34   26   11   39   26   30   28   26    69    8
 53   36   12   47   12   29   28   27   29    70    9
 54   37   32   45   11   25   23   24   26    70    3
 55   41   18   49   38   40   40   39   39    63   16
 56   41   24   22   41   43   47   45   43    80   18
 57   24   38   49   41   29   26   28   28    62    5
 58   30   40   44   39   47   44   46   46    90   12
 59   19   31   26   12   26   23   25   27    90    6
 60   37   40   21   41   44   47   46   45    98   11
 61   35   35   11   26   30   32   31   31    62   14
 62   43   24   16   35   25   29   27   25    67    6
 63   37   20   46   28   43   43   43   43    78   17
 64   38   12   22   13   23   27   23   24    94    3
 65   38   30   28   13   25   26   25   26    61    9
 66   26   50   45   44   36   33   35   36    75    5
 67   38   31   28   42   47   49   48   46    86   17
 68   15   39   39   24   34   30   33   34    75   12
 69   34   34   42   26   35   33   34   35    89    4
 70   22   29   43   35   46   42   44   44    89   16
 71   49   29   29   11   25   28   26   27    81    2
 72   15   27   15   31   26   26   27   26    70   11
 73   16   20   30   32   32   31   32   31    76   13
 74   39   41   17   13   36   37   36   38    72   17
 75   11   13   33   43   25   23   25   23    64    8
 76   50   34   24   27   38   42   39   39    91    8
 77   35   27   14   11   28   30   28   29    80   11
 78   15   47   24   13   29   25   28   29    60   14
 79   22   11   12   27   29   32   31   29    76   16
 80   23   37   46   41   27   24   26   26    61    4
 81   39   22   35   41   31   33   32   30    87    1
 82   35   33   47   12   33   30   31   34    90    4
 83   10   14   50   30   30   26   28   28    67   11
 84   14   21   13   46   41   42   42   39    98   18
 85   36   45   16   45   23   26   25   24    63    2
 86   41   16   33   44   44   48   46   43    90   14
 87   32   45   23   15   25   24   24   27    85    1
 88   18   24   21   31   28   28   28   27    85    8
 89   18   26   47   30   25   21   23   23    71    2
 90   26   38   18   22   33   33   33   34    64   17
 91   36   30   19   29   40   43   41   41    87   16
