index 422
DMU 200
input 4
output 4
instance 2
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   23   11   12   47   34   35   35   36    87   15
  2   45   48   35   40   52   52   51   50    98   10
  3   28   17   19   17   19   19   18   18    88    1
  4   13   49   34   13   29   27   30   30    78    7
  5   21   37   17   26   19   19   20   19    64    3
  6   13   30   40   23   25   24   26   28    89    2
  7   46   48   37   25   41   41   40   39    98    2
  8   36   37   25   50   30   30   30   30    68    5
  9   38   48   42   23   52   52   52   51    91   17
 10   49   15   40   49   48   49   47   47    98   11
 11   46   14   42   48   36   37   35   36    94    1
 12   24   35   12   46   37   37   38   38    84   13
 13   17   36   29   13   39   38   39   39    98   15
 14   34   42   19   46   41   42   42   41    89   10
 15   47   42   31   20   42   42   41   40    72   16
 16   36   44   25   49   30   30   31   31    79    0
 17   30   28   39   35   48   48   48   49    86   20
 18   23   26   30   38   17   17   18   19    61    0
 19   13   26   17   50   27   28   30   30    71   10
 20   11   32   44   13   42   40   42   44    94   18
 21   49   43   47   48   45   46   45   45    61   17
 22   28   11   41   46   26   27   27   29    78    3
 23   38   29   44   36   31   31   31   31    69    6
 24   33   36   45   11   47   46   45   45    95   16
 25   19   26   22   13   14   13   14   13    67    0
 26   19   40   48   32   41   40   42   43    80   13
 27   30   36   18   47   28   29   29   29    79    3
 28   16   47   42   50   38   38   41   42    76   10
 29   34   27   18   43   24   25   24   24    73    2
 30   16   15   34   33   27   27   28   30    83    8
 31   40   49   38   34   40   40   40   39    61   15
 32   15   14   23   13   29   28   28   29    65   18
 33   39   35   14   19   29   29   28   26    63   11
 34   20   50   10   11   20   19   20   19    61    5
 35   27   50   12   41   38   38   39   38    83   11
 36   45   33   26   20   48   48   46   44    98   16
 37   39   38   30   49   44   45   45   44    73   16
 38   19   30   13   41   35   35   36   36    67   18
 39   42   43   40   44   44   44   45   44    65   17
 40   46   35   28   24   41   41   39   38    90   10
 41   24   13   19   39   24   25   24   25    66    9
 42   16   21   35   38   35   35   37   38    92   11
 43   24   30   21   25   35   35   35   34    62   19
 44   35   31   33   19   31   31   30   29    82    6
 45   49   34   24   34   39   40   38   37    96    5
 46   36   22   42   24   42   42   41   42    74   19
 47   31   39   15   13   36   36   36   34    67   19
 48   42   27   37   46   44   45   44   44    83   13
 49   37   43   26   39   46   46   46   46    80   17
 50   47   13   24   41   39   40   38   38    69   18
 51   14   14   50   41   36   35   37   39    63   18
 52   43   18   15   30   41   42   39   38    85   18
 53   38   26   12   18   37   37   35   34    81   17
 54   12   29   48   14   26   24   26   28    80    5
 55   46   13   23   45   48   50   47   47    97   18
 56   45   40   14   17   43   43   41   39    84   17
 57   35   40   23   33   47   47   47   46    97   15
 58   27   33   21   37   38   38   39   38    85   13
 59   13   49   46   50   38   37   41   42    81    7
 60   18   35   21   39   26   26   27   28    86    2
 61   45   38   17   36   41   42   40   39    96    8
 62   19   36   15   13   23   22   23   22    87    4
 63   13   43   16   14   22   22   23   23    79    5
 64   11   37   35   26   22   21   23   24    75    2
 65   17   24   25   22   18   18   19   19    84    0
 66   44   14   47   43   41   41   40   41    76   13
 67   20   42   14   19   30   30   31   30   100    6
 68   16   37   32   23   42   41   43   43    96   16
 69   44   46   37   31   40   40   39   38    74   10
 70   40   26   48   45   28   28   28   29    61    4
 71   41   17   35   23   41   41   39   39    85   16
 72   45   34   39   48   53   53   53   53    99   12
 73   43   31   32   19   45   45   43   42    97   14
 74   15   10   50   49   35   35   37   40    99    6
 75   17   18   27   49   31   32   33   34    67   14
 76   11   46   15   47   22   22   24   24    62    4
 77   40   20   40   44   42   42   41   42    81   13
 78   49   17   47   12   35   34   32   32    69   12
 79   36   42   25   31   36   36   36   35    77   10
 80   15   34   22   21   22   21   22   22    63    7
 81   23   33   14   35   41   42   42   42    98   16
 82   18   42   35   36   30   30   31   32    63   10
 83   32   30   42   32   29   29   29   29    73    4
 84   22   42   33   37   39   38   40   41    87   10
 85   38   48   11   31   39   40   39   38    78   14
 86   35   37   47   28   32   31   32   32    78    3
 87   11   45   45   11   29   28   30   30    63   11
 88   14   36   32   40   41   41   43   44    82   17
 89   20   30   43   40   29   29   30   32    69    7
 90   28   21   18   22   29   30   29   28    86   10
 91   39   17   22   29   35   36   34   34    75   15
 92   36   29   24   20   29   30   29   28    73    9
 93   28   11   20   48   25   26   26   26    98    0
 94   20   18   47   29   28   27   28   30    92    2
 95   36   14   28   15   30   30   28   28    80   11
 96   42   14   25   43   46   47   45   45    94   17
 97   27   43   32   44   52   52   53   54    97   17
 98   17   26   20   28   34   34   34   35    79   16
 99   33   32   32   16   45   45   44   44    90   19
100   37   13   39   33   31   31   30   30    81    6
101   28   14   44   44   26   26   26   28    61    7
102   20   35   39   23   41   41   42   43    97   13
103   36   23   23   36   47   48   47   46    96   19
104   29   26   38   48   30   30   31   32    73    5
105   23   41   41   18   41   39   41   41    91   12
106   50   18   16   48   33   35   32   32    71   10
107   29   42   12   38   39   39   40   39    73   17
108   18   49   18   33   39   38   40   40    64   20
109   27   14   46   20   41   41   40   42    90   17
110   46   47   32   29   32   32   31   30    79    1
111   28   20   33   34   35   35   35   36    78   13
112   16   16   18   28   31   31   31   32    99   12
113   19   44   33   20   30   29   31   31    82    6
114   38   39   46   33   40   39   39   39    93    3
115   41   43   19   45   44   45   44   43    84   13
116   20   49   35   21   38   37   39   39    89   10
117   40   38   17   12   35   35   33   31    91    9
118   41   39   48   30   40   40   39   40    93    3
119   47   29   12   47   35   36   34   33    95    3
120   27   29   49   24   33   32   33   33    70   10
121   18   29   28   24   34   34   35   35    67   18
122   19   19   20   16   22   22   21   21    73    8
123   41   14   46   32   30   30   29   29    62    9
124   44   47   34   21   29   28   28   26    73    1
125   15   30   37   43   24   24   25   26    60    6
126   41   12   17   18   19   20   17   16    84    0
127   45   32   40   20   45   45   43   42    99   10
128   20   49   20   22   30   29   31   30    84    6
129   25   15   28   27   31   31   31   31    90   10
130   15   13   39   26   31   30   31   33    74   14
131   28   17   40   31   25   25   24   25    65    6
132   30   42   13   16   35   35   34   33    75   15
133   40   21   43   26   42   42   41   41    95   11
134   11   40   42   21   34   33   35   36    63   16
135   38   38   22   50   36   37   37   36    82    6
136   34   31   41   33   35   35   35   35    71   10
137   47   34   26   37   42   43   42   40    92    9
138   49   13   22   41   35   37   34   34    79   11
139   45   39   50   44   45   45   45   45    81    9
140   31   12   28   29   25   26   25   25    82    5
141   46   18   32   20   33   33   31   30    77   10
142   24   23   12   43   34   35   35   35    79   15
143   35   15   23   37   33   34   33   33    93    8
144   25   28   34   27   29   28   29   29    69    9
145   22   27   19   35   30   31   31   31    89    8
146   50   26   34   48   37   38   36   36    71    9
147   49   39   30   33   54   54   53   51    96   17
148   12   29   31   11   35   34   36   36    77   19
149   22   22   20   26   21   21   21   21    90    1
150   18   32   40   24   46   45   47   48    95   19
151   13   35   12   39   31   31   33   33    75   13
152   27   34   18   10   19   19   19   18    61    5
153   44   39   11   18   42   43   40   38    99   13
154   14   11   27   31   19   19   20   21    87    2
155   31   41   37   49   37   37   38   39    70   10
156   21   22   21   44   37   38   39   39    87   15
157   13   49   11   35   31   31   33   33    86    8
158   46   42   32   24   42   42   41   40    76   14
159   25   13   11   15   22   22   21   20    97    6
160   42   25   26   21   33   33   32   31    75   11
161   48   13   39   16   29   29   27   26    62   10
162   16   45   22   38   38   38   40   41    92   11
163   37   39   16   28   28   29   28   27    83    3
164   46   36   35   17   30   30   28   27    86    0
165   12   37   18   14   25   24   26   25    87    7
166   24   21   36   13   27   27   26   27    84    7
167   40   45   25   41   44   44   44   43    81   13
168   33   35   46   29   32   31   31   32    74    5
169   35   20   46   14   20   20   19   19    62    2
170   30   33   37   34   32   31   32   32    95    0
171   25   41   34   16   41   40   41   40    80   17
172   49   41   15   21   43   43   42   40    70   20
173   25   37   25   19   39   39   39   39    82   17
174   48   27   39   37   45   46   44   44    95    9
175   18   10   18   43   30   30   31   32    67   16
176   41   48   36   40   43   43   43   42    79   10
177   14   14   34   41   39   39   41   43    96   16
178   17   17   11   49   35   36   37   37    82   17
179   33   30   50   14   30   29   28   29    84    2
180   36   10   27   27   40   41   39   39    80   20
181   46   43   12   32   38   38   37   34    93    6
182   13   47   49   25   33   32   35   36    79    7
183   15   45   20   50   39   39   42   43    93   10
184   44   46   48   32   32   32   32   32    70    2
185   30   38   24   21   29   29   29   28    88    4
186   21   40   25   19   25   25   26   25    84    3
187   24   20   49   26   31   30   31   32    85    6
188   38   19   14   49   40   41   40   39    71   19
189   40   41   13   42   36   36   36   35    61   15
190   31   31   18   40   45   46   46   45    91   18
191   31   33   30   28   26   26   26   26    75    3
192   37   26   17   40   39   40   39   39    75   17
193   47   23   37   19   26   26   24   23    79    0
194   36   41   34   38   39   39   39   39    93    4
195   15   42   31   21   23   22   23   24    68    4
196   21   40   20   12   43   42   43   42    98   19
197   26   34   14   33   32   33   33   33    96    7
198   40   28   42   15   49   48   46   46   100   16
199   24   45   18   44   32   32   34   33    90    3
200   47   12   33   11   24   25   22   21    71    5
