index 305
DMU 150
input 4
output 4
instance 5
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   45   49   32   27   47   44   45   41    71   17
  2   15   15   42   30   33   36   38   39    65   20
  3   28   32   46   26   36   37   41   38    87    9
  4   29   31   47   45   51   55   56   59    95   19
  5   40   17   21   24   34   31   30   31    60   16
  6   14   22   36   36   41   46   47   50    96   20
  7   20   16   11   18   16   15   14   15    62    5
  8   39   29   37   21   38   36   38   35    75   13
  9   46   46   12   30   35   30   27   26    83    2
 10   44   45   23   37   50   46   44   43    97   10
 11   39   26   40   45   46   46   45   48    72   19
 12   26   23   30   39   26   28   26   30    73    6
 13   11   37   23   20   25   26   28   26    60   13
 14   43   43   12   37   53   49   46   46    92   18
 15   33   12   41   31   26   27   26   28    60    9
 16   49   43   47   35   33   32   33   31    67    3
 17   27   15   11   32   32   31   26   31    96   10
 18   40   33   27   31   42   40   38   38    97    8
 19   35   40   45   15   41   40   45   37    99    7
 20   37   20   42   28   37   37   37   37    87    9
 21   30   17   31   10   30   29   30   28    81   11
 22   35   28   45   48   35   36   36   39    65   11
 23   24   27   47   33   23   26   28   28    70    3
 24   26   15   12   25   33   31   28   31    92   13
 25   14   43   15   15   15   15   17   13    64    1
 26   23   47   31   10   28   28   33   24    95    2
 27   20   21   46   39   41   46   47   50    86   19
 28   23   36   13   45   46   47   44   48    95   19
 29   19   14   41   30   39   43   44   47    96   18
 30   13   36   47   10   20   23   28   23    65    6
 31   31   26   22   46   36   37   33   38    71   14
 32   27   23   14   39   28   27   24   28    74    8
 33   50   50   36   36   47   44   44   42    75   12
 34   40   18   12   15   46   40   37   37    93   20
 35   33   39   41   43   28   30   30   31    74    1
 36   39   34   16   33   38   36   34   34    68   15
 37   15   24   42   30   30   35   38   39    99    8
 38   25   11   45   20   26   28   30   30    83    7
 39   40   10   40   28   30   29   29   31    69    9
 40   13   41   22   50   39   43   41   45    71   20
 41   34   10   20   24   36   34   31   34    75   17
 42   34   44   48   44   37   40   41   41    84    4
 43   43   36   35   44   27   27   25   27    65    1
 44   15   25   12   15   29   29   29   28    84   15
 45   15   15   27   28   31   33   33   36    81   16
 46   43   34   22   14   39   36   36   33    63   18
 47   32   15   46   26   37   37   38   39    62   19
 48   20   16   37   30   35   38   39   41    81   17
 49   41   14   29   27   39   37   35   37    70   17
 50   36   46   30   34   42   41   41   39    96    6
 51   42   40   45   32   35   34   36   34    77    4
 52   41   27   40   46   31   31   29   32    67    5
 53   13   40   25   16   18   19   22   18    79    1
 54   34   22   15   33   38   36   33   35    75   16
 55   40   22   50   25   40   39   41   40    95    7
 56   15   50   21   17   24   24   28   22    80    4
 57   48   23   21   26   34   30   28   29    65   11
 58   41   28   23   11   32   27   27   23    93    3
 59   43   33   37   19   44   42   43   39    81   15
 60   28   19   19   17   28   27   26   26    80   10
 61   15   25   43   38   24   29   31   33    80    5
 62   22   43   31   40   26   28   29   29    68    5
 63   12   34   22   36   15   18   18   19    68    0
 64   35   29   43   19   37   36   39   36    72   14
 65   33   34   24   39   51   50   48   50    92   20
 66   24   33   23   41   26   27   25   28    82    2
 67   37   48   33   32   37   36   37   34    67   11
 68   38   37   13   24   35   31   30   28    83    8
 69   47   26   42   34   51   49   48   49    94   14
 70   42   41   42   25   35   33   35   31    73    6
 71   16   46   36   32   36   39   43   40    85   12
