index 249
DMU 150
input 2
output 2
instance 9
DMU   i1   i2   o1   o2   eff  err
  1   30   43   50   50    87   17
  2   30   17   26   26    76    9
  3   12   44   35   35    91    7
  4   41   31   33   33    83    4
  5   41   11   23   23    89    2
  6   16   23   22   22    61   10
  7   15   11   24   24    74   15
  8   28   38   47   47    98   14
  9   45   28   40   40    80   12
 10   11   41   32   33    82    9
 11   22   39   41   41    71   18
 12   11   18   13   13    68    3
 13   16   48   27   27    67    4
 14   20   37   27   27    67    7
 15   21   13   35   35    99   19
 16   42   15   35   34    86   12
 17   12   18   26   26    99   11
 18   44   35   55   55    90   20
 19   50   25   29   28    72    3
 20   31   37   41   41    95    8
 21   37   20   28   28    64   11
 22   17   29   21   21    78    2
 23   34   11   23   23    84    6
 24   31   11   21   20    65    8
 25   21   37   27   28    61    9
 26   27   10   30   30    87   15
 27   49   49   52   52    70   18
 28   14   24   21   21    82    5
 29   14   23   20   20    71    6
 30   33   24   40   40    98   13
 31   21   27   31   31    72   13
 32   42   17   45   44    89   20
 33   24   31   31   31    97    4
 34   35   13   31   31    62   17
 35   20   13   21   21    82    8
 36   21   32   45   45    91   20
 37   43   12   43   42    95   19
 38   30   32   38   39    85   12
 39   33   16   19   19    66    4
 40   33   41   41   41    64   17
 41   31   46   52   52    99   13
 42   47   38   32   32    74    1
 43   18   38   28   28    90    1
 44   32   33   37   37    92    7
 45   48   25   49   49    99   15
 46   26   12   28   28   100   10
 47   49   47   44   44    79    6
 48   30   14   29   29    97    9
 49   26   39   33   34    88    4
 50   37   43   39   39    67   12
 51   21   18   32   32    70   19
 52   41   36   39   39    66   14
 53   14   23   24   24    78    9
 54   49   27   40   40    97    5
 55   49   42   54   54    95   11
 56   31   17   30   30    69   14
 57   38   36   47   47    85   16
 58   41   11   35   34   100   11
 59   36   22   28   28    90    3
 60   29   44   41   41    64   17
 61   45   31   43   42    80   13
 62   47   44   35   35    71    3
 63   22   37   34   34    87    7
 64   25   21   23   23    79    5
 65   33   15   29   28    91    8
 66   17   39   41   41    83   16
 67   13   47   44   44    82   17
 68   28   30   44   44    95   16
 69   30   32   41   41    83   15
 70   31   29   26   26    72    5
 71   33   37   46   47    75   20
 72   37   18   19   19    65    2
 73   38   29   33   33    65   12
 74   22   11   29   29    66   19
 75   48   38   48   48    95    8
 76   20   19   36   36    92   18
 77   25   13   26   26    68   14
 78   50   23   32   31    80    4
 79   49   10   27   27    87    4
 80   23   18   29   29    93   10
 81   17   39   26   26    70    5
 82   41   19   28   28    74    7
 83   48   10   31   30    88    8
 84   33   21   40   40    84   18
 85   35   18   26   26    79    6
 86   39   47   44   44    87    6
 87   33   20   45   44   100   19
 88   33   20   21   21    68    4
 89   25   32   24   24    61    6
 90   10   12   17   17    82    8
 91   20   32   28   28    68   10
 92   35   26   35   35    87    9
 93   12   38   27   27    63   10
 94   30   19   27   27    63   12
 95   45   46   46   46    93    4
 96   15   44   34   34    69   12
 97   28   45   46   46    80   16
 98   24   33   26   26    62    8
 99   48   11   26   26    60   10
100   25   14   28   28    63   16
101   34   45   51   51    99   11
102   10   42   43   44    92   17
103   11   32   36   37    75   19
104   36   35   28   28    60    7
105   13   38   29   30    85    6
106   15   19   14   14    71    2
107   37   44   55   55   100   14
108   50   18   34   34    99    3
109   11   33   30   30    77   12
110   32   11   33   33    72   19
111   13   40   21   22    64    3
112   40   50   42   42    63   13
113   11   49   36   36    75   11
114   22   39   43   44    83   17
115   29   15   24   24    80    7
116   26   46   41   41    80   11
117   33   33   37   37    75   12
118   23   45   48   48    95   14
119   33   30   45   45    96   15
120   18   45   25   25    72    1
121   10   41   41   42    76   20
122   17   49   41   41    76   14
123   23   29   26   26    68    8
124   41   17   35   35    89   11
125   13   46   41   42    70   19
126   37   38   40   40    71   13
127   24   35   29   29    82    4
128   24   28   31   31    99    5
129   31   28   48   48    97   20
130   33   11   29   28    77   13
131   49   47   59   59    92   15
132   44   47   43   44    71   11
133   38   35   38   38    63   15
134   37   26   37   37    68   16
135   25   29   26   26    67    8
136   16   33   31   31   100    5
137   12   30   25   25    93    4
138   49   21   37   37    74   13
139   40   20   36   36    84   12
140   16   48   31   31    64    9
141   49   22   32   31    77    6
142   14   28   29   29    68   14
143   18   31   24   24    77    4
144   34   42   46   47    84   14
145   41   26   36   35    76   11
146   40   49   43   43    65   14
147   25   13   25   25    68   13
148   11   20   26   26    68   15
149   12   50   46   47    83   18
150   44   17   31   30    83    7
