index 129
DMU 100
input 2
output 2
instance 9
DMU   i1   i2   o1   o2   eff  err
  1   33   49   36   40    81    5
  2   26   47   42   49    96   11
  3   16   49   37   49    97   12
  4   40   29   40   37    88    8
  5   20   48   20   27    68    1
  6   45   45   54   54    88   14
  7   20   42   32   38    82   10
  8   18   10   17   15    83    4
  9   21   19   38   37    98   18
 10   38   40   47   48    75   18
 11   42   47   36   37    76    3
 12   19   13   28   26    62   17
 13   41   21   43   36    99    9
 14   33   42   53   56    97   18
 15   30   27   30   29    80    7
 16   30   29   30   30    64   11
 17   11   12   28   28    76   19
 18   31   48   33   39    89    1
 19   39   29   39   36    87    8
 20   14   23   18   21    93    2
 21   28   44   35   39    71   12
 22   36   29   41   39    68   18
 23   49   17   36   25    91    0
 24   15   45   37   46    86   16
 25   46   49   31   32    64    1
 26   20   31   28   31    73   11
 27   17   36   36   42    99   13
 28   21   29   30   32    77   12
 29   34   45   38   42    99    1
 30   45   42   55   54    92   14
 31   19   44   25   32    81    3
 32   29   29   23   23    67    4
 33   41   35   48   47    88   14
 34   27   37   43   46    86   17
 35   19   13   36   34    91   20
 36   43   35   29   27    61    4
 37   42   29   33   29    86    0
 38   22   49   34   41    72   12
 39   10   21   22   25    79   11
 40   43   21   35   28    94    1
 41   12   39   20   30    95    1
 42   33   26   40   38    81   15
 43   24   41   43   49    97   15
 44   10   23   33   38    94   20
 45   47   21   29   22    72    1
 46   16   32   37   42    87   19
 47   18   47   26   34    75    6
 48   27   43   38   42    71   15
 49   21   41   33   38    83   10
 50   13   35   16   21    65    3
 51   45   24   34   29    67    8
 52   40   27   50   46    89   18
 53   49   16   36   29    63   12
 54   38   21   44   38    97   12
 55   21   45   29   36    78    7
 56   50   37   54   50    80   17
 57   27   13   29   25    80   11
 58   43   38   44   43    82   10
 59   15   30   20   24    81    4
 60   32   21   41   37    79   18
 61   30   43   28   32    83    0
 62   30   17   39   35    87   16
 63   12   44   23   33    87    4
 64   41   31   45   42    68   19
 65   41   11   34   24    88    6
 66   16   23   24   26    79   10
 67   15   11   25   24    72   15
 68   28   38   22   24    61    3
 69   45   28   41   35    98    2
 70   11   41   36   45    88   18
 71   22   39   32   36    70   13
 72   11   18   23   25    69   14
 73   16   48   26   35    75    7
 74   20   37   29   33    63   13
 75   21   13   26   23   100    7
 76   42   15   34   27    73    9
 77   12   18   24   26    99   10
 78   44   35   34   32    60    9
 79   50   25   43   36    73   12
 80   31   37   23   25    68    1
 81   37   20   40   36    67   19
 82   17   29   37   41    89   19
 83   34   11   41   34    91   17
 84   31   11   35   30    69   18
 85   21   37   39   45    98   14
 86   27   10   26   22    60   13
 87   49   49   55   55    83   14
 88   14   24   20   23    71    8
 89   14   23   22   25    85    8
 90   33   24   30   27    68    9
 91   21   27   23   25    89    3
 92   42   17   44   36    97   11
 93   24   31   23   25    83    1
 94   35   13   30   24    70   10
 95   20   13   34   32    83   19
 96   21   32   22   25    70    5
 97   43   12   40   32    75   15
 98   30   32   30   31    82    5
 99   33   16   20   16    60    3
100   33   41   41   43    62   19
