index 274
DMU 150
input 3
output 3
instance 4
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   20   24   18   23   22   23    82    6
  2   31   36   29   45   43   44    95   14
  3   31   11   43   32   40   35    75   13
  4   47   43   16   39   32   40    82   11
  5   19   12   45   39   49   40    90   17
  6   35   11   44   24   30   27    63    7
  7   35   29   42   26   29   27    64    4
  8   22   29   38   42   44   41    75   19
  9   16   31   50   41   46   38    83   12
 10   40   18   50   33   40   36    72    9
 11   25   44   37   39   38   36    93    4
 12   16   12   45   26   36   26    98    2
 13   48   26   36   40   42   43   100    6
 14   40   40   24   39   34   40    97    6
 15   43   34   28   37   35   39    84    9
 16   18   28   36   35   37   34    60   18
 17   11   32   22   33   30   29    92   10
 18   45   44   34   49   46   49    73   19
 19   35   33   13   31   27   31    68   13
 20   34   25   38   37   40   38    71   15
 21   11   22   23   15   16   14    71    1
 22   47   32   12   35   29   37    78   13
 23   19   41   19   37   32   34    78   14
 24   39   22   23   26   25   27    61   10
 25   33   47   39   53   51   51    97   13
 26   14   43   46   29   31   25    73    1
 27   32   45   40   55   54   53    99   15
 28   23   26   49   42   48   41    86   13
 29   14   37   22   26   23   23    88    2
 30   44   25   18   44   41   47    99   18
 31   25   29   12   35   30   34    84   16
 32   47   32   30   34   33   36    76    8
 33   22   47   37   42   41   39    71   15
 34   20   24   30   36   38   36    69   19
 35   33   19   20   35   35   37    83   17
 36   50   36   38   45   45   47    91    9
 37   32   40   14   32   25   31    86    7
 38   31   13   24   14   16   17    71    0
 39   30   30   27   28   28   28    63   10
 40   36   42   41   41   41   40    78    9
 41   46   43   17   33   27   33    75    7
 42   49   25   27   39   39   42    69   18
 43   16   49   40   42   41   36    99    3
 44   34   44   20   40   33   38    94    8
 45   40   16   28   34   36   37    91   11
 46   13   35   25   20   19   18    63    3
 47   14   35   17   30   25   26   100    5
 48   37   43   32   41   39   41    88    8
 49   22   20   24   16   17   16    60    3
 50   35   31   32   43   43   44    88   15
 51   24   42   10   33   24   30    90    8
 52   32   10   11   21   21   24    83    9
 53   48   40   21   41   35   43    95    8
 54   21   22   34   21   24   21    77    1
 55   38   50   11   47   38   46    80   20
 56   33   37   38   51   51   50   100   14
 57   46   30   43   47   50   49    84   15
 58   39   44   42   48   48   47    71   18
 59   13   46   31   38   35   33    83    9
 60   26   14   18   24   25   26    91    8
 61   36   49   29   46   41   44    77   15
 62   33   43   26   39   36   38    69   15
 63   42   16   43   31   38   35    93    3
 64   39   31   14   25   21   26    70    6
 65   36   34   11   36   31   37    65   19
 66   16   23   41   21   25   20    69    2
 67   40   13   13   19   19   23    79    5
 68   19   13   30   17   20   18    65    4
 69   30   39   24   40   36   39    81   14
 70   29   17   14   31   30   32    70   18
 71   17   32   10   27   23   25    70   12
 72   41   49   26   40   33   38    95    2
 73   26   19   46   37   44   38    85   12
 74   42   33   38   29   30   30    77    1
 75   16   42   42   48   49   43    99   11
 76   23   48   36   26   24   23    64    1
 77   49   31   34   38   38   41    98    3
 78   30   11   48   37   48   40    96   11
 79   39   27   45   41   45   42    78   13
 80   39   32   50   45   50   46    84   12
 81   15   43   19   21   16   17    67    1
 82   19   21   27   33   35   33    85   14
 83   49   18   13   32   30   37    86   13
 84   25   22   15   34   32   35    86   17
 85   16   35   30   36   36   34    76   14
 86   41   23   13   36   32   39    95   14
 87   26   23   31   34   36   34    79   13
 88   33   40   50   55   58   54    90   17
 89   21   17   23   36   37   36    89   18
 90   33   36   17   39   34   39    80   16
 91   12   47   14   33   25   28    83    9
 92   32   34   19   33   30   33    74   12
 93   12   14   41   31   39   31    93   10
 94   34   49   27   28   23   26    67    2
 95   22   37   22   43   39   40    96   15
 96   46   43   36   39   37   39    72    9
 97   43   46   47   40   40   40    81    3
 98   12   27   20   23   22   21    80    6
 99   14   16   27   16   18   16    67    3
100   47   10   42   28   35   33    79    6
101   37   10   42   26   31   28    60   10
102   42   47   49   56   57   55    98   10
103   19   40   32   40   39   38    66   18
104   37   12   50   40   49   43    86   14
105   45   18   41   25   30   28    71    3
106   34   20   46   27   33   29    77    3
107   30   26   36   30   33   31    83    5
108   28   26   22   20   19   20    67    3
109   29   12   45   28   36   30    86    5
110   19   44   25   50   45   46    94   19
111   19   20   12   16   14   16    80    2
112   50   24   37   34   36   37    75    9
113   29   23   18   28   26   29    93    7
114   34   40   50   50   53   49    81   16
115   20   21   28   25   27   25    87    5
116   41   11   43   39   48   44    95   13
117   24   49   16   42   33   38    92   12
118   45   25   18   28   25   31    82    6
119   18   34   40   42   44   40    82   15
120   13   27   35   32   34   31    60   16
121   40   37   21   35   30   35    99    3
122   36   30   48   36   39   36    61   13
123   50   36   16   36   31   37    71   13
124   33   48   25   46   41   44    82   16
125   42   13   50   39   46   42    66   18
126   13   33   37   47   49   44    95   18
127   49   44   34   53   50   53    88   16
128   47   22   36   32   36   36    93    3
129   29   15   20   29   30   31    64   17
130   39   30   47   39   43   40    67   14
131   41   45   44   45   45   45    90    6
132   42   50   26   38   32   37    81    5
133   18   49   44   50   50   45    93   12
134   34   46   16   37   29   35    90    7
135   49   41   25   55   50   56    94   20
136   28   36   39   34   35   33    81    5
137   12   44   34   42   40   36    98    8
138   46   30   36   43   45   46    92   11
139   33   24   42   27   31   28    67    6
140   27   28   16   30   27   29    74   12
141   25   30   35   28   30   28    79    4
142   36   14   48   25   32   28    67    5
143   22   37   23   38   36   36    69   18
144   36   32   11   38   33   39    78   18
145   41   48   24   48   41   47    92   13
146   37   24   19   22   21   23    60    7
147   11   36   11   31   25   27    79   13
148   46   12   23   35   37   40    93   14
149   38   29   22   40   38   41    84   16
150   30   50   22   36   28   33    90    3
