index 122
DMU 100
input 2
output 2
instance 2
DMU   i1   i2   o1   o2   eff  err
  1   46   31   39   42    88    7
  2   21   14   16   18    94    1
  3   41   35   24   25    61    1
  4   21   49   56   49    93   19
  5   24   44   47   43    81   17
  6   44   22   43   48    81   19
  7   36   35   39   39    76   12
  8   10   19   29   27    86   15
  9   39   16   29   34    85    9
 10   41   49   31   30    61    3
 11   36   14   17   21    62    4
 12   10   16   13   12    70    3
 13   29   43   30   27    73    2
 14   27   15   30   32    60   19
 15   49   19   33   39    72   12
 16   23   26   24   24    89    2
 17   10   36   27   21    80    5
 18   19   27   36   34    91   14
 19   15   29   25   21    88    3
 20   11   32   26   22    71    8
 21   29   42   36   33    90    2
 22   32   16   28   32    87   10
 23   16   25   30   29    70   15
 24   33   47   35   32    68    6
 25   26   39   47   44    83   18
 26   39   17   34   38    63   19
 27   26   44   39   35    67   13
 28   27   46   45   40    95    7
 29   16   43   37   31    69   13
 30   13   20   29   27    84   14
 31   11   29   29   24    94    7
 32   45   19   37   41    61   20
 33   27   46   51   47    94   14
 34   32   13   33   37    73   19
 35   31   21   40   43    99   16
 36   29   14   18   21    66    6
 37   23   12   33   36    84   20
 38   36   47   33   30    68    3
 39   13   24   32   29    82   15
 40   41   23   42   45    75   20
 41   47   23   41   46    75   18
 42   14   38   28   22    86    2
 43   35   29   38   39    70   16
 44   17   34   41   38    78   19
 45   11   42   36   28    90    7
 46   34   42   42   41    74   13
 47   32   18   19   22    81    1
 48   31   31   48   48    98   18
 49   42   26   26   29    74    3
 50   46   42   49   50    84   13
 51   27   24   31   32    86   10
 52   44   13   21   28    86    1
 53   23   38   37   34    76   12
 54   22   43   40   36    67   16
 55   42   26   34   38    95    4
 56   12   32   35   32    68   18
 57   11   13   29   28    78   19
 58   20   38   47   42    95   16
 59   43   15   27   32    67   11
 60   49   10   19   25    61    5
 61   28   38   42   40    84   13
 62   11   14   25   24    61   17
 63   29   40   30   28    64    7
 64   20   37   42   38    72   19
 65   11   10   18   18    75   10
 66   14   43   35   29    78    9
 67   18   49   52   44    94   15
 68   40   19   31   35    73   12
 69   14   16   16   16    67    6
 70   19   32   31   28    83    8
 71   41   42   41   41    75   10
 72   15   35   39   34    88   14
 73   44   47   44   43    91    2
 74   46   25   32   37    76    8
 75   27   20   23   24    88    3
 76   28   41   48   45    76   20
 77   25   11   13   17    87    0
 78   13   29   27   24    69   11
 79   13   24   36   33    92   17
 80   19   17   13   13    68    1
 81   36   33   52   53    97   19
 82   30   18   38   41    96   17
 83   33   36   52   52    98   18
 84   45   49   52   52    70   19
 85   10   22   21   19    65    9
 86   33   42   35   33    87    1
 87   38   21   34   37    68   16
 88   50   50   50   50    63   18
 89   41   22   33   36    66   14
 90   14   22   21   20    63    9
 91   16   22   30   29    67   17
 92   14   16   24   24    72   13
 93   45   13   31   38    84   11
 94   18   37   37   33    77   13
 95   10   48   50   40    92   17
 96   31   22   19   21    73    1
 97   14   19   18   17    72    5
 98   40   33   43   44    98    8
 99   37   35   32   33    74    6
100   30   41   24   22    62    1
