index 454
DMU 200
input 5
output 5
instance 4
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   36   49   29   33   43   37   37   36   36   36    94    1
  2   26   42   16   43   39   38   34   37   35   33    97    4
  3   31   14   36   34   11   30   31   32   32   31    67   14
  4   16   23   41   40   13   35   36   38   38   36    88   13
  5   13   19   13   30   30   23   20   23   21   20    70    7
  6   39   24   29   17   14   33   39   34   36   38    97   12
  7   17   32   10   41   49   40   32   37   34   32    89    9
  8   26   26   19   46   42   36   29   34   32   30    97    2
  9   33   38   16   42   42   44   41   42   42   41    71   18
 10   23   48   36   49   31   25   25   27   26   25    61    3
 11   34   30   11   48   39   36   31   34   33   31    94    3
 12   27   45   39   32   50   49   47   48   47   47    93   12
 13   15   43   19   19   21   29   31   30   30   29    77   12
 14   27   49   18   13   25   39   43   39   41   42    99   15
 15   22   15   16   35   30   21   17   20   19   18    72    2
 16   41   23   13   26   23   25   26   25   25   26    70    8
 17   31   33   40   50   21   26   27   28   28   27    61    6
 18   17   23   33   36   17   27   26   28   28   27    76    8
 19   12   47   14   32   34   37   35   37   36   34    80   14
 20   19   12   14   41   34   19   14   18   16   15    66    1
 21   49   27   22   37   22   27   29   28   28   28    70    6
 22   46   43   36   43   46   34   33   33   33   33    75    1
 23   47   12   27   20   14   36   39   36   37   39    84   17
 24   16   27   47   10   42   30   29   28   29   30    83    5
 25   37   10   42   42   47   44   38   42   40   40    94    7
 26   49   19   40   32   37   30   30   29   30   31    64    7
 27   12   50   45   18   41   44   45   44   45   45    98   12
 28   34   20   46   30   26   38   39   39   39   40    72   16
 29   36   28   26   22   29   24   25   24   24   25    62    7
 30   12   45   19   44   25   28   26   30   29   26    84    4
 31   19   20   12   50   24   33   28   34   31   28    98    7
 32   37   29   23   18   34   41   42   40   40   42    89   16
 33   40   50   20   21   28   21   24   21   22   23    61    3
 34   41   11   43   24   49   31   29   29   29   30    69    6
 35   16   45   25   18   18   20   23   21   22   22    81    2
 36   34   40   13   27   35   38   38   37   37   37    70   17
 37   40   37   21   36   30   44   44   44   44   44    95   13
 38   48   50   36   16   33   45   50   45   47   49    82   17
 39   48   25   42   13   50   37   37   34   35   38    66   12
 40   13   33   37   49   44   35   30   35   33   31    79    5
 41   34   47   22   36   29   27   28   27   27   27    79    1
 42   15   20   39   30   47   39   34   37   36   36    70   15
 43   41   45   44   42   50   44   43   43   43   43    68   13
 44   26   18   49   44   34   32   29   33   31   31    81    3
 45   46   16   49   41   25   36   37   37   38   38    87    6
 46   28   36   39   12   44   46   47   44   45   47    87   18
 47   34   46   30   36   33   44   45   44   44   44    82   15
 48   24   42   27   28   16   16   18   17   18   17    64    0
 49   25   30   35   36   14   26   28   29   29   28    83    5
 50   48   22   37   23   36   36   38   35   36   38    82    9
 51   32   11   41   48   24   42   40   44   43   42    89   14
 52   37   24   19   11   36   35   35   33   34   35    69   17
 53   11   46   12   23   38   31   29   30   29   28    80    9
 54   29   22   30   50   22   22   21   24   23   21    69    1
 55   32   45   25   32   40   51   50   50   50   50    93   18
 56   13   14   25   33   22   23   20   24   22   21    89    3
 57   43   48   50   47   34   37   39   39   39   39    75    5
 58   10   42   23   18   21   26   28   27   28   27    94    6
 59   21   28   28   11   47   24   22   21   21   22    77    1
 60   23   49   36   38   49   45   42   44   43   42    89    9
 61   34   26   21   19   33   23   23   21   22   23    68    4
