index 159
DMU 100
input 3
output 3
instance 9
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   30   29   11   18   20   19    65    5
  2   12   31   48   27   25   27    69    4
  3   39   29   14   25   28   26    87    4
  4   23   28   44   35   33   34    94    3
  5   36   29   49   60   57   57   100   19
  6   17   15   45   33   30   32    68   13
  7   46   49   20   41   44   42    61   20
  8   31   17   36   40   38   38    83   15
  9   21   29   34   30   29   30    82    6
 10   45   45   42   44   44   44    61   17
 11   19   44   29   21   21   23    63    2
 12   29   41   35   40   40   41    90    9
 13   27   37   19   35   37   37    90   12
 14   13   43   35   34   33   36   100    3
 15   42   29   22   18   19   18    61    0
 16   49   10   21   39   40   36    99   13
 17   43   21   12   21   24   21    72    5
 18   39   33   26   39   40   39    89   11
 19   24   41   10   22   25   25    79    5
 20   23   47   21   37   39   39    65   19
 21   16   32   18   22   23   23    76    6
 22   47   27   43   53   53   51    96   15
 23   21   41   13   36   39   39    83   18
 24   35   45   24   28   30   30    83    1
 25   40   27   49   41   39   39    73   11
 26   16   38   21   39   39   41    95   16
 27   21   45   50   52   50   53    83   18
 28   37   27   13   31   34   32    80   13
 29   43   38   15   22   25   23    68    3
 30   30   32   21   27   28   28    95    2
 31   30   43   30   40   41   41    60   20
 32   17   12   44   33   29   30    91    7
 33   41   31   41   41   40   40    67   15
 34   11   16   23   34   32   34    99   16
 35   15   11   28   35   33   34    73   20
 36   38   45   28   48   49   49    79   20
 37   11   41   22   32   32   35    91   10
 38   39   11   18   33   34   31    67   18
 39   16   48   20   30   31   33    63   14
 40   37   21   13   25   27   24    96    4
 41   42   15   12   23   26   22    87    5
 42   18   44   35   32   31   34    88    3
 43   50   25   31   35   35   33    74    9
 44   37   37   20   43   45   44    85   18
 45   17   29   34   38   37   38    74   17
 46   11   31   11   16   18   19    78    4
 47   21   37   27   36   36   37    81   13
 48   10   49   49   50   47   52    78   20
 49   14   24   14   29   29   30    83   15
 50   23   33   24   18   18   19    61    2
 51   21   27   42   42   39   41    99   10
 52   17   24   31   30   28   30    97    5
 53   35   13   20   35   36   33    94   14
 54   13   21   32   33   31   33    97   10
 55   43   12   30   42   41   39    88   16
 56   32   33   16   33   35   34    85   12
 57   33   41   31   41   41   42    87   11
 58   46   47   38   50   51   51    76   18
 59   18   38   32   33   33   34    75   11
 60   33   48   25   32   34   34    79    6
 61   26   12   49   30   27   28    66    8
 62   47   30   14   25   29   26    83    3
 63   26   39   37   24   24   25    62    3
 64   43   21   18   23   25   23    80    3
 65   41   36   14   45   48   46    99   18
 66   23   49   27   38   39   41    71   16
 67   49   42   31   39   41   39    90    4
 68   17   38   36   32   31   33    70   10
 69   41   11   36   34   33   31    66   13
 70   22   29   44   51   48   50    98   17
 71   45   31   47   47   46   45    99    5
 72   44   22   37   32   32   31    72    7
 73   25   21   33   32   31   31    64   14
 74   15   17   39   33   30   32    78   12
 75   13   47   28   29   29   31    68    9
 76   30   30   32   38   38   38    81   13
 77   31   29   33   46   46   46    84   20
 78   37   37   18   30   32   31    92    4
 79   38   29   22   26   27   26    91    0
 80   11   48   38   36   35   38    76   11
 81   20   19   25   24   23   23    90    4
 82   13   50   23   40   41   44    99   13
 83   49   10   23   21   22   19    75    1
 84   18   17   39   20   17   18    63    2
 85   41   19   48   41   39   38    61   17
 86   10   33   21   20   20   21    70    5
 87   35   18   39   30   29   29    62   10
 88   47   33   20   32   35   32   100    1
 89   33   20   25   24   25   23    94    0
 90   32   10   12   13   14   12    67    2
 91   20   32   35   46   45   47    87   20
 92   26   12   38   37   35   35    76   16
 93   30   19   45   38   35   36    91    7
 94   46   15   44   31   29   28    83    0
 95   28   45   24   39   41   41    89   12
 96   33   48   11   21   24   23    61    5
 97   25   14   34   40   38   38    74   20
 98   45   10   42   54   52   50    98   20
 99   11   32   36   32   30   32    80    9
100   35   13   38   31   30   29    82    6
