index 31
DMU 50
input 3
output 3
instance 1
DMU   i1   i2   i3   o1   o2   o3   eff  err
  1   38   22   24   41   41   43    84   17
  2   18   30   27   33   33   32    84   13
  3   27   11   36   29   25   28    73    8
  4   50   44   46   34   34   35    60    6
  5   45   30   44   44   42   44    87    8
  6   36   45   22   28   32   30    81    3
  7   12   49   46   26   25   23    73    1
  8   32   27   30   38   38   38    66   18
  9   15   49   23   30   33   30    62   15
 10   33   16   17   37   37   38    95   15
 11   47   38   41   40   40   40    63   13
 12   31   33   26   28   29   28    61   10
 13   10   13   17   13   13   13    98    0
 14   47   19   38   43   40   44    84   11
 15   16   34   19   18   20   18    77    2
 16   20   23   12   25   27   26    83   11
 17   48   15   27   41   40   43    94   10
 18   19   38   37   30   29   28    64   10
 19   12   44   14   32   36   32    66   20
 20   42   13   15   28   28   30    73   10
 21   33   32   45   42   40   40    83   10
 22   19   38   19   38   41   38    93   17
 23   44   12   50   42   36   41    92    4
 24   27   18   23   22   22   22    64    7
 25   20   18   17   25   25   25    87    9
 26   49   48   35   37   39   38    73    6
 27   30   47   34   38   40   38    73   13
 28   38   26   35   41   40   41    79   14
 29   48   32   25   40   42   43    95    7
 30   41   23   44   38   35   37    63   13
 31   29   34   25   28   29   28    74    7
 32   38   47   23   43   47   45    84   16
 33   35   30   42   47   45   46    91   13
 34   35   15   34   29   26   29    70    7
 35   16   18   20   27   26   26    64   15
 36   32   12   49   40   34   38    79   11
 37   21   33   40   42   41   40    73   19
 38   35   31   13   23   26   25    86    2
 39   31   12   29   31   28   31    97    5
 40   46   38   24   38   41   41    91    7
 41   22   32   14   23   27   24   100    3
 42   35   38   37   53   53   53    99   17
 43   45   34   14   28   32   31    85    3
 44   44   35   40   31   31   31    74    1
 45   12   43   47   45   43   41    95   13
 46   38   32   37   40   39   40    92    6
 47   44   11   38   54   50   54    99   19
 48   43   21   26   39   39   41    71   17
 49   34   29   37   46   45   46    96   13
 50   13   43   14   34   39   34   100   15
