index 184
DMU 100
input 4
output 4
instance 4
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   23   13   21   33   26   25   27   25    62   12
  2   40   17   23   29   45   44   47   45   100   18
  3   20   16   47   15   38   37   31   38    95   10
  4   42   37   41   42   41   40   41   41    68   13
  5   33   25   43   27   43   43   40   43    91   12
  6   25   13   39   21   30   29   27   30    84    7
  7   11   19   30   20   31   31   29   31    70   16
  8   23   23   41   18   36   36   31   36    96    8
  9   34   30   35   30   35   35   35   35    80    9
 10   20   37   47   47   32   33   32   31    76    3
 11   20   24   16   13   23   24   23   24    86    8
 12   48   30   27   48   39   38   42   38    78   10
 13   12   43   14   19   27   28   28   27    76   12
 14   18   27   23   43   32   32   35   31    72   13
 15   21   45   19   21   21   23   22   22    79    2
 16   40   21   48   40   44   43   43   43    62   19
 17   40   13   16   32   29   28   33   29    95    6
 18   42   18   45   27   39   38   36   39    69   14
 19   12   28   31   38   32   33   33   31    94    7
 20   29   22   43   21   37   36   33   37    75   13
 21   48   19   29   48   35   34   38   35    69   11
 22   37   18   12   36   17   16   20   16    70    0
 23   29   19   20   24   30   30   31   30    62   16
 24   18   31   36   29   48   49   47   48   100   19
 25   31   11   43   47   33   32   34   32    74    7
 26   43   16   19   12   33   32   32   34    87   13
 27   45   35   11   44   30   30   36   30    79    7
 28   35   29   42   22   30   30   27   31    73    5
 29   29   38   16   31   18   18   20   18    68    0
 30   50   40   18   50   43   43   49   43    84   13
 31   25   44   37   16   28   29   24   30    90    0
 32   12   45   48   26   53   54   47   53   100   18
 33   36   40   40   24   26   26   24   27    70    1
 34   43   34   28   18   29   29   28   30    71    7
 35   28   36   11   32   32   33   36   32    78   14
 36   22   45   44   34   44   45   41   44    91   10
 37   35   33   13   34   22   22   25   22    61    6
 38   25   38   11   22   30   31   32   30    93   10
 39   23   47   32   12   41   42   38   43    74   20
 40   19   41   19   39   32   34   36   32    99    6
 41   22   23   33   47   32   32   33   30    66   11
 42   39   14   43   46   54   52   54   52    95   18
 43   32   45   40   23   35   35   32   36    75    8
 44   26   49   14   37   30   31   33   30    68   11
 45   22   44   25   18   33   34   32   34    68   15
 46   25   29   12   47   23   23   29   22    84    2
 47   32   30   22   47   29   30   34   28    90    2
 48   37   20   24   30   24   24   25   24    63    7
 49   33   19   20   50   34   34   39   33    77   12
 50   36   38   32   40   36   36   38   36    85    6
 51   14   31   13   24   34   35   36   34    90   17
 52   30   30   27   36   45   45   47   45    87   19
 53   42   41   46   43   51   51   50   51    71   20
 54   17   49   25   27   43   45   43   43    86   19
 55   16   49   40   34   40   41   38   40    80   12
 56   44   20   40   16   32   31   28   33    98    0
 57   28   13   35   25   44   42   41   43   100   16
 58   14   35   17   37   26   27   29   25    86    6
 59   43   32   22   20   23   23   23   24    66    4
 60   24   35   31   32   31   32   31   31    83    6
 61   24   42   10   32   28   29   32   28    98    5
 62   10   11   48   40   32   32   30   30    75    9
 63   21   21   22   34   31   31   33   30    92    9
 64   38   50   11   33   18   19   21   19    63    0
 65   37   38   46   30   57   57   54   58   100   18
 66   43   39   44   42   33   33   33   33    63    6
 67   13   46   31   26   42   44   41   43    83   19
 68   14   18   36   49   39   39   41   37    87   13
 69   29   33   43   26   48   48   45   49    99   14
 70   42   16   43   39   55   53   54   54    94   20
 71   31   14   36   34   38   37   37   37    84   12
 72   11   16   23   41   29   30   33   28    97    8
 73   40   13   13   19   21   20   22   21    72    6
 74   13   30   30   39   28   28   29   27    86    4
 75   24   29   17   14   27   27   27   28    79   11
 76   17   32   10   41   29   30   33   28    65   15
 77   49   26   26   19   34   33   34   35    70   13
 78   46   42   33   38   40   40   42   41    89    6
 79   16   42   42   23   27   28   23   27    80    1
 80   48   36   49   31   51   50   47   52    97    9
 81   34   30   11   48   31   32   39   30    91    7
 82   39   27   45   39   41   40   40   41    95    4
 83   32   50   15   43   49   50   54   49    94   20
 84   19   19   21   27   37   37   38   36    92   17
 85   49   18   13   25   40   38   43   41   100   15
 86   22   15   16   35   18   18   21   17    76    2
 87   30   41   23   13   38   38   36   39    68   20
 88   26   23   31   33   42   42   43   42    99   14
 89   40   50   21   17   28   29   28   30    94    0
 90   23   33   36   17   38   38   35   39    84   14
 91   12   47   14   32   37   39   40   37    96   15
 92   34   19   12   14   24   23   24   24    66   11
 93   41   34   49   27   57   56   52   58    99   17
 94   22   37   22   46   35   37   40   34    91    9
 95   43   36   43   46   42   41   42   41    75   10
 96   47   12   27   20   42   40   41   42    78   20
 97   14   16   27   47   34   34   37   32    86   12
 98   10   42   37   10   28   30   23   29    89    5
 99   42   42   47   49   39   39   39   39    62   11
100   19   40   32   37   44   45   45   44    94   15
