index 243
DMU 150
input 2
output 2
instance 3
DMU   i1   i2   o1   o2   eff  err
  1   20   34   36   36    83   14
  2   30   24   32   33    87    9
  3   46   17   27   28    70    5
  4   14   42   32   31    80    9
  5   23   22   25   25    69    9
  6   35   48   33   33    61    8
  7   41   13   22   23    78    1
  8   29   49   37   37    93    1
  9   42   25   31   32    73    7
 10   33   18   31   32    60   16
 11   47   31   43   43    84   10
 12   14   20   23   23    85    9
 13   28   31   26   26    60    8
 14   44   39   41   42   100    0
 15   48   17   36   37    89    7
 16   18   16   23   23    94    7
 17   16   36   24   23    85    2
 18   43   30   33   34    67    9
 19   39   44   40   40    74    9
 20   29   42   44   44    88   13
 21   25   42   23   22    64    1
 22   25   34   36   35    70   15
 23   11   45   37   35    84   13
 24   17   25   17   17    73    2
 25   50   28   43   44    95    6
 26   16   44   24   23    76    1
 27   26   34   45   45    98   16
 28   12   27   30   29    69   16
 29   24   16   26   26    80   10
 30   20   23   31   31    90   12
 31   17   19   18   18    91    2
 32   25   16   33   33    69   19
 33   25   27   34   34    67   17
 34   18   25   23   22    63    9
 35   26   27   26   26    73    7
 36   35   38   39   39    72   13
 37   23   20   34   34    85   16
 38   24   34   38   37    64   19
 39   45   22   37   38    88    8
 40   18   18   30   30    89   14
 41   41   24   30   31    63   10
 42   28   12   30   30    94   11
 43   46   26   27   28    71    2
 44   20   18   34   34    74   20
 45   43   39   52   52    80   19
 46   28   29   36   36    88   11
 47   31   43   43   43    95    8
 48   28   41   33   33    76    7
 49   49   17   41   43    93   11
 50   23   48   35   35    63   13
 51   31   33   30   30    95    0
 52   23   35   42   42    80   19
 53   29   31   38   38    82   13
 54   20   28   30   30    96    7
 55   45   40   35   35    77    2
 56   13   21   21   20    92    5
 57   11   48   46   44    93   18
 58   42   46   30   30    67    1
 59   36   26   42   43    88   15
 60   33   18   21   21    63    5
 61   44   28   26   26    66    2
 62   18   46   35   34    68   13
 63   46   44   60   60    91   19
 64   42   12   32   33    75   12
 65   17   45   28   27    73    5
 66   15   49   49   47    89   20
 67   26   30   22   22    74    1
 68   41   44   47   47    83   12
 69   40   38   46   46    72   18
 70   38   41   35   35    80    3
 71   20   21   31   31    78   15
 72   44   10   39   40    85   16
 73   34   30   35   35    87    7
 74   25   25   27   27    85    6
 75   18   18   18   18    90    2
 76   41   20   44   45    83   19
 77   17   14   15   15    73    4
 78   39   46   46   46    77   13
 79   24   42   24   24    67    2
 80   21   25   34   34    70   18
 81   43   34   55   55    96   18
 82   36   18   26   27    97    0
 83   43   49   56   55    88   15
 84   31   47   46   45    79   15
 85   27   37   35   35    65   14
 86   38   14   23   24    86    1
 87   10   45   24   23    62    7
 88   27   27   26   26    97    0
 89   34   16   35   36    88   13
 90   31   20   37   37    86   15
 91   43   20   40   41    93   11
 92   35   26   31   32    90    4
 93   38   16   23   24    82    1
 94   34   30   23   24    70    1
 95   13   16   22   22    86   10
 96   21   40   31   31    86    5
 97   12   34   28   27    98    5
 98   21   41   36   35    94    7
 99   20   20   24   24    83    7
100   42   40   31   31    71    2
101   28   40   40   40    88   10
102   29   37   28   28    78    2
103   43   18   31   32    96    2
104   16   15   35   35    95   20
105   46   21   37   38    86    8
106   26   14   34   34    84   17
107   37   19   21   22    76    0
108   33   27   35   35    87    9
109   39   18   27   28    92    1
110   47   25   41   42    73   15
111   13   31   17   17    61    4
112   41   47   39   39    70    8
113   30   27   29   29    70    9
114   42   13   32   33    84    9
115   12   45   34   33    63   16
116   24   50   36   35    79    7
117   23   47   40   39    90    8
118   24   44   37   37    68   14
119   27   23   33   33    80   13
120   31   48   49   48    86   15
121   23   37   33   32    69   12
122   43   25   43   43    85   14
123   39   50   51   50    98    7
124   38   27   24   25    72    1
125   14   28   37   36    88   18
126   28   43   37   36    98    2
127   39   19   23   24    77    1
128   17   28   27   26    69   11
129   19   27   34   33    63   19
130   36   17   37   37    86   14
131   45   13   31   32    69   11
132   16   21   15   15    75    1
133   15   38   33   32    97    7
134   18   33   33   32    84   11
135   16   13   19   19    92    6
136   27   20   29   30    91    8
137   44   22   48   48    96   16
138   29   43   45   45    72   19
139   10   41   21   20    74    2
140   28   31   27   27    93    0
141   13   45   47   45    98   18
142   34   23   20   21    72    0
143   12   40   28   27    81    7
144   23   11   30   30    86   15
145   46   13   32   33    73   11
146   33   28   32   32    94    3
147   11   23   18   18    76    5
148   41   26   39   40    99    6
149   46   28   41   42    66   17
150   49   43   36   36    74    2
