index 306
DMU 150
input 4
output 4
instance 6
DMU   i1   i2   i3   i4   o1   o2   o3   o4   eff  err
  1   18   30   19   47   22   25   26   23    85    2
  2   31   41   24   37   39   42   42   40    91   11
  3   41   14   34   40   36   33   34   37    77   10
  4   44   25   25   32   27   27   26   28    80    1
  5   28   46   13   11   28   33   30   27    94    5
  6   35   43   35   33   42   43   42   42    66   18
  7   28   43   13   33   40   45   44   41    99   14
  8   42   16   39   21   50   46   45   50    95   18
  9   37   43   41   27   35   35   34   34    83    3
 10   43   48   15   48   50   56   55   52   100   15
 11   26   47   35   39   22   24   24   22    65    0
 12   20   33   16   44   23   27   28   24    97    0
 13   34   40   49   46   41   40   41   41    77    9
 14   46   30   30   45   27   28   28   29    71    1
 15   27   25   39   29   28   26   27   28    72    6
 16   50   46   16   35   45   49   47   46    72   19
 17   14   16   46   50   42   38   43   42    86   17
 18   46   28   27   33   34   34   34   35    61   13
 19   20   44   35   46   30   32   34   30    93    0
 20   25   27   35   46   21   21   23   22    69    0
 21   23   41   48   42   38   38   39   38    63   15
 22   48   22   41   13   35   32   30   34    73    8
 23   49   11   28   41   29   27   27   31    77    3
 24   18   38   25   26   33   35   35   33    93   10
 25   23   31   43   38   38   37   38   38    61   18
 26   11   23   25   30   31   31   32   31    68   17
 27   20   12   35   23   38   34   35   37    94   15
 28   17   39   41   30   34   33   34   33    64   14
 29   31   48   34   35   49   51   51   49    84   19
 30   47   18   36   24   37   34   33   37    85    7
 31   10   37   36   46   30   31   33   30    61   13
 32   27   34   20   47   30   32   33   31    67   11
 33   32   23   28   26   39   38   38   39    76   17
 34   45   38   17   42   49   54   52   52    97   17
 35   14   32   18   29   33   36   36   33    85   16
 36   42   20   38   47   38   35   36   39    99    1
 37   22   45   18   45   42   47   47   43    87   18
 38   20   45   13   49   18   22   23   19    67    1
 39   42   15   33   24   31   28   27   31    97    0
 40   22   39   14   33   25   30   30   26    98    2
 41   49   21   18   37   24   24   23   25    65    3
 42   24   40   29   23   30   31   31   29    90    4
 43   36   19   45   49   50   46   48   50    90   16
 44   23   38   44   13   27   26   25   25    85    0
 45   33   20   41   25   47   43   43   46    88   18
 46   42   34   11   23   37   39   38   38    61   20
 47   15   22   29   40   30   30   32   30    89    9
 48   24   23   11   34   31   33   34   33    80   15
 49   31   47   24   48   27   30   30   27    74    2
 50   48   37   37   27   35   34   33   34    79    3
 51   12   43   13   39   32   37   38   32    85   14
 52   46   26   22   18   30   31   29   31    69    9
 53   13   14   23   18   30   29   30   30    65   19
 54   10   11   35   44   32   29   33   32    84   13
 55   21   47   20   27   33   38   37   33    97    8
 56   46   50   37   27   34   35   33   33    79    1
 57   15   47   26   22   33   35   35   32    70   15
 58   12   47   17   28   20   23   23   20    63    6
 59   11   21   46   36   41   38   41   40    80   19
 60   16   21   29   44   17   17   19   17    62    2
 61   32   33   25   37   35   36   36   35    65   15
 62   26   33   40   28   38   37   38   37    75   14
 63   48   19   25   22   47   45   44   48    87   19
 64   37   26   33   44   41   41   42   42    80   14
 65   41   18   28   26   39   37   36   39    87   12
 66   45   42   26   43   47   49   49   48    77   18
 67   20   20   42   37   36   34   36   36    73   15
 68   26   46   28   16   26   28   27   25    72    5
 69   24   36   35   26   28   28   28   27    83    3
 70   21   49   33   45   42   45   46   42    86   14
 71   44   25   45   11   28   25   23   27    69    2
 72   21   44   24   18   30   33   32   29    90    7
 73   26   33   22   46   37   39   40   38    71   17
 74   35   17   49   42   37   33   35   37    76    9
 75   41   28   41   21   27   25   24   27    72    1
 76   26   14   38   31   32   28   30   32    91    6
 77   26   23   25   20   38   38   37   38    90   16
 78   39   41   28   37   40   42   41   40    81   11
 79   19   50   22   28   22   26   25   22    65    5
 80   28   26   19   42   33   35   35   34    88   10
 81   28   40   33   33   41   42   42   40    94   10
 82   35   45   13   14   36   40   37   36    78   15
 83   49   27   15   23   31   32   30   32    85    5
 84   38   46   11   28   29   35   33   30    97    1
 85   35   35   22   44   31   33   33   32    69    9
 86   48   19   29   28   28   26   25   29    76    2
 87   35   14   44   46   46   41   44   46    92   13
 88   15   36   38   28   36   36   37   35    75   15
 89   28   31   21   42   25   27   28   26    87    1
 90   25   43   24   28   28   31   30   28    81    5
