index 215
DMU 100
input 5
output 5
instance 5
DMU   i1   i2   i3   i4   i5   o1   o2   o3   o4   o5   eff  err
  1   43   16   20   38   47   24   22   25   23   24    73    0
  2   15   21   34   28   43   34   37   35   34   36    89   11
  3   25   12   41   32   22   37   37   38   38   38    87   14
  4   24   12   21   40   27   21   19   21   19   20    60    4
  5   17   15   32   18   47   31   34   32   32   33    61   18
  6   18   47   35   43   39   34   35   32   32   34    76    5
  7   21   44   33   20   39   38   41   37   38   39    83   14
  8   23   45   45   33   18   30   31   29   30   30    65    8
  9   34   16   20   43   11   38   34   38   36   36    63   19
 10   46   41   16   17   47   37   37   37   37   37    92    9
 11   38   38   44   25   23   31   32   32   34   32    85    4
 12   24   36   34   30   39   41   42   40   41   42    76   17
 13   18   16   38   33   36   33   35   34   33   35    78   12
 14   24   34   29   46   18   36   34   35   34   35    82    8
 15   26   38   14   35   15   44   41   42   41   41    98   15
 16   44   28   47   39   48   43   44   44   44   44    69   16
 17   29   47   25   41   21   45   43   43   43   43    82   15
 18   46   28   28   41   28   35   32   35   34   33    90    2
 19   45   49   32   27   15   38   36   37   39   36    96    5
 20   15   42   30   28   32   31   33   30   31   32    77    9
 21   46   26   29   31   47   29   29   30   29   29    64    7
 22   45   40   17   21   24   41   39   41   41   40    71   20
 23   14   22   36   36   20   29   29   29   29   29    77    8
 24   16   11   18   39   29   26   25   26   23   26    92    3
 25   37   21   46   46   12   34   32   35   35   33    90    2
 26   30   44   45   23   37   31   34   31   33   32    77    6
 27   39   26   40   45   26   34   32   35   34   33    86    2
 28   23   30   39   11   37   26   31   27   29   29    92    5
 29   23   20   43   43   12   37   37   38   37   37    75   14
 30   37   33   12   41   31   27   23   25   24   25    71    2
 31   49   43   47   35   27   32   32   33   34   32    71    4
 32   15   11   32   40   33   25   26   26   24   26    93    0
 33   27   31   35   40   45   31   32   31   30   32    73    5
 34   15   37   20   42   28   39   38   37   37   38    66   18
 35   30   17   31   10   35   36   39   38   39   38    90   18
 36   28   45   48   24   27   28   31   28   30   29    61    9
 37   47   33   26   15   12   31   29   31   32   30    68   13
 38   25   14   43   15   15   36   39   38   40   38    97   17
 39   23   47   31   10   20   31   33   30   33   31    68   15
 40   21   46   39   23   36   44   48   44   46   46    97   15
 41   13   45   19   14   41   40   44   38   39   41    93   18
 42   30   13   36   47   10   38   36   39   38   37    77   14
 43   31   26   22   46   27   38   34   37   35   36    95    5
 44   23   14   39   50   50   47   47   48   45   48    94   13
 45   36   36   40   18   12   40   41   41   43   40    89   16
 46   15   33   39   41   43   49   51   48   48   50    96   16
 47   39   34   16   33   15   38   35   37   37   36    72   16
 48   24   42   30   25   11   42   42   41   43   41    85   19
 49   45   20   40   10   40   44   47   47   49   47    96   20
 50   28   13   41   22   50   31   35   34   34   34    79   11
 51   34   10   20   24   34   30   29   31   30   30    80   11
 52   44   48   44   43   36   49   48   48   49   48    70   18
 53   35   44   15   25   12   43   40   41   42   41    80   20
 54   15   15   15   27   28   26   26   26   25   26    63   13
 55   43   34   22   14   32   43   43   44   45   43    91   19
 56   15   46   26   20   16   31   32   29   31   30    96    7
 57   37   30   41   14   29   37   39   38   40   38    83   15
 58   27   36   46   30   34   38   40   38   39   39    65   17
 59   42   40   45   32   41   41   43   42   43   42    99    4
 60   27   40   46   13   40   30   37   32   35   34    97    4
 61   25   16   34   22   15   19   20   21   21   20    89    0
 62   33   40   22   50   25   42   38   40   39   40    79   11
 63   15   50   21   17   48   37   41   35   36   38    88   13
 64   23   21   26   41   28   25   24   25   24   25    66    5
 65   23   11   43   33   37   27   29   29   28   29    93    1
 66   19   28   19   19   17   15   15   14   15   14    71    0
 67   15   25   43   38   22   31   32   31   31   32    71   10
 68   43   31   40   12   34   35   37   37   38   36    70   16
 69   22   36   35   29   43   29   32   29   30   31    79    5
 70   19   33   34   24   39   37   40   37   38   39    92   12
 71   24   33   23   41   37   30   29   29   28   29    74    5
 72   48   33   32   38   37   53   51   53   53   52    94   17
 73   13   24   47   26   42   37   41   38   39   40    75   17
 74   34   42   41   42   25   43   42   42   43   42    82   11
 75   16   46   36   32   18   27   28   25   27   27    81    2
 76   10   27   32   12   19   13   16   13   14   14    63    2
 77   31   36   33   20   48   36   38   36   37   37    61   18
 78   41   36   14   27   26   41   38   40   40   39    85   15
 79   14   26   44   21   42   31   35   32   32   33    60   16
 80   14   37   17   26   48   27   28   26   25   28    66    9
 81   48   15   17   24   12   21   17   22   21   19    83    0
 82   35   26   23   45   26   25   22   24   23   23    68    1
 83   36   32   16   33   28   29   27   28   27   28    67    8
 84   25   45   35   19   49   29   34   29   31   31    84    4
 85   40   18   24   40   29   34   31   35   33   33    96    3
 86   43   31   40   44   50   42   42   43   42   43    64   16
 87   38   40   36   38   14   34   32   33   34   32    86    3
 88   12   33   46   32   10   25   27   25   26   26    74    5
 89   45   19   49   24   32   22   24   25   26   24    74    0
 90   36   25   47   33   35   41   43   43   43   42    87   12
 91   34   26   40   26   20   25   25   26   26   25    66    6
 92   39   43   22   29   10   29   26   28   28   26    82    3
 93   23   15   35   33   41   41   43   43   41   43    97   14
 94   45   40   41   16   50   38   40   39   40   39    63   17
 95   23   35   18   38   42   22   21   21   20   22    67    0
 96   28   49   23   18   30   41   42   40   41   41    82   18
 97   12   35   21   33   30   28   29   26   26   28    98    1
 98   19   27   48   37   15   28   29   29   30   29    68    8
 99   25   33   36   22   31   36   38   36   37   37    87   12
100   37   33   12   44   42   49   45   47   45   47    80   19
